Cluster,Position,Updated,Type,Requested,Alternative Name,Unit,Fuel Type,Net MW,Summer MW,Winter MW,County,State,Op Date,Sync Date,W/ D Date,Interconnection Location,Serv,SIS Complete,I39,TO Report,Dev,Zone,FS,SIS,OS,FAC,IA,Project Status
,1348,2025-06-16 16:16:22.683,G,2023-01-26,Battery Storage,OT,BAT,5.06,5.06,5.06,Middlesex,CT,2025-07-27,2025-06-25,2025-06-13,Eversource Portland 21H,,False,False,,PD,CT,,,,,,
,1349,2025-06-16 16:16:50.104,G,2023-01-26,Scitico DG Cluster,OT,SUN BAT,5.20,5.20,5.20,Hartford,CT,2023-12-31,2023-07-01,2025-06-13,Eversource Scitico 27H/27H1,,False,False,,PD,CT,,,,,,
,1350,2023-08-24 16:18:22.541,ETU,2023-01-31,1200 MW Controllable ETU,,,1200.00,,,,RI,2029-12-31,2029-09-01,2023-08-24,"POI at Rhode Island Energy's Kent county Substations, See assocation reference drawings",,False,False,,PD,RI,,,,,,
,1351,2025-10-10 09:22:41.876,G,2023-02-06,Battery Storage,OT,BAT,156.24,156.24,156.24,Fairfield,CT,2027-10-01,2027-08-01,2025-10-10,"Owner: UI, Substation: Singer 345 kV",CNR,False,False,,PD,SWCT,,,,,,
,1352,2025-10-10 09:26:19.981,G,2023-02-06,Battery Storage,OT,BAT,262.68,262.68,262.68,New Haven,CT,2027-10-01,2027-09-01,2025-10-10,POI: East Shore Substation 115 kV,CNR,False,False,,PD,CT,,,,,,
,1353,2025-10-10 09:23:10.383,G,2023-02-06,Battery Storage,OT,BAT,289.29,289.29,289.29,New London,CT,2027-10-01,2027-09-01,2025-10-10,Montville 4J between 4J-11T-2 and 4J-12T-2. Interconnected with Montville Unit 6. New Montville Unit 6 Generator breaker will be installed for sync control.,CNR,False,False,,PD,CT,,,,,,
,1354,2023-04-13 16:06:52.716,G,2023-02-06,Battery Storage,OT,BAT,289.29,289.29,289.29,Middlesex,CT,2024-10-01,2024-09-01,2023-04-13,POI between 5A-5T-2 and 5A-6T-2; Northeast Utilities 11631 Substation - Middletown,CNR,False,False,,PD,CT,,,,,,
,1355,2025-10-10 09:23:37.528,G,2023-02-06,Battery Storage,OT,BAT,136.32,136.32,136.32,New Haven,CT,2027-10-01,2027-09-01,2025-10-10,POI is the Devon 115 kV Bus 2 between 7R-19T2 and 7R-23T-2 breakers,NR,False,False,,PD,SWCT,,,,,,
,1356,2024-10-15 09:46:06.992,G,2023-02-09,(Offshore wind Increase (Q700 +Q1154),WT,WND,38.80,895.00,895.00,,MA,2026-10-30,2026-03-14,2024-10-14,Eversource 345kV West Barnstable (921),CNR,False,False,,PD,SEMA,,,,,,
,1357,2026-03-09 12:51:46.397,G,2023-02-16,Solar Increase,PV,SUN,5.00,152.04,152.04,Hartford,CT,2027-11-15,2027-10-01,,"To interconnect at the POI of Gravel Pit Solar (QP 1030 + QP 1247), as an increase to QP 1030 and QP1247, the POI is the new Gravel Pit Solar substation at the new three-breaker ring bus on the 115 kV Connecticut Light & Power Company 1200 line between Barbour Hill and Windsor Locks. ",NR,True,True,,PD,CT,,Document Posted,,,Executed,
,1358,2025-10-17 15:09:43.521,G,2023-02-21,Battery Storage,OT,BAT,100.00,100.00,100.00,Hartford,CT,2026-07-31,2026-06-30,2025-10-11,Tap on South Windsor to Manchester 115kV line.,CNR,False,False,,PD,CT,,,,,,
,1359,2025-06-16 16:18:18.983,G,2023-02-22,Fuel Cell,FC,FC,1.84,1.84,1.84,Hartford,CT,2024-12-31,2024-11-30,2025-06-13,"CLP Northwest Hartford 2N, Circuit 2N14",,False,False,,,CT,,,,,,
,1360,2025-06-16 16:19:00.273,G,2023-02-22,Battery Storage,OT,BAT,10.00,10.00,10.00,Middlesex,CT,2024-06-15,2024-06-01,2025-06-13,"CLP 11C Haddam, Circuit 11C13",,False,False,,PD,CT,,,,,,
,1361,2023-09-08 13:04:43.638,G,2023-02-24,Offshore Wind,WT,WND,882.00,882.00,882.00,,MA,2030-02-15,2029-10-01,2023-09-08,"RIE, Jepson 115 kV Substation",CNR,False,False,,PD,SEMA,In Progress,,,,,
,1362,2025-10-10 14:29:36.907,G,2023-02-24,Battery Storage Increase (QP1238),OT,BAT,301.26,602.52,602.52,Norfolk,MA,2027-11-12,2027-06-25,2025-10-10,Eversource's West Medway 345kV station,CNR,False,False,,PD,SEMA,,,,,,
,1363,2025-10-10 14:30:13.581,G,2023-03-01,Battery Storage,OT,BAT,301.26,301.26,301.26,Hampden,MA,2026-11-20,2026-06-12,2025-10-10,"Ludlow 345 kV station
",CNR,False,False,,PD,WMA,Document Posted,,,,,
,1364,2025-01-13 12:22:39.941,G,2023-03-01,Battery Storage,OT,BAT,401.68,401.68,401.68,Rockingham,NH,2026-11-20,2026-06-12,2025-01-13,Timber Swamp Rd 345 kV station,CNR,False,False,,PD,NH,Document Posted,Not Started,,,,Under Study
,1366,2024-08-19 12:41:37.164,G,2023-03-09,Battery Storage,OT,BAT,200.84,200.84,200.84,Fairfield,CT,2026-11-20,2026-06-12,2024-08-19,Peaceable 115 kV station,CNR,False,False,,PD,SWCT,Document Posted,,,,,
,1367,2023-12-05 08:46:27.075,G,2023-03-09,Battery Storage,OT,BAT,271.40,271.40,271.40,Bristol,MA,2027-04-01,2027-03-01,2023-11-30,National Grid 115KV Line U6 between Pottersville and Bridgewater substations - approximately 6.1 circuit miles from Bridgewater substation,CNR,False,False,,PD,SEMA,In Progress,,,,,Under Study
,1368,2023-04-12 08:12:06.135,G,2023-03-09,Battery Storage,OT,BAT,240.80,240.80,240.80,Essex,MA,2027-04-01,2027-03-01,2023-04-12,National Grid 115KV Line Q169 - Approximately 0.5 Miles from Lynn Substation,CNR,False,False,,PD,BOST,,,,,,
,1369,2025-06-16 16:19:50.214,G,2023-03-08,Athens 115 kV SS - CMP Wyman Area Study,PV,SUN,1.99,1.99,1.99,Somerset,ME,2024-12-31,,2025-06-13,"CMP Athens substation, Circuit 827D2",,True,True,CMP,PD,ME,,,,,,
,1370,2025-08-13 10:45:45.730,ETU,2023-03-15,1200 MW non-controllable ETU - N to S flow only,,,1200.00,,,Aroostook/Somerset,ME,2028-06-01,2028-06-01,2025-08-13,Transmission line connects between the new Aroostook station and Pittsfield station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road line in Somerset county at Lat/Long 44.795/-69.386. The Aroostook station will be located in Aroostook county at Lat/Long 45.7634/-68.0278,,False,False,,,ME,,,,,,
,1371,2025-08-13 10:45:15.033,ETU,2023-03-15,Non-controllable ETU - N to S flow only,,,,,,Somerset /Lincoln,ME,2028-06-01,2028-06-01,2025-08-13,"New Pittsfield Substation lat/long 44.795/-69.386
Existing Coopers Mills 345 kV Station lat/long 44.2966/-69.556771",,False,False,,,ME,,,,,,
,1372,2023-05-03 09:10:19.617,ETU,2023-03-15,Non-controllable ETU - bi-directional,,,,,,Lincoln,ME,2028-06-01,2028-06-01,2023-05-03,New 345 kV Transmission Line from Maine Yankee 345 Substation (existing) to Coopers Mills 345 Substation (existing),,False,False,,,ME,,,,,,
,1373,2025-10-10 14:30:40.932,G,2023-03-15,Battery Storage Increase (QP1362),OT,BAT,140.48,743.00,743.00,Norfolk,MA,2027-11-12,2027-06-25,2025-10-10,Eversource's West Medway 345kV station,CNR,False,False,,PD,SEMA,,,,,,
,1374,2025-10-17 15:09:56.999,G,2023-03-28,Battery Storage,OT,BAT,226.00,226.00,226.00,Merrimack,NH,2027-04-07,2027-03-31,2025-10-11,Eversource 115 kV Line C196.,CNR,False,False,,PD,NH,Document Posted,,,,,
,1375,2025-10-17 15:10:10.477,G,2023-03-29,Wind,WT,WND,217.00,217.00,217.00,Aroostook,ME,2026-12-09,2026-10-08,2025-10-11,"Pittsfield Station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road
line (3023) near the town of Pittsfield.",CNR,False,False,,PD,BHE,,,,,,
,1376,2024-10-09 08:31:31.866,G,2023-03-29,Battery Storage,OT,BAT,325.70,325.70,325.70,New Haven,CT,2027-04-01,2027-03-01,2024-10-08,"115KV Line #1640 between Devon 2 & Wallingford substations, approximately 2.15 circuit miles from Wallingford substation",CNR,False,False,,PD,CT,Document Posted,,,,,
,1377,2023-12-12 15:43:21.480,G,2023-04-03,Battery Storage,OT,BAT,180.00,180.00,180.00,Windsor,VT,2027-04-08,2027-03-08,2023-12-12,"Vermont Electric Power Company, Coolidge 115 kV",CNR,False,False,,,VT,In Progress,,,,,Under Study
,1378,2023-12-12 15:44:04.893,G,2023-04-03,Battery Storage,OT,BAT,105.00,105.00,105.00,Windsor,VT,2027-04-08,2027-03-08,2023-12-12,"Vermont Electric Power Company, Ascutney 115 kV.",CNR,False,False,,PD,VT,In Progress,,,,,Under Study
,1379,2025-10-17 15:10:24.162,G,2023-04-06,Solar,PV,SUN,218.40,218.40,218.40,Aroostook,ME,2028-10-31,2028-09-30,2025-10-11,"Pittsfield Station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road
line (3023) near the town of Pittsfield.",CNR,False,False,,PD,BHE,,,,,,
,1380,2025-01-14 09:18:23.532,G,2023-04-06,Fuel Cell CNR,FC,FC,0.00,20.10,20.10,Hartford,CT,2024-12-12,2024-05-28,,The electrical connection where Eversource's 69 kV 680 line span from pole 2742 connects to the Farmington River Power Company's 680 line at pole 2743's insulator.,CNR,False,False,,,CT,,,,,Executed,In Service
,1381,2025-03-27 07:11:12.646,ETU,2023-04-11,1200 MW (+/- 400 kV) HVDC External ETU ,,,1200.00,,,Grafton,NH,2029-07-01,2029-01-01,2025-03-26,"In New Hampshire, the point of interconnection is near the old Monroe yard (AC capacitors and reactors
and Phase II filters presently reside in this yard). The project will tie into the currently existing
Comerford 230 kV substation.

The northern section of the project will connect with the Hydro-Quebec system at the US-Canada border near Canaan, Vermont. ",NI,False,False,ISO-NE,,NH,In Progress,,,,,Under Study
,1382,2026-04-27 11:21:59.245,G,2023-04-11,Vineyard Offshore Wind CNR,WT,WND,0.00,843.20,843.20,,MA,2026-04-24,2024-01-02,,Eversource (NSTAR) 115kV Barnstable Switch Station (958),CNR,False,False,ISO-NE,,SEMA,,,,,,
,1383,2023-12-15 16:33:31.817,G,2023-04-13,Solar and Battery ,PV,SUN BAT,139.00,139.00,139.00,Penoboscot,ME,2028-12-31,2028-09-01,2023-12-15,"44°46'22.13""N, 68°29'5.84""W new switching station to tie into Versant 115 kV line in Clifton",CNR,False,False,ISO-NE,,BHE,Document Posted,Not Started,,,,Under Study
,1384,2024-10-23 09:31:17.446,G,2023-04-26,Battery Storage,OT,BAT,300.00,300.00,300.00,Worcester,MA,2026-12-31,2026-09-01,2024-07-29,"National Grid's Pratts Junction - Sandy Pond L138W-2 line (115 kV). 
2.92 miles from Pratts Junction and 11.95 miles from Sandy Pond (on 115 kV line).  Coordinates: 42.493249051839484, -71.7028083287439",CNR,False,False,,PD,CMA,Document Posted,Not Started,,,,
,1385,2024-10-23 09:30:08.467,G,2023-04-26,Battery Storage,OT,BAT,200.00,233.00,233.00,Worcester,MA,2026-12-31,2026-09-01,2024-07-29,National Grid's: Bellows Fall (37.18 mi) - E. Winchendon Tap (2.07 mi) 115kV line (J136N),NR,False,False,,PD,CMA,In Progress,,,,,
,1386,2024-10-04 10:14:30.597,G,2023-04-26,Battery Storage,OT,BAT,100.00,100.00,100.00,Berkshire,MA,2026-12-31,2026-10-31,2024-10-04,"National Grid Berkshire - Plainfield 115 kV line
Lat/Long:  42.49627608454711, -73.01015449707741
",CNR,False,False,,PD,WMA,In Progress,,,,,Under Study
,1387,2024-11-13 11:55:31.678,ETU,2023-04-27,Non-controllable objective ETU to enable 1200 MW offshore wind/300 MW solar at Crystal Springs sub,,,,,,Plymouth,MA,2030-12-30,2029-12-31,2024-11-12,,,False,False,,PD,SEMA,In Progress,,,,,Under Study
,1388,2026-04-14 10:19:44.598,G,2023-04-28,Wind CNR,WT,WND,0.00,61.20,61.20,Penobscot,ME,2026-04-09,2010-07-15,,Keene Rd Substation via through a 115kV Line 55 & Line 56 from Rollins Mountain115/34.5kV,CNR,False,False,,,BHE,,Not Required,,,Executed,
,1389,2026-04-14 10:42:25.465,G,2023-04-28,Wind CNR,WT,WND,0.00,58.14,58.14,Washington,ME,2026-04-09,2008-10-15,,Keene Rd Substation via through a 115kV Line 56 from Stetson Mountain115/34.5kV substation,CNR,False,False,,,BHE,,Not Required,,,Executed,
,1390,2025-10-17 15:10:42.975,G,2023-04-28,Wind CNR,WT,WND,0.00,34.49,34.49,Hancock,ME,2023-11-01,2023-11-01,2025-10-11,Bull Hill 115 kV Switching Station,CNR,False,False,,,BHE,,Not Required,,,,
,1391,2026-04-14 10:44:18.595,G,2023-04-28,Wind CNR,WT,WND,0.00,26.01,26.01,Washington,ME,2026-04-09,2009-09-30,,Keene Rd Substation via through a 115kV Line 56 from Stetson Mountain115/34.5kV substation,CNR,False,False,,,BHE,,Not Required,,,Executed,
,1392,2025-09-23 14:11:20.844,G,2023-05-03,Battery Storage,OT,BAT,53.74,53.74,53.74,New Haven,CT,2026-09-15,2026-08-15,2025-09-23,"Latitude:  41.492036°,        Longitude: -72.762080°   -Owner: Connecticut Light and Power Company, Voltage 115 kV, Substation Name: North Wallingford 115 kV Station.",CNR,False,False,,PD,CT,,,,,,
,1393,2023-09-13 11:40:56.413,G,2023-05-03,Gas Turbine,GT,NG,233.00,233.00,233.00,Fairfield,CT,2026-06-01,2026-05-04,2023-09-13,Eversource Middleriver substation 115kv,CNR,False,False,,PD,SWCT,,,,,,
,1394,2025-10-10 09:26:43.947,G,2023-05-04,Battery Storage Addition,OT,BAT,0.00,284.05,284.05,Middlesex,CT,2026-07-01,2026-05-01,2025-10-10,POI between 10F-2T-2 and 10F-1T-1 breakers on the 345 kV bus; Northeast Utilities 11631 Substation - Middletown. ,CNR,False,False,,PD,CT,,,,,,
,1395,2023-10-13 16:04:37.821,G,2023-05-05,Battery Storage,OT,BAT,20.00,20.00,20.00,Hampshire,MA,2027-06-30,2027-06-30,2023-05-22,National Grid 115 kV Line 1134,CNR,False,False,,PD,WMA,,,,,,
,1396,2025-10-08 09:17:58.648,G,2023-05-05,Battery Storage,OT,BAT,101.97,101.97,101.97,Providence,RI,2026-12-31,2026-07-31,2025-10-08,"41.82919444, -71.52111667, Hartford 115 kV Substation",CNR,False,False,,PD,RI,Document Posted,,,,,
,1397,2025-10-08 09:18:44.961,G,2023-05-05,Battery Storage,OT,BAT,100.24,100.24,100.24,Worcester,MA,2026-12-31,2026-07-31,2025-10-08,"42.31815556, -71.98500556, Treasure Valley 115 kV Substation",CNR,False,False,,PD,CMA,Document Posted,,,,,
,1398,2024-12-04 09:50:45.421,G,2023-05-08,Battery Storage,OT,BAT,101.97,101.97,101.97,Worcester,MA,2026-12-31,2026-07-31,2024-12-03,A newly constructed three-breaker ring bus that will sectionalize National Grid’s Fitzwilliam to Flagg Pond 115 kV transmission line I-135 at about 7.48 miles from the East Winchendon Substation and 6.34 miles from the Flagg Pond Substation,CNR,False,False,,PD,CMA,Document Posted,Not Started,,,,Under Study
,1399,2025-10-17 15:10:56.310,G,2023-05-18,Battery Storage,OT,BAT,92.44,92.44,92.44,Hampden,MA,2027-05-31,2027-03-31,2025-10-11,"The proposed POI is Buck Pond 115 kV substation, share gen leadline with QP1117.",CNR,False,False,,PD,WMA,,,,,,
,1400,2025-10-08 09:19:13.741,G,2023-05-18,Battery Storage,OT,BAT,101.97,101.97,101.97,Hartford,CT,2026-12-31,2026-07-31,2025-10-08,"41.6317, -72.7289, Berlin 115 kV Substation",CNR,False,False,,PD,CT,,,,,,
,1401,2025-02-05 15:59:47.070,ETU,2023-06-07,controllable 345 kV ETU - Brayton Point to Pottersville,,,,,,Bristol,MA,2029-12-31,2029-06-30,2025-02-05,,,False,False,,PD,SEMA,In Progress,,,,,
,1402,2025-10-17 15:11:12.120,G,2023-06-07,Battery Storage,OT,BAT,171.60,171.60,171.60,Hampden,MA,2027-06-01,2027-05-01,2025-10-11,"POI interconnection coordinates: 42.068458, -72.462254
Interconnecting to the 115kV open bay at the NGRID West Hampden substation (connecting to T3's current position).",CNR,False,False,,PD,WMA,Document Posted,,,,,
,1403,2025-01-13 17:35:07.147,G,2023-06-09,Battery Storage,OT,BAT,304.72,304.72,304.72,Middlesex,CT,2026-11-20,2026-06-12,2025-01-13,Scoville 345kV substation,CNR,False,False,,PD,CT,Not Started,,,,,Under Study
,1404,2025-06-16 16:20:58.493,G,2023-06-13,Individual @ French King,OT,SUN BAT,2.20,2.20,2.20,Franklin,MA,,2024-12-01,2025-06-13,EE French King 21B,,False,False,,PD,WMA,,,,,,
,1405,2025-06-16 16:21:36.267,G,2023-06-13,EE Group @ Southwick,OT,SUN BAT,7.00,7.00,7.00,Hampden,MA,2024-12-31,2024-12-01,2025-06-13,EE SOUTHWICK 29A,,False,False,,PD,WMA,,,,,,
,1406,2025-06-16 16:22:27.166,G,2023-06-13,EE Group @ Doreen,OT,SUN BAT,9.15,9.15,9.15,Berkshire,MA,2024-12-31,2024-12-01,2025-06-13,EE Doreen 19A,,False,False,,PD,WMA,,,,,,
,1407,2025-06-16 16:23:21.094,G,2023-06-13,EE Group @ Blandford,OT,SUN BAT,28.94,28.93,28.94,Hampshire,MA,2024-12-31,2024-12-01,2025-06-13,EE BLANDFORD 19J,,False,False,,PD,WMA,,,,,,
,1408,2025-06-16 16:23:57.064,G,2023-06-13,Individual @ Partridge,OT,SUN BAT,4.00,4.00,4.00,Berkshire,MA,2024-12-31,2024-12-01,2025-06-13,EE Partridge 15E1,,False,False,,PD,WMA,,,,,,
,1409,2025-06-16 16:24:24.578,G,2023-06-13,Individual @ Montague,OT,BAT,4.99,4.99,4.99,Franklin,MA,2024-12-31,2024-12-01,2025-06-13,EE MONTAGUE 21C,,False,False,,PD,WMA,,,,,,
,1410,2025-06-16 16:24:56.861,G,2023-06-13,Individual @ Amherst,OT,BAT,2.00,2.00,2.00,Hampshire,MA,2024-12-31,2024-12-01,2025-06-13,EE Amherst 17K,,False,False,,PD,WMA,,,,,,
,1411,2023-08-17 09:17:45.672,ETU,2023-06-20,1200 MW controllable ETU - unidirectional,,,1200.00,,,Middlesex,MA,2032-05-31,2031-12-31,2023-08-17,Eversource Mystic 345 kV Substation,,False,False,,PD,BOST,,,,,,
,1413,2025-06-16 16:25:31.688,G,2023-06-19,Group @ Orchard,OT,SUN BAT,4.04,4.04,4.04,Hampden,MA,2026-12-31,2026-12-31,2025-06-13,EE Orchard 27A,,False,False,,PD,WMA,,,,,,
,1414,2025-06-16 16:26:09.411,G,2023-06-19,Individual @ Piper,FC,FC,4.10,4.10,4.10,Hampden,MA,2026-12-31,2026-12-31,2025-06-13,EE  Piper 21N,,False,False,,PD,WMA,,,,,,
,1415,2024-09-26 13:15:11.736,G,2023-06-20,Battery Storage,OT,BAT,261.90,261.90,261.90,Worcester,MA,2024-08-12,2024-07-12,2024-09-26,"POI interconnection coordinates: 42.471953, -71.734165
Interconnecting to National Grid 345kV line (line ID: 343) via line tap (approx. 8.5 mi from Wachusett Substation and 14.9 mi from Sandy Pond Substation).",CNR,False,False,,PD,CMA,Not Started,,,,,Under Study
,1416,2023-08-09 08:34:26.505,G,2023-06-26,Battery Storage,OT,BAT,196.00,196.00,196.00,Hampshire,MA,2027-05-19,2027-05-12,2023-08-08,Eversource 115 KV Line Number 1447,CNR,False,False,,PD,WMA,,,,,,
,1417,2024-12-11 13:07:24.047,G,2023-06-26,Battery Storage,OT,BAT,300.00,300.00,300.00,Windham,CT,2028-06-01,2028-04-01,2024-12-11,Eversource 115kV Killingly Substation,CNR,False,False,,PD,CT,In Progress,,,,,Under Study
,1418,2023-12-05 08:46:54.489,G,2023-06-27,Battery Storage,OT,BAT,108.70,108.70,108.70,Providence,RI,2027-04-01,2027-03-01,2023-11-30,"115KV Line Q143S-2 between Woonsocket and Franklin Square substations, approximately 10 miles from Woonsocket substation. ",CNR,False,False,,PD,RI,In Progress,,,,,Under Study
,1419,2024-03-06 12:41:28.450,G,2023-06-28,Battery Storage,OT,BAT,108.70,108.70,108.70,Bristol,MA,2027-04-01,2027-03-01,2024-03-06,National Grid 115KV Bates Street Substation ,CNR,False,False,,PD,SEMA,Not Started,,,,,Under Study
,1420,2025-10-17 15:05:41.766,G,2023-06-29,Battery Storage,OT,BAT,175.10,175.10,175.10,New London,CT,2027-12-31,2027-09-30,2025-10-11,"Existing Eversource 115kV structure on Line 1410, West of 39 Dock Road (41.430126, -72.103424).",CNR,False,False,,PD,CT,,,,,,
,1421,2024-01-26 16:59:14.750,G,2023-07-06,Battery Storage,OT,BAT,175.67,175.67,175.67,Bristol,MA,2024-09-08,2024-08-08,2024-01-26,"41.987864, -71.265095
Tapping to National Grid 115kV line C181",CNR,False,False,,PD,SEMA,In Progress,,,,,Under Study
,1422,2025-04-25 10:03:15.477,G,2023-07-07,Battery Storage,OT,BAT,326.00,326.00,326.00,Hartford,CT,2029-02-02,2028-12-01,2025-04-25,"Barbour Hill Substation 115kV direct connection ( 41.854810, -72.528106)",CNR,False,False,,PD,CT,Not Started,,,,,Under Study
,1423,2024-09-25 16:45:50.228,G,2023-07-10,Battery Storage,OT,BAT,121.60,121.60,121.60,Worcester,MA,2026-09-01,2026-06-01,2024-09-04,"The Primary Point of Interconnection will be a new 3-breaker ring bus located on the IC’s property which will connect to National Grid T-Line H160 (Northboro Rd to Hudson) at 115 KV. The approximate line-break location will be 0.26 miles from Northboro Rd substation and 7.92 miles from Hudson Substation.

The Alternative POI will be a new 3-breaker ring bus located on the IC’s property which connects to T-Line N166 (Northboro Rd to N.Marloboro) at 115 KV.
",CNR,False,False,,PD,CMA,In Progress,,,,,Under Study
,1424,2023-08-15 14:32:03.964,G,2023-07-10,Battery Storage,OT,BAT,41.20,41.20,41.20,Worcester,MA,2026-09-01,2026-06-01,2023-08-15,New England Power Company Westminster Switching Station (69KV Line),CNR,False,False,,PD,CMA,,,,,,
,1425,2024-09-04 13:42:03.675,G,2023-07-10,Battery Storage,OT,BAT,151.60,151.60,151.60,Hampden,MA,2026-10-01,2026-07-01,2024-09-04,Western Massachusetts Electric Co South Agawam Switching Station (115 kv) via a new breaker bay,CNR,False,False,,PD,WMA,Not Started,,,,,Under Study
,1426,2024-12-10 17:23:04.131,G,2023-07-14,Battery Storage,OT,BAT,528.75,528.75,529.61,Bristol,MA,2028-03-31,2028-03-15,2024-12-10,"Primary POI is a direct tap into the Pottersville substation in Somerset, MA utilizing shared interconnection facilities with QP1412.
Secondary POI is a direct tap into the Pottersville substation.
Tertiary POI is a customer substation with a tap into the ""Bell Rock Road 118 to Pottersville Station 115 kV"" line, 1/2 mile east of the Pottersville substation.",CNR,False,False,,PD,SEMA,Not Started,,,,,Under Study
,1429,2025-10-17 15:11:26.639,G,2023-08-08,Wind,WT,WND,197.40,197.40,197.40,Aroostook,ME,2028-10-01,2028-05-01,2025-10-11,CMP Orrington - Albion Road 345kV line ,CNR,False,False,,PD,BHE,,,,,,
,1430,2025-10-17 15:12:02.565,G,2023-08-09,Battery Storage,OT,BAT,237.54,237.54,237.54,Bristol,MA,2027-10-17,2027-09-16,2025-10-11,115 kV line C181N - Circuit 1. Alternate POI :  345 kV line 327 - Circuit 1,CNR,False,False,,PD,RI,,,,,,
,1431,2025-06-16 16:26:55.633,G,2023-08-09,Battery Storage,OT,BAT,7.00,7.00,7.00,Hartford,CT,2024-12-29,2024-12-01,2025-06-13,Eversource Northwest Hartford 2N,,False,False,,PD,CT,,,,,,
,1432,2024-08-15 11:20:36.630,G,2023-08-11,Battery Storage,OT,BAT,256.53,256.53,256.98,New London,CT,2028-09-30,2028-09-15,2024-08-15,Direct tap into the 115kV Uncasville Substation,CNR,False,False,,PD,CT,,In Progress,,,,
,1433,2024-06-20 12:12:21.219,G,2023-08-15,Battery Storage,OT,BAT,100.00,100.00,100.00,Hampden,MA,2027-12-31,2027-10-31,2024-06-19,"Lat Long is 42.13610456666797, -72.27784889556564
This is the National Grid's Little Red Road - Palmer 115 kV line (W-175).  The POI is approximately 1.56 miles (23.9%) from the Palmer substation and 4.97 miles (76.1%) to the Little Rest Road substation",CNR,False,False,,PD,WMA,Not Started,,,,,
,1434,2024-06-20 12:13:00.420,G,2023-08-15,Battery Storage,OT,BAT,160.00,160.00,160.00,Franklin,MA,2027-12-31,2027-10-31,2024-06-19,"Lat Long is 42.6254349775399, -72.56881378900127
The NG Harriman - Montague 115 kV line (Y-177)
Distances: 3.35 miles to Montague and 20.67 miles to Harriman
",CNR,False,False,,PD,WMA,Not Started,,,,,
,1435,2024-11-13 11:56:36.862,ETU,2023-08-21,Non-controllable objective ETU to enable additional 1200 MW (to QP1309) injection near Millstone sub,,,1200.00,,,New London,CT,2030-12-30,2030-05-01,2024-11-12,,,False,False,,PD,CT,,Not Started,,,,Under Study
,1436,2025-10-17 15:11:48.485,G,2023-08-29,Battery Storage,OT,BAT,300.00,300.00,300.00,New London,CT,2028-06-01,2028-04-01,2025-10-11,Line tap of the Eversource 1235 115 kV Line approximately 1200’ from Uncasville 115kV SS,CNR,False,False,,PD,CT,,,,,,
,1437,2025-09-30 11:33:10.324,G,2023-08-31,Battery Storage,OT,BAT,103.32,103.32,103.50,New London,CT,2029-02-01,2029-01-15,2025-09-30,"Montville to Gales Ferry 115kV line 1787, approximately 0.5mi north of Montville Substation",CNR,False,False,,PD,CT,,,,,,
,1438,2023-12-12 09:14:57.792,G,2023-10-10,Solar,PV,SUN,15.58,15.58,15.58,York,ME,2024-12-31,2024-12-15,2023-12-11,"CMP 34.5 kV, Section 182",CNR,False,False,,PD,ME,,,,,,
,1439,2024-10-29 16:12:00.174,G,2023-09-18,Battery Storage,OT,BAT,151.31,151.31,151.31,Hampshire,MA,2027-05-31,2027-03-26,2024-10-29,"The Primary Point of Interconnection will be a new 3-breaker ring bus located on the IC’s property which connects to Eversource T line 1113 (Fairmont to Tillson) at 115 KV. The break in the line will take place 4.52 miles from the Fairmont Substation and 10.55 miles from the Tillson substation. The distance from the line break to the 3-breaker ring bus located on the IC’s property will be approximately 0.22 miles. The approximate latitude/longitude coordinates of the 3-breaker ring bus is 42.249111, -72.533752.

The Alternative Point of Interconnection will be a new 3-breaker ring bus located on the IC’s property which connects to Eversource T line 1134 (Fairmont to Five Corners) at 115 KV. The break in the line will take place 4.52 miles from the Fairmont Substation and 0.11 miles from the Five Corners Substation. The distance from the line break to the 3-breaker ring bus located on the IC’s property will be approximately 0.22 miles. The approximate latitude/longitude coordinates of the 3-breaker ring bus is 42.249111, -72.533752.",CNR,False,False,,BL,WMA,Document Posted,,,,,Under Study
,1440,2025-04-10 09:22:59.983,G,2023-09-18,Battery Storage,OT,BAT,151.56,151.56,151.56,Hampden,MA,2027-05-31,2027-03-26,2025-04-09,"The Primary Point of Interconnection will be a new 3-breaker ring bus located on the IC’s property connecting to Eversource T line 1314 (Agawam to Chicopee) at 115 KV. The POI substation would be 3.39 miles from the Chicopee Substation and 3.66 miles from the Agawam substation. The electric line placement percentage from the Chicopee substation is 48%.
Alternative POI: The Alternative Point of Interconnection will be a new 3-breaker ring bus located on the IC’s property connecting to T line 1904 (Piper to Memorial Drive) at 115 KV",CNR,False,False,,PD,WMA,Document Posted,Not Started,,,,
,1441,2023-11-02 12:17:08.863,G,2023-09-18,Battery Storage,OT,BAT,103.00,103.00,103.00,Hampden,MA,2027-05-31,2027-03-26,2023-11-02,Eversource Southwick Substation (115 KV),CNR,False,False,,PD,WMA,,,,,,
,1442,2024-09-04 13:41:19.166,G,2023-09-18,Battery Storage,OT,BAT,151.58,151.58,151.58,Bristol,MA,2027-05-31,2027-03-31,2024-09-04,"Primary: Eversource 115 kV Cross Road Line 111, alternate: line 109",CNR,False,False,,PD,SEMA,Not Started,,,,,Under Study
