Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
GEN-2008-003,,ICS-2008-001-6,04 SOUTHEAST,Woodward,OK,OGE,8/31/2009,12/14/2009,,,101.20,101.20,101.20,ER,0.00,0.00,0.00,Wind,,Woodward EHV 138kV,1/25/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-002,,,,Platte County,MO,KACP,1/1/2009,4/12/2009,,,65.00,65.00,65.00,ER,0.00,0.00,0.00,Thermal,Coal,,1/22/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-062,,ICS-2008-001-6,04 SOUTHEAST,Harper County,OK,OGE,12/31/2011,12/21/2016,,,424.00,424.00,424.00,ER,0.00,0.00,0.00,Wind,,Woodward EHV 345kV,12/27/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-052,,ICS-2008-001-6,04 SOUTHEAST,Caddo County,OK,WFEC,5/1/2009,7/1/2009,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Thermal,Gas,Anadarko 138kV,11/9/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-050,,ICS-2008-001-6,04 SOUTHEAST,Woodward County,OK,OGE,10/1/2009,12/23/2010,,,151.80,151.80,151.80,ER,0.00,0.00,0.00,Wind,,Woodward EHV 138kV,10/22/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-046,,ICS-2008-001-6,05 SOUTHWEST,Texas County,OK,SPS,12/31/2011,12/15/2015,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Hitchland 115kV,10/15/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-044,,ICS-2008-001-6,04 SOUTHEAST,Blaine County,OK,OGE,12/1/2009,12/31/2014,,,299.20,299.20,299.20,ER,0.00,0.00,0.00,Wind,,Tatonga 345kV,10/2/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-043,,ICS-2008-001-6,04 SOUTHEAST,Grady County,OK,OGE,12/1/2009,11/1/2010,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Minco 345kV,10/2/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-040,,DISIS-2009-001-6,03 CENTRAL,Gray County,KS,SUNC,12/15/2010,6/9/2012,,,131.10,131.10,131.10,ER,0.00,0.00,0.00,Wind,,Buckner 345kV,9/25/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-025,,ICS-2008-001-6,03 CENTRAL,Barber County,KS,WERE,12/31/2009,10/1/2012,,,299.20,299.20,299.20,ER,0.00,0.00,0.00,Wind,,Viola 345kV,5/24/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-021,,ICS-2008-001-6,04 SOUTHEAST,Dewey County,OK,OGE,8/1/2009,12/31/2014,,,198.90,198.90,198.90,ER,0.00,0.00,0.00,Wind,,Tatonga 345kV,5/9/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2007-011N08,,ICS-2008-001 Prior Queued,02 NEBRASKA,Knox County,NE,NPPD,1/1/2009,,,,81.00,81.00,81.00,ER,0.00,0.00,0.00,Wind,,Bloomfield 115kV,3/19/2007,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-046,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Dewey,OK,OGE,12/31/2009,6/6/2011,,,129.60,129.60,129.60,ER,0.00,0.00,0.00,Wind,,Dewey 138kV,12/5/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-044N,,DISIS-2009-001-6,02 NEBRASKA,Petersburg,NE,NPPD,1/1/2010,12/31/2011,,,40.50,40.50,40.50,ER,0.00,0.00,0.00,Wind,,North Petersburg 115kV,12/4/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-044,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Hansford,TX,SPS,10/1/2010,12/31/2022,,,370.00,370.00,370.00,ER,0.00,0.00,0.00,Wind,,Hitchland 345kV,12/4/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-043,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Beckham County,OK,AEP,8/1/2008,12/15/2009,,,99.00,99.00,99.00,ER,0.00,0.00,0.00,Wind,,Sweetwater 230kV,11/17/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-038N019,,ICS-2008-001 Prior Queued,02 NEBRASKA,Boone County,NE,NPPD,5/1/2011,10/31/2011,,,80.00,80.00,80.00,ER,0.00,0.00,0.00,Wind,,Petersburg North 115kV,10/26/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-038N005,,ICS-2008-001 Prior Queued,02 NEBRASKA,Custer County,NE,NPPD,12/1/2010,12/31/2012,,,80.00,80.00,80.00,ER,0.00,0.00,0.00,Wind,,Broken Bow 115kV,10/17/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-037N1,,DISIS-2009-001-6,02 NEBRASKA,Custer County,NE,NPPD,1/1/2010,12/31/2014,,,75.00,75.00,75.00,ER,0.00,0.00,0.00,Wind,,Broken Bow 115kV,10/3/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-035,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Beckham County,OK,AEP,12/1/2008,4/27/2012,,,132.00,132.00,132.00,ER,0.00,0.00,0.00,Wind,,Sweetwater 230kV,8/29/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-031,,,03 CENTRAL,Ellis County,KS,MIDW,6/1/2008,6/1/2008,,,75.60,75.60,75.60,ER,0.00,0.00,0.00,Thermal,Gas,Knoll 115kV,8/16/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-028,,,,Lyon,KS,WERE,5/1/2009,6/1/2009,,,360.00,300.00,360.00,ER,0.00,0.00,0.00,Thermal,Gas,Emporia 345kV,8/11/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-027,,,,Lyon,KS,WERE,5/1/2008,6/1/2008,,,380.00,310.00,380.00,ER,0.00,0.00,0.00,Thermal,Gas,Emporia 345kV,8/11/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-026,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Lea,NM,SPS,6/1/2008,6/1/2008,,,604.00,604.00,604.00,ER,0.00,0.00,0.00,Thermal,Gas,Hobbs 230kV & Hobbs 115kV,7/26/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-024S,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Harper,OK,WFEC,12/31/2007,12/31/2008,,,18.90,18.90,18.90,ER,0.00,0.00,0.00,Wind,,Buffalo Bear Tap 69kV,7/7/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-021,,ICS-2008-001 Prior Queued,03 CENTRAL,Barber County,KS,ITCGP,5/31/2008,12/1/2008,,,94.00,94.00,94.00,ER,0.00,0.00,0.00,Wind,,Flat Ridge Tap 138kV,6/21/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-020S,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Hansford,TX,SPS,9/1/2007,3/1/2012,,,20.00,20.00,20.00,ER,0.00,0.00,0.00,Wind,,DWS Frisco 115kV,12/31/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-020N,,ICS-2008-001 Prior Queued,02 NEBRASKA,Bloomfield,NE,NPPD,1/1/2009,,,,42.00,42.00,42.00,ER,0.00,0.00,0.00,Wind,,Bloomfield 115kV,6/20/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-019,,,,Greene,MO,SPRM,6/1/2010,1/1/2011,,,275.00,275.00,275.00,ER,0.00,0.00,0.00,Thermal,Coal,,6/19/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-018,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Hale,TX,SPS,6/1/2007,3/22/2011,,,168.10,168.10,168.10,ER,0.00,0.00,0.00,Thermal,CT,TUCO 230kV,6/1/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-015,,,05 SOUTHWEST,Denver City,TX,SPS,4/1/2007,6/1/2007,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Thermal,Gas,Mustang 230kV,4/24/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-010,,,04 SOUTHEAST,Hempstead Co.,AR,AEP,6/1/2011,12/20/2012,,,620.00,610.00,620.00,ER,0.00,0.00,0.00,Thermal,Coal,Turk 138kV,2/27/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-008,,,,Caddo Prsh.,LA,AEP,6/1/2008,6/26/2010,,,550.00,490.00,550.00,ER,0.00,0.00,0.00,Thermal,Gas,Arsenal Hill 138kV,2/27/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2006-002,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Beckham ,OK,AEP,12/31/2006,12/28/2010,,,100.80,100.80,100.80,ER,0.00,0.00,0.00,Wind,,Sweetwater 230kV,1/9/2006,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-024,,,,Tulsa County,OK,AEP,6/1/2007,3/22/2007,,,181.00,172.00,181.00,ER,0.00,0.00,0.00,Thermal,Gas,,12/13/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-022,,,,Caddo County,OK,AEP,6/1/2007,12/27/2007,,,177.00,168.00,177.00,ER,0.00,0.00,0.00,Thermal,Gas,,12/13/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-013,,ICS-2008-001 Prior Queued,03 CENTRAL,Elk County,KS,WERE,11/1/2007,7/5/2011,,,199.80,199.80,199.80,ER,0.00,0.00,0.00,Wind,,Caney River 345kV,8/22/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-012,,ICS-2008-001 Prior Queued,03 CENTRAL,Ford County,KS,SUNC,12/31/2015,9/1/2012,,,248.40,248.40,248.40,ER,0.00,0.00,0.00,Wind,,Clark County-Spearville Ckt 1 (Ironwood) 345kV,8/8/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-008,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Harper County,OK,OGE,7/31/2007,6/30/2007,,,120.00,120.00,120.00,ER,0.00,0.00,0.00,Wind,,Woodward 138kV,4/1/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2005-003,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Caddo & Kiowa Counties,OK,WFEC,12/1/2005,12/15/2005,,,30.60,30.60,30.60,ER,0.00,0.00,0.00,Wind,,Washita 138kV,1/21/2005,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-023N,,ICS-2008-001 Prior Queued,02 NEBRASKA,Columbus,NE,NPPD,1/1/2009,,,,75.00,75.00,75.00,ER,0.00,0.00,0.00,Thermal,Coal,Columbus Co 115kV,11/29/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-023,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Apache,OK,WFEC,12/1/2005,12/15/2005,,,20.60,20.60,20.60,ER,0.00,0.00,0.00,Wind,,Washita 138kV,10/26/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-022N,,,,Hastings,NE,NPPD,1/1/2005,,,,11.00,11.00,11.00,ER,0.00,0.00,0.00,Thermal,,,10/20/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-020,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Custer County,OK,AEP,12/31/2005,1/1/2006,,,27.00,27.00,27.00,ER,0.00,0.00,0.00,Wind,,Clinton Junction-Weatherford Southeast 138kV,10/8/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-019N,,,,Colfax County,NE,NPPD,1/1/2005,,,,0.10,0.10,0.10,ER,0.00,0.00,0.00,Thermal,Gas,,10/4/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-018N1,,,,Brownsville,NE,NPPD,1/1/2005,,,,22.00,22.00,22.00,ER,0.00,0.00,0.00,Thermal,Nuclear,,9/20/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-017N,,,,Columbus,NE,NPPD,1/1/2007,,,,5.00,5.00,5.00,ER,0.00,0.00,0.00,Hydro,,,9/13/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-017,,,03 CENTRAL,Riverton SE Cherokee Cnty,KS,EDE,1/1/2007,,,,250.00,250.00,250.00,ER/NR,0.00,0.00,0.00,Thermal,CT/ST,Riverton 161kV,8/23/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-015,,,05 SOUTHWEST,Denver City/Yoakum,TX,SPS,4/1/2006,4/1/2006,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Thermal,CT,,7/12/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-014,,ICS-2008-001 Prior Queued,03 CENTRAL,Edwards,KS,MKEC,11/15/2005,12/31/2012,,,152.00,152.00,152.00,ER,0.00,0.00,0.00,Wind,,Spearville 230kV,4/22/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-008,,,03 CENTRAL,Platte County,MO,KCPL,6/1/2009,6/5/2012,,,850.00,850.00,850.00,ER,0.00,0.00,0.00,Thermal,Coal,,3/26/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2004-002O,,,,Washington County,NE,OPPD,1/1/2007,,,,48.00,48.00,48.00,ER,0.00,0.00,0.00,Thermal,Nuclear,,1/21/2004,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-022,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Custer/Wasita,OK,AEP,12/31/2004,1/1/2006,,,120.00,120.00,120.00,ER,0.00,0.00,0.00,Wind,,Clinton Junction-Weatherford Southeast 138kV,12/31/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-021N,,ICS-2008-001 Prior Queued,02 NEBRASKA,Ainsworth,NE,NPPD,10/1/2005,,,,75.00,75.00,75.00,ER,0.00,0.00,0.00,Wind,,Ainsworth Wind Tap 115kV,12/29/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-020,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Carson County,TX,SPS,6/1/2007,8/1/2012,,,159.10,159.10,159.10,ER,0.00,0.00,0.00,Wind,,Martin 115kV,12/29/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-019,,ICS-2008-001 Prior Queued,03 CENTRAL,Salina NC Ellsworth Cnty,KS,MIDW,11/1/2006,11/1/2006,,,249.30,249.30,249.30,ER,0.00,0.00,0.00,Wind,,Smoky Hills Tap 230kV,11/24/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-017N,,,,Brownsville,NE,NPPD,1/1/2007,,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Thermal,Nuclear,,10/15/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-008O,,,,Otoe County,NE,OPPD,5/1/2009,,,,700.00,700.00,700.00,ER,0.00,0.00,0.00,Thermal,Coal,,7/15/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-006A,,ICS-2008-001 Prior Queued,03 CENTRAL,Cloud County,KS,MKEC,,,,,201.00,201.00,201.00,ER,0.00,0.00,0.00,Wind,,Elm Creek 230kV,7/9/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-005,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Apache,OK,WFEC,12/1/2006,,,,99.00,99.00,99.00,ER,0.00,0.00,0.00,Wind,,Anadarko - Paradise (Blue Canyon) 138kV,6/5/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2003-004,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Apache,OK,WFEC,12/1/2005,12/15/2005,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Wind,,Washita 138kV,6/5/2003,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-025A,,ICS-2008-001 Prior Queued,03 CENTRAL,Spearville,KS,MKEC,6/1/2006,,,,100.50,100.50,100.50,ER,0.00,0.00,0.00,Wind,,Spearville 230kV,10/31/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-023N,,,,Harmony,NE,NPPD,,,,,0.80,0.80,0.80,ER,0.00,0.00,0.00,Wind,,Harmony 115kV,9/28/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-022,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Oldham County (Wildorado),TX,SPS,12/15/2006,,,,239.20,239.20,239.20,ER,0.00,0.00,0.00,Wind,,Bushland 230kV,9/12/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-009,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Hansford County,TX,SPS,9/30/2006,9/30/2006,,,67.20,67.20,67.20,ER,0.00,0.00,0.00,Wind,,Hansford 115kV,7/19/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-008,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Hansford County,TX,SPS,11/1/2007,12/30/2008,,,240.00,240.00,240.00,ER,0.00,0.00,0.00,Wind,,Hitchland 345kV,7/19/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-005,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Hammon,OK,WFEC,12/31/2006,12/31/2008,,,123.00,123.00,123.00,ER,0.00,0.00,0.00,Wind,,Red Hills Tap 138kV,4/28/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-004N,,,,Grand Island,NE,NPPD,12/1/2003,,,,80.00,80.00,80.00,ER,0.00,0.00,0.00,Thermal,Gas,,4/16/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2002-004,,ICS-2008-001 Prior Queued,03 CENTRAL,Beaumont SE Butler Cnty,KS,WERE,9/30/2003,12/15/2005,,,153.00,153.00,153.00,ER,0.00,0.00,0.00,Wind,,Latham 345kV,4/12/2002,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-040,,,03 CENTRAL,LaRussell Energy Ctr.,MO,EDE,6/1/2003,4/24/2003,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Thermal,CT,LaRussell Energy Center 161kV,11/27/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-039M,,ICS-2008-001 Prior Queued,03 CENTRAL,Wichita County,KS,SUNC,12/1/2008,,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Wind,,Central Plains Tap 115kV,11/1/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-039A,,ICS-2008-001 Prior Queued,03 CENTRAL,Kiowa County,KS,MKEC,,,,,104.00,104.00,104.00,ER,0.00,0.00,0.00,Wind,,Shooting Star Tap 115kV,10/30/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-037,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Woodward,OK,OGE,10/1/2002,11/12/2003,,,102.00,102.00,102.00,ER,0.00,0.00,0.00,Wind,,FPL Moreland Tap 138kV,10/18/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-033,,ICS-2008-001 Prior Queued,05 SOUTHWEST,Chaves County (Melrose),NM,SPS,10/1/2002,12/22/2005,,,120.00,120.00,120.00,ER,0.00,0.00,0.00,Wind,,San Juan Tap 230kV,9/17/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-030,,,03 CENTRAL,LaRussell Energy Center,MO,EDE,6/1/2003,4/25/2003,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Thermal,CT,LaRussell Energy Center 161kV,9/4/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-029N,,,,Beatrice,NE,NPPD,1/1/2005,1/1/2005,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Thermal,Gas,,8/15/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-026,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Meers,OK,WFEC,10/1/2003,10/1/2003,,,74.25,74.25,74.25,ER,0.00,0.00,0.00,Wind,,Washita 138kV,7/24/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-024,,,,Washington County,AR,AEP,5/1/2007,7/1/2007,,,630.00,580.00,630.00,ER,0.00,0.00,0.00,Thermal,CT,SWEPCO Tontitown 161kV Substation,7/9/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-018,,,,Neosho County,KS,WERE,1/1/2002,1/1/2002,,,47.00,47.00,47.00,ER,0.00,0.00,0.00,Thermal,Gas,Chanute NW Neosho Cnty By Tioga Sub,5/15/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2001-014,,ICS-2008-001 Prior Queued,04 SOUTHEAST,Sleeping Bear,OK,WFEC,6/30/2007,4/15/2007,,,94.50,94.50,94.50,ER,0.00,0.00,0.00,Wind,,Ft Supply 138kV,4/24/2001,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
FEUS-5,,RTOE Transitional Cluster,,La Plata,NM,FEUS,12/1/2028,12/1/2028,,,85.00,85.00,85.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Glade to El Paso 115  T-Line (south of Switch 2165),9/15/2025,,FACILITY STUDY STAGE,,,
FEUS-4,,RTOE Transitional Cluster,,Bloomfield,NM,FEUS,12/1/2028,12/1/2028,,,60.00,60.00,60.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,West Fork Substation 115,6/15/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
FEUS-3,,RTOE Transitional Cluster,,Kirtland,NM,FEUS,10/1/2030,10/1/2030,,,180.00,180.00,180.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Hogback to West Loop 115  T-Line,6/6/2025,,FACILITY STUDY STAGE,,,
FEUS-2,,RTOE Transitional Cluster,,Kirtland,NM,FEUS,10/1/2026,10/1/2026,,,60.00,60.00,60.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Hood Mesa to Fruitland Tap 115  T-Line,2/21/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
FEUS-1,,RTOE Transitional Cluster,,Bloomfield,NM,FEUS,6/1/2027,6/1/2027,,,60.00,60.00,60.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Hare Switching Station 115,5/27/2024,,FACILITY STUDY STAGE,,,
ERAS-2025-036,,ERAS-2025-001,05 SOUTHWEST,Amarillo,TX,SPS,6/30/2029,12/31/2029,,,140.00,140.00,140.00,ER/NR,140.00,140.00,140.00,Battery/Storage,Battery,Newhart - Potter 230 kV Line,10/2/2025,,ERAS,No,,
ERAS-2025-035,,ERAS-2025-001,01 NORTH,Aberdeen,SD,NWPS,6/14/2029,12/31/2029,,,137.96,137.96,137.96,ER/NR,137.96,137.96,127.70,Thermal,Combustion Turbine,Siebrecht 115 kV Substation,10/2/2025,,ERAS,Yes,,
ERAS-2025-034,,ERAS-2025-001,03 CENTRAL,Joplin,MO,EMDE,12/3/2029,4/1/2030,,,250.00,250.00,250.00,ER/NR,250.00,250.00,250.00,Thermal,Combustion Turbine,State Line 439 161 kV Substation,9/29/2025,,ERAS,Yes,,
ERAS-2025-033,,ERAS-2025-001,03 CENTRAL,Dodge City,KS,SEPC,3/15/2027,5/1/2027,,,150.00,150.00,150.00,ER/NR,150.00,150.00,153.22,Hybrid,Solar/Storage,Fort Dodge 115 kV Substation,10/1/2025,,ERAS,No,,
ERAS-2025-032,,ERAS-2025-001,03 CENTRAL,St. John,KS,SEPC,3/2/2025,10/2/2029,,,150.00,150.00,150.00,ER/NR,150.00,150.00,152.20,Hybrid,Solar/Storage,St. John 115 kV Substation,10/1/2025,,ERAS,No,,
ERAS-2025-031,,ERAS-2025-001,03 CENTRAL,Kansas City,KS,KACY,2/29/2028,5/31/2028,,,150.00,150.00,150.00,ER/NR,150.00,150.00,165.84,Thermal,Diesel,Quindaro 161kV Substation,10/2/2025,,ERAS,Yes,,
ERAS-2025-030,,ERAS-2025-001,05 SOUTHWEST,Roswell,NM,SPS,11/1/2029,10/1/2030,,,350.00,350.00,350.00,ER/NR,350.00,350.00,712.74,Hybrid,Solar/Storage,G24-279 New Switch Station tying into Chaves - Eddy County 230 kV Line,10/2/2025,,ERAS,No,,
ERAS-2025-029,,ERAS-2025-001,03 CENTRAL,Kansas City,KS,KACY,11/2/2026,3/1/2027,,,170.00,170.00,170.00,ER/NR,170.00,170.00,171.93,Battery/Storage,Battery,Nearman 161 kV Substation,10/2/2025,,ERAS,Yes,,
ERAS-2025-028,,ERAS-2025-001,05 SOUTHWEST,Levelland,TX,SPS,11/18/2029,10/1/2030,,,384.00,384.00,384.00,ER/NR,384.00,384.00,390.89,Solar,Photovoltaic,Tuco-Yoakum 345kV Line,10/2/2025,,ERAS,No,,
ERAS-2025-027,,ERAS-2025-001,05 SOUTHWEST,Denver City,TX,SPS,2/29/2028,5/31/2028,,,250.00,250.00,250.00,ER/NR,250.00,250.00,268.00,Battery/Storage,Battery,Mahoney 230kV Substation,10/2/2025,,ERAS,No,,
ERAS-2025-026,,ERAS-2025-001,05 SOUTHWEST,Lawton,OK,AEP,4/1/2029,11/30/2029,,,744.00,665.00,744.00,ER/NR,744.00,744.00,775.20,Thermal,Combined Cycle,Oklaunion-Lawton East Side 345kV Line,10/2/2025,,ERAS,No,,
ERAS-2025-025,,ERAS-2025-001,04 SOUTHEAST,Fort Cobb,OK,WFEC,5/1/2027,12/31/2027,,,175.00,175.00,175.00,ER/NR,175.00,175.00,199.30,Solar,Photovoltaic,Washita 138kV Substation,10/2/2025,,ERAS,No,,
ERAS-2025-024,,ERAS-2025-001,04 SOUTHEAST,Lawton,OK,AEP,4/1/2029,11/30/2029,,,744.00,665.00,744.00,ER/NR,744.00,744.00,775.20,Thermal,Combined Cycle,Comanche 138kV Substation,10/2/2025,,ERAS,No,,
ERAS-2025-023,,ERAS-2025-001,04 SOUTHEAST,Oologah,OK,AEP,11/1/2029,12/15/2029,,,510.00,505.00,510.00,ER/NR,510.00,510.00,513.00,Thermal,Combustion Turbine,Northeastern 345 kV Substation,10/2/2025,,ERAS,Yes,,
