Project ID,Cycle,Stage,Name,Commercial Name,Developer,State,County,Status,Project Type,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Fuel,Submitted Date,Requested In-Service Date,Actual In-Service Date,Commercial Operation Milestone,Backfeed Date,Test Energy Date,Last Updated,Withdrawn Date,Withdrawn Remarks,Phase 1 SIS Report,Phase 1 SIS Report Status,Phase 2 SIS Report,Phase 2 SIS Report Status,Phase 3 SIS Report,Phase 3 SIS Report Status,Final SIS Report,Final SIS Report Status,EPA/GIA/WMPA Report,EPA/GIA/WMPA Report Status,CSA/USCA Report,CSA/USCA Report Status,Transmission Type,Rights (MW),TSR ID,TSR Start Date,TSR End Date,LTF MW
AF2-396,TC1,FINAL AGREEMENT,Stinger 138 kV,Cass County Solar,"Steelhead Solar, LLC",MI,Cass,EP,Generation Interconnection,AEP,200.00,200.00,200.00,,Capacity,"Solar,Storage,Hybrid",3/31/2020,6/1/2029,,6/1/2029,2/28/2029,3/14/2029,2/23/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-396/AF2-396_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-396/AF2-396_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-396/AF2-396_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-396/AF2-396_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_396_gia.pdf,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/csa/af2_396_csa.pdf,Posted,,,,,,
AF1-176,TC1,FINAL AGREEMENT,Corey 138 kV,Three Lakes Solar,Three Lakes Solar LLC,MI,St. Joseph,EP,Generation Interconnection,AEP,300.00,300.00,155.68,,Capacity,"Solar,Storage,Hybrid",9/25/2019,12/31/2029,,12/31/2029,2/28/2029,3/14/2029,2/23/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-176/AF1-176_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-176/AF1-176_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-176/AF1-176_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-176/AF1-176_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_176_gia.pdf,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/csa/af1_176_csa.pdf,Posted,,,,,,
AF1-161,TC1,FINAL AGREEMENT,Valley 138 kV,Decatur Battery Storage,Decatur Storage LLC,MI,Van Buren,EP,Generation Interconnection,AEP,50.00,50.00,25.00,,Capacity,Storage,9/20/2019,4/30/2029,,4/30/2029,1/31/2029,2/15/2029,4/29/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-161/AF1-161_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-161/AF1-161_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-161/AF1-161_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-161/AF1-161_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_161_gia.pdf,Posted,,Not Started,,,,,,
AE2-325,TC1,FINAL AGREEMENT,Valley 138 kV,Southwest Michigan Energy Center,"Southwest Michigan Solar Project, LLC",MI,Van Buren,Withdrawn,Generation Interconnection,AEP,152.20,52.20,31.32,,Capacity,Storage,3/30/2019,12/1/2022,,,,,1/15/2026,1/15/2026,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-325/AE2-325_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AE2-325/AE2-325_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AE2-325/AE2-325_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AE2-325/AE2-325_imp_FINAL.htm,Posted,,Not Started,,Not Started,,,,,,
AG1-109,TC1,FINAL AGREEMENT,Valley 138 kV,Decatur Battery Storage,Decatur Storage LLC,MI,Van Buren,EP,Generation Interconnection,AEP,50.00,0.00,25.00,,Capacity,Storage,8/31/2020,4/30/2029,,4/30/2029,1/31/2029,2/15/2029,4/29/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-109/AG1-109_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-109/AG1-109_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-109/AG1-109_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AG1-109/AG1-109_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/ag1_109_gia.pdf,Posted,,Not Started,,,,,,
AG2-130,TC2,APPLICATION REVIEW,Colby Tap-Valley 138 kV,,CP Glenwood LLC,MI,Van Buren,Withdrawn,Generation Interconnection,AEP,55.00,55.00,37.20,,Capacity,"Solar,Storage,Hybrid",2/2/2021,12/31/2026,,,,,4/2/2025,3/30/2025,Customer Milestone Not Met,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-131,TC2,APPLICATION REVIEW,Almena-Valley 69 kV,,CP South Branch LLC,MI,Van Buren,Withdrawn,Generation Interconnection,AEP,40.00,40.00,20.00,,Capacity,Solar,2/1/2021,12/31/2026,,,,,4/2/2025,3/31/2025,Customer Milestone Not Met,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-132,TC2,APPLICATION REVIEW,Hartford-South Haven 69 kV,,CP McDonald Station LLC,MI,Van Buren,Withdrawn,Generation Interconnection,AEP,15.00,15.00,7.50,,Capacity,Solar,2/1/2021,12/31/2026,,,,,4/2/2025,3/30/2025,Customer Milestone Not Met,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-272,TC2,PHASE 2,Argenta - Twin Branch 345 kV,,"Bankson Solar Project, LLC",MI,Van Buren,Active,Generation Interconnection,AEP,185.00,185.00,123.90,,Capacity,Solar,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-272/AH1-272_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-272/AH1-272_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-271,TC2,PHASE 2,Cashie 230 kV,,"Merry Hill PV I, LLC",NC,Bertie,Active,Generation Interconnection,Dominion,110.00,40.00,24.00,,Capacity,Solar,9/9/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-271/AH1-271_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-271/AH1-271_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-382,TC2,PHASE 2,Cashie 230 kV,,"Merry Hill PV I, LLC",NC,Bertie,Active,Generation Interconnection,Dominion,70.00,70.00,42.00,,Capacity,Solar,3/29/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-382/AG2-382_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-382/AG2-382_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-437,TC1,PHASE 2,Cashie-Earleys 230 kV,,"RWE Solar Development, LLC",NC,Bertie,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,60.00,,Capacity,Solar,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-437/AG1-437_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-437/AG1-437_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-438,TC1,PHASE 2,Cashie-Earleys 230 kV,,"RWE Solar Development, LLC",NC,Bertie,Withdrawn,Generation Interconnection,Dominion,100.00,100.00,60.00,,Capacity,Solar,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-438/AG1-438_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-438/AG1-438_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-442,TC1,PHASE 2,Cashie-Earleys 230 kV,,"RWE Solar Development, LLC",NC,Bertie,Withdrawn,Generation Interconnection,Dominion,135.00,35.00,35.00,,Capacity,Storage,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-442/AG1-442_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-442/AG1-442_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-443,TC1,PHASE 2,Cashie-Earleys 230 kV,,"RWE Solar Development, LLC",NC,Bertie,Withdrawn,Generation Interconnection,Dominion,135.00,35.00,35.00,,Capacity,Storage,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-443/AG1-443_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-443/AG1-443_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-081,TC1,FINAL AGREEMENT,Moyock 230 kV,Currituck Solar,"Currituck Solar, LLC",NC,Currituck,EP,Generation Interconnection,Dominion,80.00,80.00,56.00,,Capacity,Solar,1/31/2020,3/31/2031,,3/31/2031,1/31/2031,2/28/2031,3/13/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-081/AF2-081_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-081/AF2-081_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-081/AF2-081_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-081/AF2-081_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_081_gia.pdf,Posted,,Not Started,,,,,,
AG2-239,TC2,Decision Point 1,Hickory-Shawboro 230 kV,,"Ranchland Solar, LLC",NC,Currituck,Withdrawn,Generation Interconnection,Dominion,120.00,0.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/16/2021,12/31/2027,,,,,12/19/2025,12/26/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-239/AG2-239_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-033,TC2,PHASE 2,Sligo 34.5 kV,,"Sligo Solar, LLC",NC,Currituck,Active,Generation Interconnection,Dominion,19.50,19.50,13.00,,Capacity,Solar,6/14/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-033/AH1-033_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-033/AH1-033_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-728,TC2,RRI APPLICATION REVIEW,,,"Voyager BESS, LLC",NC,Currituck,Withdrawn,Generation Interconnection,Dominion,185.00,185.00,185.00,,Capacity,Storage,,11/29/2027,,,,,5/5/2025,5/2/2025,Queue Not Required,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-311,TC2,PHASE 2, Heartsease DP - Mayo Dunbar 115kV,,Edgecombe Solar LLC,NC,Edgecombe,Active,Generation Interconnection,Dominion,75.00,0.00,2.25,,Capacity,Solar,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-311/AH1-311_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-311/AH1-311_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-324,TC1,PHASE 2,Edgecombe 230 kV,,"Bridge Solar, LLC",NC,Edgecombe,Withdrawn,Generation Interconnection,Dominion,75.00,75.00,45.00,,Capacity,Solar,3/30/2020,11/30/2022,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-324/AF2-324_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-324/AF2-324_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-444,TC1,PHASE 2,Chinquapin 230 kV,,"RWE Solar Development, LLC",NC,Edgecombe,Withdrawn,Generation Interconnection,Dominion,330.00,80.00,80.00,,Capacity,Storage,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-444/AG1-444_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-444/AG1-444_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-439,TC1,PHASE 2,Chinquapin 230 kV,,"RWE Solar Development, LLC",NC,Edgecombe,Withdrawn,Generation Interconnection,Dominion,250.00,250.00,150.00,,Capacity,Solar,9/30/2020,12/31/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-439/AG1-439_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-439/AG1-439_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-008,TC1,PHASE 3,Tunis-Mapleton 115 kV,Bells Solar,"Bells Solar, LLC",NC,Hertford,Withdrawn,Generation Interconnection,Dominion,126.00,126.00,83.70,,Capacity,Solar,5/1/2020,12/15/2024,,,,,11/3/2025,11/3/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-008/AG1-008_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-008/AG1-008_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-008/AG1-008_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AG1-082,TC1,PHASE 3,Ahoskie 34.5 kV,NC1 Ahoskie Central Solar Project,"NC1 Ahoskie Central, LLC",NC,Hertford,Withdrawn,Generation Interconnection,Dominion,20.00,20.00,12.00,,Capacity,"Solar,Storage,Hybrid",7/31/2020,12/31/2021,,,,,11/3/2025,11/3/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-082/AG1-082_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-082/AG1-082_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-082/AG1-082_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AG1-083,TC1,PHASE 2,Ahoskie 34.5 kV,,"NC-4 Ahoskie North, LLC",NC,Hertford,Withdrawn,Generation Interconnection,Dominion,20.00,20.00,12.00,,Capacity,"Solar,Storage,Hybrid",7/31/2020,12/31/2021,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-083/AG1-083_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-083/AG1-083_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-046,TC1,PHASE 3,Tunis-Mapleton 115 kV,Murphy Solar,"Murphy Solar, LLC",NC,Hertford,Withdrawn,Generation Interconnection,Dominion,126.00,126.00,83.70,,Capacity,Solar,12/19/2019,6/1/2022,,,,,11/3/2025,11/3/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-046/AF2-046_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-046/AF2-046_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-046/AF2-046_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AG2-238,TC2,PHASE 2,Earleys 230 kV,,"Aulander Holloman Solar, LLC",NC,Hertford,Active,Generation Interconnection,Dominion,99.90,0.00,0.00,,Energy,Storage,3/16/2021,,,,,,5/14/2026,1/14/2026,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-238/AG2-238_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-238/AG2-238_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-091,TC2,PHASE 2,Ahoskie 34.5kV,,"Colice Hall Solar, LLC",NC,Hertford,Active,Generation Interconnection,Dominion,17.00,0.00,0.00,,Energy,Storage,7/30/2021,12/31/2027,,,,,6/4/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-091/AH1-091_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-091/AH1-091_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-120,TC2,Decision Point 1,Everetts 34.5 kV,,"Wildcat Road Solar, LLC",NC,Martin,Withdrawn,Generation Interconnection,Dominion,21.00,21.00,14.00,0.00,CAPACITY_RESOURCE,Solar,1/29/2021,12/31/2029,,,,,11/3/2025,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-120/AG2-120_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG1-551,TC1,PHASE 3,Parmele 34.5 kV,Parnell Solar,"Parnell Solar, LLC",NC,Martin,Withdrawn,Generation Interconnection,Dominion,19.99,19.99,13.10,,Capacity,Solar,9/30/2020,10/15/2023,,,,,11/4/2025,11/3/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-551/AG1-551_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-551/AG1-551_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-551/AG1-551_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AG1-552,TC1,PHASE 3,Carolina 34.5 kV,Ray Solar,"Ray Solar, LLC",NC,Northhampton,Withdrawn,Generation Interconnection,Dominion,18.00,18.00,12.20,,Capacity,Solar,9/30/2020,10/15/2023,,,,,11/3/2025,11/3/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-552/AG1-552_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-552/AG1-552_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-552/AG1-552_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AG2-237,TC2,Decision Point 1,Thelma 230kV,,"Oak Solar, LLC",NC,Northhampton,Withdrawn,Generation Interconnection,Dominion,143.00,0.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/16/2021,12/31/2027,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-237/AG2-237_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG1-106,TC1,PHASE 2,Thelma 230 kV,Oak Solar,"Oak Lessee, LLC, d/b/a Oak Solar, LLC",NC,Northhampton,Withdrawn,Generation Interconnection,Dominion,143.00,23.00,16.00,,Capacity,Solar,8/28/2020,6/1/2024,,,,,1/13/2026,1/13/2026,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-106/AG1-106_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-106/AG1-106_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AG1-106/AG1-106_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AG1-106/AG1-106_imp_FINAL.htm,Posted,,Not Started,,Not Started,,,,,,
AH1-434,TC2,PHASE 1,Carolina- Earleys 115kV,"ACE Development Company, LLC","ACE Development Company, LLC",NC,Northhampton,Withdrawn,Generation Interconnection,Dominion,75.00,75.00,45.00,,Capacity,Solar,9/10/2021,9/1/2026,,,,,10/31/2025,7/3/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF1-152,TC1,PHASE 1,Swamp 230 kV,,"Otter Creek Wind Farm, LLC d/b/a Aurora Solar LLC",NC,Pasquotank,Withdrawn,Generation Interconnection,Dominion,50.00,50.00,30.00,,Capacity,Solar,9/19/2019,10/2/2023,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-152/AF1-152_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-152/AF1-152_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-147,TC1,PHASE 1,Swamp 230 kV,,"Otter Creek Wind Farm, LLC d/b/a Aurora Solar LLC",NC,Perquimans,Withdrawn,Generation Interconnection,Dominion,150.00,150.00,90.00,,Capacity,Solar,3/13/2019,12/1/2022,,,,,1/27/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-147/AE2-147_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AE2-147/AE2-147_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-080,TC1,FINAL AGREEMENT,Chinquapin-Everetts 230 kV,Brookfield Pitt Solar,"Pitt Solar, LLC",NC,Pitt,Withdrawn,Generation Interconnection,Dominion,150.00,70.00,48.50,,Capacity,Solar,1/31/2020,6/30/2022,,,,,1/20/2026,1/15/2026,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-080/AF2-080_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-080/AF2-080_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-080/AF2-080_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-080/AF2-080_imp_FINAL.htm,Posted,,Not Started,,Not Started,,,,,,
AG2-522,TC2,PHASE 2,Five Forks DP - Littleton DP 115 kV,,"Horizon Solar East, LLC",NC,Warren,Active,Generation Interconnection,Dominion,80.00,80.00,48.00,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-522/AG2-522_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-522/AG2-522_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-121,TC2,PHASE 2,Mackeys 230 kV,,"Albemarle Beach Solar, LLC",NC,Washington,Active,Generation Interconnection,Dominion,140.00,0.00,0.00,,Energy,Storage,1/29/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-121/AG2-121_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-121/AG2-121_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-047,TC1,PHASE 1,Creswell-Riders Creek 115 kV,,"Creswell HWY 64 Solar, LLC",NC,Washington,Withdrawn,Generation Interconnection,Dominion,150.00,150.00,99.80,,Capacity,Solar,12/19/2019,6/1/2022,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-047/AF2-047_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-035,TC2,Decision Point 1,Plymouth 34.5 kV,,"Park Solar, LLC",NC,Washington,Withdrawn,Generation Interconnection,Dominion,20.00,20.00,13.50,0.00,CAPACITY_RESOURCE,Solar,6/14/2021,12/31/2029,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-035/AH1-035_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
