Project ID,Cycle,Stage,Name,Commercial Name,Developer,State,County,Status,Project Type,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Fuel,Submitted Date,Requested In-Service Date,Actual In-Service Date,Commercial Operation Milestone,Backfeed Date,Test Energy Date,Last Updated,Withdrawn Date,Withdrawn Remarks,Phase 1 SIS Report,Phase 1 SIS Report Status,Phase 2 SIS Report,Phase 2 SIS Report Status,Phase 3 SIS Report,Phase 3 SIS Report Status,Final SIS Report,Final SIS Report Status,EPA/GIA/WMPA Report,EPA/GIA/WMPA Report Status,CSA/USCA Report,CSA/USCA Report Status,Transmission Type,Rights (MW),TSR ID,TSR Start Date,TSR End Date,LTF MW
AG1-120,TC1,PHASE 2,Glidden-Cherry Valley 138 kV,,"Leeward Renewable Energy Development, LLC",IL,DeKalb,Withdrawn,Generation Interconnection,ComEd,118.60,118.60,71.16,,Capacity,Solar,8/31/2020,12/29/2023,,,,,1/27/2025,1/22/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-120/AG1-120_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-120/AG1-120_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-423,TC1,PHASE 1,Byron-Wayne 345 kV,,"Leeward Renewable Energy Development, LLC",IL,DeKalb,Withdrawn,Generation Interconnection,ComEd,200.00,200.00,120.00,,Capacity,Solar,9/30/2020,12/29/2023,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-423/AG1-423_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-107,TC1,PHASE 1,Haumesser Road 138 kV,,DK Solar LLC,IL,DeKalb,Withdrawn,Generation Interconnection,ComEd,90.00,90.00,54.00,,Capacity,Solar,2/28/2019,12/31/2022,,,,,6/24/2024,6/21/2024,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-107/AE2-107_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-285,TC2,Decision Point 1,Sandwich 138 kV,,Somonauk Solar LLC,IL,DeKalb,Withdrawn,Generation Interconnection,ComEd,86.00,86.00,11.18,0.00,CAPACITY_RESOURCE,Solar,9/9/2021,12/31/2029,,,,,10/22/2025,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-285/AH1-285_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-541,TC2,PHASE 2,Chestnut 345 kV,,"Golden Harvest Energy, LLC",IL,DeWitt,Active,Generation Interconnection,ComEd,92.40,92.40,27.72,,Capacity,"Solar,Storage,Hybrid",9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-541/AH1-541_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-541/AH1-541_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-524,TC2,PHASE 2,LaSalle Station - Mazon 138  kV,,"Hog Run Solar, LLC",IL,Grundy,Active,Generation Interconnection,ComEd,110.00,110.00,110.00,,Capacity,"Solar,Storage,Hybrid",3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-524/AG2-524_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-524/AG2-524_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-585,TC2,PHASE 2,Kensignton 138kV,,"Grand Marsh Solar 2, LLC",IL,Kankakee,Active,Generation Interconnection,ComEd,55.00,55.00,33.00,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-585/AG2-585_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-585/AG2-585_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-095,TC1,FINAL AGREEMENT,Davis Creek 138 kV,Kankakee Solar,"AEUG Kankakee Solar, LLC",IL,Kankakee,EP,Generation Interconnection,ComEd,144.00,144.00,86.40,,Capacity,Solar,2/13/2020,3/31/2031,,3/31/2031,12/31/2030,1/14/2031,2/23/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-095/AF2-095_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-095/AF2-095_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-095/AF2-095_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-095/AF2-095_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_095_gia.pdf,Posted,,Not Started,,,,,,
AF2-350,TC1,FINAL AGREEMENT,Kensington 138 kV,Grand Marsh Solar,"Deriva Energy Solar, LLC",IL,Kankakee,EP,Generation Interconnection,ComEd,100.00,100.00,60.00,,Capacity,Solar,3/31/2020,6/30/2029,,6/30/2029,3/31/2029,5/15/2029,2/23/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-350/AF2-350_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-350/AF2-350_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-350/AF2-350_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-350/AF2-350_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_350_gia.pdf,Posted,,Not Started,,,,,,
AF2-351,TC1,PHASE 1,Kensington 138 kV,,"Deriva Energy Solar, LLC",IL,Kankakee,Withdrawn,Generation Interconnection,ComEd,120.00,20.00,8.00,,Capacity,Storage,3/31/2020,12/1/2023,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-351/AF2-351_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-329,TC1,PHASE 2,Sandwich-Plano 138 kV,,"Plano Skies Energy Center, LLC",IL,Kendall,Withdrawn,Generation Interconnection,ComEd,292.20,42.20,42.20,,Capacity,Storage,3/30/2020,12/1/2023,,,,,1/27/2025,1/22/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-329/AF2-329_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-329/AF2-329_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-034,TC1,PHASE 2,Kendall 345kV,,Kendall Solar BESS LLC,IL,Kendall,Withdrawn,Generation Interconnection,ComEd,1238.80,20.00,10.80,,Capacity,"Solar,Storage,Hybrid",10/28/2019,6/1/2021,,,,,1/27/2025,1/22/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-034/AF2-034_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-034/AF2-034_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AE2-341,TC1,FINAL AGREEMENT,Sandwich-Plano 138 kV,Plano Skies Energy Center,"Plano Skies Energy Center, LLC",IL,Kendall,EP,Generation Interconnection,ComEd,150.00,150.00,100.60,,Capacity,Solar,3/31/2019,5/30/2030,,5/30/2030,,,3/25/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AE2-341/AE2-341_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AE2-341/AE2-341_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AE2-341/AE2-341_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AE2-341/AE2-341_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/ae2_341_gia.pdf,Posted,,Not Started,,,,,,
AF1-030,TC1,FINAL AGREEMENT,Sandwich-Plano 138 kV,Plano Skies Energy Center,"Plano Skies Energy Center, LLC",IL,Kendall,EP,Generation Interconnection,ComEd,250.00,100.00,66.90,,Capacity,Solar,5/17/2019,5/30/2030,,5/30/2030,,,3/25/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-030/AF1-030_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-030/AF1-030_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-030/AF1-030_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-030/AF1-030_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_030_gia.pdf,Posted,,Not Started,,,,,,
AF1-200,TC1,PHASE 2,Plano 345 kV,,"SOO Green HVDC Link ProjectCo, LLC",IL,Kendall,Withdrawn,Merchant Transmission,ComEd,2100.00,2100.00,2035.00,,Capacity,Not Specified,9/25/2019,1/31/2025,,,,,1/27/2025,1/22/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-200/AF1-200_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-200/AF1-200_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,DC,2035 F/NFTIR/2100 NF/TWR,,,,
AG2-453,TC2,PHASE 2,Lasalle - Plano 345 kV,,"FOX VALLEY ENERGY FACILITY, LLC",IL,Kendall,Active,Generation Interconnection,ComEd,280.00,280.00,196.00,,Capacity,Solar,3/30/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-453/AG2-453_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-453/AG2-453_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-045,TC2,APPLICATION REVIEW,Zion Energy Center 345 kV ,,Zion Energy LLC,IL,Lake,Withdrawn,Generation Interconnection,ComEd,658.00,23.00,13.80,,Capacity,Solar,7/1/2021,6/1/2023,,,,,2/28/2025,2/27/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-714,TC2,PHASE 2,Lasalle 345 kV,,"Constellation Energy Generation, LLC",IL,Lasalle,Active,Generation Interconnection,ComEd,1360.00,169.00,174.10,,Capacity,Nuclear,4/9/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-714/AH1-714_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-714/AH1-714_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-061,TC2,PHASE 2,Dana 345 kV,,Aurora Solar LLC,IL,Lasalle,Active,Generation Interconnection,ComEd,200.00,50.00,20.00,,Capacity,Storage,12/11/2020,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-061/AG2-061_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-061/AG2-061_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-128,TC1,DP1,Crescent Ridge-Corbin 138 kV,,UKA Green Power LLC,IL,Lasalle,Withdrawn,Generation Interconnection,ComEd,79.50,79.50,13.99,,Capacity,Wind,2/28/2020,8/26/2024,,,,,7/15/2024,6/25/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-128/AF2-128_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-142,TC1,FINAL AGREEMENT,Nevada 345 kV,Otter Creek Solar,Aurora Solar LLC,IL,Lasalle,EP,Generation Interconnection,ComEd,150.00,150.00,90.00,,Capacity,Solar,3/12/2020,5/28/2029,,5/28/2029,2/27/2029,3/13/2029,3/9/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-142/AF2-142_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-142/AF2-142_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-142/AF2-142_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-142/AF2-142_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_142_gia.pdf,Posted,,Not Started,,,,,,
AF2-143,TC1,FINAL AGREEMENT,Powerton-Nevada 345 kV,Osagrove Flats Solar,Aurora Solar LLC,IL,Lasalle,EP,Generation Interconnection,ComEd,150.00,150.00,90.00,,Capacity,Solar,3/12/2020,5/28/2029,,5/28/2029,2/27/2029,3/13/2029,3/9/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-143/AF2-143_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-143/AF2-143_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-143/AF2-143_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-143/AF2-143_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_143_gia.pdf,Posted,,Not Started,,,,,,
AF2-319,TC1,FINAL AGREEMENT,Katydid Road 345 kV,Top Crop Generating Facility,"Blackstone Wind Farm, LLC",IL,Lasalle,EP,Generation Interconnection,ComEd,400.00,50.00,20.00,,Capacity,Storage,3/30/2020,3/31/2029,,3/31/2029,,,2/6/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-319/AF2-319_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-319/AF2-319_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-319/AF2-319_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-319/AF2-319_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_319_gia.pdf,Posted,,Not Started,,,,,,
AF2-226,TC1,FINAL AGREEMENT,Katydid Road 345 kV,Top Crop Generating Facility,"Blackstone Wind Farm, LLC",IL,Lasalle,EP,Generation Interconnection,ComEd,350.00,50.00,20.00,,Capacity,Storage,3/26/2020,3/31/2029,,3/31/2029,,,2/6/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-226/AF2-226_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-226/AF2-226_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-226/AF2-226_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-226/AF2-226_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_226_gia.pdf,Posted,,Not Started,,,,,,
AF2-182,TC1,FINAL AGREEMENT,Nelson-Lee County 345 kV II,South Dixon Solar,"Deriva Energy Solar, LLC",IL,Lee,EP,Generation Interconnection,,500.00,300.00,0.00,,Energy,Solar,3/21/2020,12/31/2029,,12/31/2029,9/30/2029,10/15/2029,5/18/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-182/AF2-182_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-182/AF2-182_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-182/AF2-182_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-182/AF2-182_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_182_gia.pdf,Posted,,Not Started,,,,,,
AF2-183,TC1,PHASE 1,Nelson-Lee County 345 kV,,"Deriva Energy Solar, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,600.00,80.00,32.00,,Capacity,Storage,3/20/2020,12/1/2022,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-183/AF2-183_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-392,TC1,PHASE 3,Nelson-Dixon 138 kV,Bison Meadows Wind Project,"Bison Meadows Wind Project, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,199.00,199.00,35.20,,Capacity,Wind,3/31/2020,9/1/2024,,,,,11/4/2025,11/3/2025,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-392/AF2-392_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-392/AF2-392_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-392/AF2-392_imp_PHASE_3.htm,Posted,,Not Started,,Not Started,,Not Started,,,,,,
AF2-199,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,Steward Creek Solar,"Steward Creek Solar, LLC",IL,Lee,EP,Generation Interconnection,ComEd,400.00,100.00,60.00,,Capacity,Solar,3/24/2020,3/31/2031,,3/31/2031,5/15/2029,1/30/2031,5/20/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-199/AF2-199_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-199/AF2-199_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-199/AF2-199_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-199/AF2-199_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_199_gia.pdf,Posted,,Not Started,,,,,,
AF2-200,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,Steward Creek Solar,"Steward Creek Solar, LLC",IL,Lee,EP,Generation Interconnection,ComEd,600.00,200.00,120.00,,Capacity,Solar,3/24/2020,3/31/2031,,3/31/2031,5/15/2029,1/30/2031,5/20/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-200/AF2-200_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-200/AF2-200_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-200/AF2-200_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-200/AF2-200_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_200_gia.pdf,Posted,,Not Started,,,,,,
AF2-041,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,Steward Creek Solar,"Steward Creek Solar, LLC",IL,Lee,EP,Generation Interconnection,ComEd,300.00,300.00,180.00,,Capacity,Solar,12/9/2019,3/31/2031,,3/31/2031,5/15/2029,1/30/2031,5/20/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-041/AF2-041_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-041/AF2-041_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF2-041/AF2-041_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF2-041/AF2-041_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_041_gia.pdf,Posted,,Not Started,,,,,,
AF1-280,TC1,FINAL AGREEMENT,Nelson-Lee County,South Dixon Solar,"Deriva Energy Solar, LLC",IL,Lee,EP,Generation Interconnection,ComEd,200.00,200.00,0.00,,Energy,Solar,9/10/2019,12/31/2029,,12/31/2029,9/30/2029,10/15/2029,5/18/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-280/AF1-280_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-280/AF1-280_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-280/AF1-280_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-280/AF1-280_imp_FINAL.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af1_280_gia.pdf,Posted,,Not Started,,,,,,
AF1-281,TC1,PHASE 1,Nelson-Lee County,,"Deriva Energy Solar, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,220.00,20.00,3.00,,Capacity,Storage,9/10/2019,12/1/2022,,,,,6/27/2024,6/24/2024,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-281/AF1-281_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-434,TC1,DP2,Electric Junction-Nelson 345 kV,,"RWE Renewables Development, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,175.00,175.00,35.20,,Capacity,Wind,9/30/2020,12/31/2023,,,,,9/22/2025,1/22/2025,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-434/AG1-434_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AG1-434/AG1-434_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-371,TC1,PHASE 1,Nelson-Electric Junction 345 kV,,"Steward Creek Solar, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,600.00,0.00,30.00,,Capacity,Storage,9/30/2020,11/1/2024,,,,,6/24/2024,6/21/2024,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-371/AG1-371_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG1-373,TC1,PHASE 1,Nelson-Electric Junction 345 kV,,"Steward Creek Solar, LLC",IL,Lee,Withdrawn,Generation Interconnection,ComEd,600.00,0.00,10.00,,Capacity,Storage,9/30/2020,11/1/2024,,,,,6/24/2024,6/21/2024,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AG1-373/AG1-373_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-718,TC2,PHASE 2,Nelson 345 kV,,Invenergy Nelson Expansion LLC,IL,Lee,Active,Generation Interconnection,ComEd,391.00,11.00,38.00,,Capacity,Natural Gas,4/7/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-718/AH1-718_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-718/AH1-718_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-700,TC2,RRI APPLICATION REVIEW,,,Invenergy Nelson LLC,IL,Lee,Withdrawn,Generation Interconnection,ComEd,664.00,55.00,37.00,,Capacity,Natural Gas,,5/29/2028,,,,,5/5/2025,4/14/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-660,TC2,PHASE 2,Nelson-Electric Junction 345 kV,,"Steward Creek Solar, LLC",IL,Lee,Active,Generation Interconnection,ComEd,600.00,0.00,20.00,,Capacity,Storage,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-660/AG2-660_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-660/AG2-660_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-044,TC2,PHASE 2,Nelson - Electric Junction 345 kV,,"Steward Creek Solar, LLC",IL,Lee,Active,Generation Interconnection,ComEd,800.00,200.00,120.00,,Capacity,Solar,6/30/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-044/AH1-044_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-044/AH1-044_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-150,TC2,PHASE 2,Nelson-Electric Junction 345 kV,,"Steward Creek Solar, LLC",IL,Lee,Active,Generation Interconnection,ComEd,1000.00,200.00,120.00,,Capacity,Solar,8/28/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-150/AH1-150_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-150/AH1-150_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
