Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type
AH1-563,PJM,2021-09-11,Active,,2029-06-01,TC2,PHASE 2,Aurora E.C. 138kV,ComEd,150.00,Storage
AG2-344,PJM,2021-03-26,Withdrawn,2025-12-02,2028-12-31,TC2,Decision Point 1,Dequine 345 bkV,AEP,78.00,Storage
AH1-570,PJM,2021-09-10,Active,,,TC2,PHASE 2,Millersburg 69 kV,EKPC,15.60,Solar
AH1-571,PJM,2021-09-10,Active,,,TC2,PHASE 2,Millersburg 69 kV,EKPC,12.50,Solar
AH1-617,PJM,2021-09-10,Active,,2028-12-31,TC2,PHASE 2,Harbert Metering 138 kV,AEP,120.00,Solar
AH1-644,PJM,2021-09-15,Withdrawn,2025-12-01,2030-06-01,TC2,Decision Point 1,Spicewood Metering 138 kV,AEP,65.00,Solar
AH1-427,PJM,2021-09-10,Withdrawn,2025-11-26,2028-04-01,TC2,Decision Point 1,Tommy Gooch - Garrard County 69 kV,EKPC,60.00,Solar
AH1-136,PJM,2021-08-25,Withdrawn,2025-12-02,2026-12-01,TC2,Decision Point 1,Falcon - Middle Creek 46 kV,AEP,12.00,Solar
AH1-163,PJM,2021-09-01,Withdrawn,2025-01-28,2025-07-31,TC2,APPLICATION REVIEW,Millersburg 69 kV,EKPC,60.00,Solar
AH1-721,PJM,2025-04-02,Active,,,TC2,PHASE 2,Laurel-Cooper 161 kV,EKPC,758.95,Thermal
AH1-749,PJM,,Withdrawn,2025-05-02,2028-12-12,TC2,RRI APPLICATION REVIEW,,EKPC,216.00,Thermal
AH1-189,PJM,2021-08-31,Withdrawn,2025-07-03,2025-06-01,TC2,PHASE 1,Hopkins 138 kV,AEP,84.00,Solar
AG2-466,PJM,2021-03-30,Withdrawn,2025-07-03,2024-06-30,TC2,PHASE 1,Culloden - Wyoming 765 kV,AEP,198.00,Solar
AG2-509,PJM,2021-03-31,Withdrawn,2025-03-04,2024-06-01,TC2,APPLICATION REVIEW,Robinson 69 kV,AEP,36.30,Hybrid
AG2-568,PJM,2021-03-31,Active,,,TC2,PHASE 2,Stink Run - Sundial 138 kV,AEP,48.00,Solar
AG2-447,PJM,2021-03-30,Active,,,TC2,PHASE 2,Cedar Creek 138 kV VII,DPL,12.00,Solar
AH1-761,PJM,,Withdrawn,2025-05-02,2029-04-30,TC2,RRI APPLICATION REVIEW,,DPL,71.00,Storage
AH1-760,PJM,,Withdrawn,2025-05-02,2028-10-31,TC2,RRI APPLICATION REVIEW,,DPL,31.00,Storage
AH1-027,PJM,2021-05-20,Withdrawn,2025-12-01,2027-05-01,TC2,Decision Point 1,Cartanza 230 kV,DPL,15.00,Solar
AG1-497,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-30,TC1,PHASE 2,Cartanza 230 kV,DPL,84.00,Hybrid
AG1-061,PJM,2020-07-29,Withdrawn,2024-06-25,2021-12-31,TC1,PHASE 1,Laurel-Sharptown 69 kV,DPL,65.58,Solar
AF2-193,PJM,2020-03-23,Withdrawn,2024-06-21,2026-10-31,TC1,PHASE 1,Indian River 230 kV I,DPL,119.00,Wind
AF2-194,PJM,2020-03-23,Withdrawn,2024-06-21,2026-10-31,TC1,PHASE 1,Indian River 230 kV II,DPL,119.00,Wind
AG2-347,PJM,2021-03-26,Withdrawn,2025-11-21,2030-12-31,TC2,Decision Point 1,Indian River 230 kV II,DPL,121.20,Wind
AG2-348,PJM,2021-03-26,Withdrawn,2025-02-25,2025-08-31,TC2,APPLICATION REVIEW,Indian River 230 kV II,DPL,242.30,Wind
AH1-672,PJM,2020-09-30,Active,,,TC2,PHASE 2,Farmview 138 kV,DPL,48.90,Solar
AH1-634,PJM,2021-09-13,Withdrawn,2025-11-21,2027-12-31,TC2,Decision Point 1,Indian River 230kV I,DPL,17.70,Wind
AH1-584,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Nelson-Indian River 138kV,DPL,30.00,Solar
AH1-585,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Nelson-Indian River 138kV,DPL,30.00,Solar
AH1-586,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Nelson-Indian River 138kV,DPL,45.00,Storage
AF2-393,PJM,2020-03-31,Withdrawn,2025-01-22,2024-09-01,TC1,PHASE 2,Nelson-Dixon 138 kV,ComEd,55.00,Storage
AF2-394,PJM,2020-03-31,Withdrawn,2025-01-22,2024-09-01,TC1,PHASE 2,Nelson-Dixon 138 kV,ComEd,40.00,Storage
AH1-047,PJM,2021-07-06,Withdrawn,2025-12-03,2028-12-12,TC2,Decision Point 1,Marengo - Belvidere 138 kV,ComEd,37.00,Solar
AG1-121,PJM,2020-08-31,Withdrawn,2024-06-24,2024-12-31,TC1,PHASE 1,Kewanee-Streator 138 kV,ComEd,51.90,Wind
AG1-435,PJM,2020-09-30,Withdrawn,2025-02-21,2023-12-31,TC1,DP2,Kewanee-Hennepin 138 kV,ComEd,35.20,Wind
AG1-460,PJM,2020-09-30,Done,,2030-12-15,TC1,FINAL AGREEMENT,Kincaid-Pana 345 kV,ComEd,12.00,Storage
AE2-261,PJM,2019-03-28,Done,,2030-12-15,TC1,FINAL AGREEMENT,Kincaid-Pana 345 kV,ComEd,179.40,Solar
AF1-252,PJM,2019-09-30,Withdrawn,2024-06-24,2022-09-01,TC1,PHASE 1,Kincaid-Pana,ComEd,62.40,Storage
AF1-253,PJM,2019-09-30,Withdrawn,2024-06-24,2022-09-01,TC1,PHASE 1,Kincaid-Pana,ComEd,43.20,Storage
AF2-441,PJM,2020-03-31,Done,,2030-05-31,TC1,FINAL AGREEMENT,Burnham 138kV,ComEd,80.00,Storage
AG1-298,PJM,2020-09-29,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Calumet-Burnham 345 kV,ComEd,500.00,Storage
AH1-673,PJM,2020-09-30,Active,,,TC2,PHASE 2,State Line - River Energy Center 138 kV,ComEd,85.00,Storage
AG2-575,PJM,2021-03-31,Withdrawn,2025-12-04,2029-05-11,TC2,Decision Point 1,Crego Rd. 138 kV,ComEd,80.00,Hybrid
AG1-127,PJM,2020-08-31,Done,,2028-05-31,TC1,FINAL AGREEMENT,Crego Rd 138 kV,ComEd,57.10,Solar
AG1-118,PJM,2020-08-31,Done,,2030-03-21,TC1,FINAL AGREEMENT,Sugar Grove-Waterman 138kV,ComEd,180.00,Solar
AG1-119,PJM,2020-08-31,Withdrawn,2024-06-24,2023-12-29,TC1,PHASE 1,Wayne-Byron 345 kV,ComEd,180.00,Solar
AG1-120,PJM,2020-08-31,Withdrawn,2025-01-22,2023-12-29,TC1,PHASE 2,Glidden-Cherry Valley 138 kV,ComEd,71.16,Solar
AG1-423,PJM,2020-09-30,Withdrawn,2024-06-24,2023-12-29,TC1,PHASE 1,Byron-Wayne 345 kV,ComEd,120.00,Solar
AE2-107,PJM,2019-02-28,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 1,Haumesser Road 138 kV,ComEd,54.00,Solar
AH1-285,PJM,2021-09-09,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Sandwich 138 kV,ComEd,11.18,Solar
AH1-541,PJM,2021-09-10,Active,,,TC2,PHASE 2,Chestnut 345 kV,ComEd,27.72,Hybrid
AG2-524,PJM,2021-03-31,Active,,,TC2,PHASE 2,LaSalle Station - Mazon 138  kV,ComEd,110.00,Hybrid
AG2-585,PJM,2021-03-31,Active,,,TC2,PHASE 2,Kensignton 138kV,ComEd,33.00,Solar
AF2-095,PJM,2020-02-13,Done,,2031-03-31,TC1,FINAL AGREEMENT,Davis Creek 138 kV,ComEd,86.40,Solar
AF2-350,PJM,2020-03-31,Done,,2029-06-30,TC1,FINAL AGREEMENT,Kensington 138 kV,ComEd,60.00,Solar
AF2-351,PJM,2020-03-31,Withdrawn,2024-06-24,2023-12-01,TC1,PHASE 1,Kensington 138 kV,ComEd,8.00,Storage
AF2-329,PJM,2020-03-30,Withdrawn,2025-01-22,2023-12-01,TC1,PHASE 2,Sandwich-Plano 138 kV,ComEd,42.20,Storage
AF2-034,PJM,2019-10-28,Withdrawn,2025-01-22,2021-06-01,TC1,PHASE 2,Kendall 345kV,ComEd,10.80,Hybrid
AE2-341,PJM,2019-03-31,Done,,2030-05-30,TC1,FINAL AGREEMENT,Sandwich-Plano 138 kV,ComEd,100.60,Solar
AF1-030,PJM,2019-05-17,Done,,2030-05-30,TC1,FINAL AGREEMENT,Sandwich-Plano 138 kV,ComEd,66.90,Solar
AF1-200,PJM,2019-09-25,Withdrawn,2025-01-22,2025-01-31,TC1,PHASE 2,Plano 345 kV,ComEd,2035.00,Unknown
AG2-453,PJM,2021-03-30,Active,,,TC2,PHASE 2,Lasalle - Plano 345 kV,ComEd,196.00,Solar
AH1-045,PJM,2021-07-01,Withdrawn,2025-02-27,2023-06-01,TC2,APPLICATION REVIEW,Zion Energy Center 345 kV ,ComEd,13.80,Solar
AH1-714,PJM,2025-04-09,Active,,,TC2,PHASE 2,Lasalle 345 kV,ComEd,174.10,Nuclear
AG2-061,PJM,2020-12-11,Active,,,TC2,PHASE 2,Dana 345 kV,ComEd,20.00,Storage
AF2-128,PJM,2020-02-28,Withdrawn,2024-06-25,2024-08-26,TC1,DP1,Crescent Ridge-Corbin 138 kV,ComEd,13.99,Wind
AF2-142,PJM,2020-03-12,Done,,2029-05-28,TC1,FINAL AGREEMENT,Nevada 345 kV,ComEd,90.00,Solar
AF2-143,PJM,2020-03-12,Done,,2029-05-28,TC1,FINAL AGREEMENT,Powerton-Nevada 345 kV,ComEd,90.00,Solar
AF2-319,PJM,2020-03-30,Done,,2029-03-31,TC1,FINAL AGREEMENT,Katydid Road 345 kV,ComEd,20.00,Storage
AF2-226,PJM,2020-03-26,Done,,2029-03-31,TC1,FINAL AGREEMENT,Katydid Road 345 kV,ComEd,20.00,Storage
AF2-183,PJM,2020-03-20,Withdrawn,2024-06-24,2022-12-01,TC1,PHASE 1,Nelson-Lee County 345 kV,ComEd,32.00,Storage
AF2-392,PJM,2020-03-31,Withdrawn,2025-11-03,2024-09-01,TC1,PHASE 3,Nelson-Dixon 138 kV,ComEd,35.20,Wind
AF2-199,PJM,2020-03-24,Done,,2031-03-31,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,ComEd,60.00,Solar
AF2-200,PJM,2020-03-24,Done,,2031-03-31,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,ComEd,120.00,Solar
AF2-041,PJM,2019-12-09,Done,,2031-03-31,TC1,FINAL AGREEMENT,Nelson-Electric Junction 345 kV,ComEd,180.00,Solar
AG1-434,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,DP2,Electric Junction-Nelson 345 kV,ComEd,35.20,Wind
AG1-371,PJM,2020-09-30,Withdrawn,2024-06-21,2024-11-01,TC1,PHASE 1,Nelson-Electric Junction 345 kV,ComEd,30.00,Storage
AG1-373,PJM,2020-09-30,Withdrawn,2024-06-21,2024-11-01,TC1,PHASE 1,Nelson-Electric Junction 345 kV,ComEd,10.00,Storage
AH1-718,PJM,2025-04-07,Active,,,TC2,PHASE 2,Nelson 345 kV,ComEd,38.00,Thermal
AH1-700,PJM,,Withdrawn,2025-04-14,2028-05-29,TC2,RRI APPLICATION REVIEW,,ComEd,37.00,Thermal
AG2-660,PJM,2021-03-31,Active,,,TC2,PHASE 2,Nelson-Electric Junction 345 kV,ComEd,20.00,Storage
AH1-044,PJM,2021-06-30,Active,,,TC2,PHASE 2,Nelson - Electric Junction 345 kV,ComEd,120.00,Solar
AH1-150,PJM,2021-08-28,Active,,,TC2,PHASE 2,Nelson-Electric Junction 345 kV,ComEd,120.00,Solar
AH1-151,PJM,2021-08-27,Active,,,TC2,PHASE 2,Nelson-Electric Junction 345 kV,ComEd,120.00,Solar
AH1-338,PJM,2021-09-10,Active,,,TC2,PHASE 2,New Sub S2354 138kV,ComEd,23.40,Solar
AH1-543,PJM,2021-09-11,Active,,,TC2,PHASE 2,Mulberry - Tazewell 345 kV,ComEd,31.48,Hybrid
AH1-755,PJM,,Withdrawn,2025-05-02,2029-12-01,TC2,RRI APPLICATION REVIEW,,ComEd,330.00,Hybrid
AG1-321,PJM,2020-09-30,Withdrawn,2024-06-21,2023-10-01,TC1,PHASE 1,Dresden-Pontiac Midpoint 345 kV,ComEd,126.40,Solar
AE1-172,PJM,2018-09-25,Withdrawn,2026-02-09,2021-10-01,TC1,PHASE 1,Loretto-Wilton Center,ComEd,44.88,Wind
AG2-114,PJM,2021-01-29,Active,,,TC2,PHASE 2,Dresden-Pontiac Midpoint 345 kV,ComEd,60.00,Solar
AG2-467,PJM,2021-03-31,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Beason 345 kV ,ComEd,69.00,Solar
AG1-236,PJM,2020-09-25,Withdrawn,2025-11-03,2024-12-31,TC1,PHASE 3,Lanesville-Brokaw 345 kV,ComEd,23.40,Wind
AH1-296,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Beason 345 kV ,ComEd,60.00,Storage
AH1-196,PJM,2021-09-02,Active,,,TC2,PHASE 2,Silver Lake - Cherry Valley 345 kV,ComEd,90.00,Solar
AF1-048,PJM,2019-06-28,Withdrawn,2025-01-22,2023-12-01,TC1,PHASE 2,Belvidere-Marengo,ComEd,31.32,Storage
AE2-321,PJM,2019-03-30,Withdrawn,2025-11-03,2021-12-01,TC1,PHASE 3,Belvidere-Marengo 138 kV,ComEd,67.00,Solar
AG2-544,PJM,2021-03-31,Active,,,TC2,PHASE 2,Silver Lake 345 kV,ComEd,80.00,Storage
AG2-545,PJM,2021-03-31,Active,,,TC2,PHASE 2,Silver Lake 345 kV,ComEd,160.00,Storage
AF2-225,PJM,2020-03-26,Done,,2029-12-31,TC1,FINAL AGREEMENT,McLean 345 kV,ComEd,63.00,Solar
AE2-223,PJM,2019-03-22,Done,,2029-12-31,TC1,FINAL AGREEMENT,McLean 345 kV,ComEd,19.50,Wind
AE2-173,PJM,2019-03-18,Withdrawn,2025-11-03,2022-12-31,TC1,PHASE 3,McLean 345 kV,ComEd,50.00,Storage
AG1-374,PJM,2020-09-30,Done,,2030-02-28,TC1,FINAL AGREEMENT,Blue Mound 345 kV,ComEd,180.00,Solar
AG1-399,PJM,2020-09-30,Withdrawn,2024-06-24,2024-09-24,TC1,PHASE 1,Blue Mound-Chestnut 345 kV,ComEd,52.80,Wind
AG1-400,PJM,2020-09-30,Withdrawn,2024-06-24,2024-09-24,TC1,PHASE 1,Blue Mound-Chestnut 345 kV,ComEd,150.00,Storage
AH1-670,PJM,2020-09-30,Withdrawn,2025-12-03,2029-12-31,TC2,Decision Point 1,Blue Mound-Chestnut 345 kV,ComEd,49.60,Wind
AG1-402,PJM,2020-09-30,Withdrawn,2024-06-24,2024-09-24,TC1,PHASE 1,Blue Mound-Chestnut 345 kV,ComEd,150.00,Storage
AG1-404,PJM,2020-09-30,Withdrawn,2024-06-24,2024-09-24,TC1,PHASE 1,Blue Mound-Chestnut 345 kV,ComEd,100.00,Storage
AH1-294,PJM,2021-09-11,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Mclean 345 kV ,ComEd,60.00,Solar
AH1-295,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Brokaw to Mt Pulaski 345 kV,ComEd,22.88,Wind
AH1-146,PJM,2021-08-26,Withdrawn,2025-11-21,2029-10-31,TC2,Decision Point 1,White Rock - Wayne 345 kV,ComEd,120.00,Solar
AH1-147,PJM,2021-08-27,Withdrawn,2025-11-21,2029-10-31,TC2,Decision Point 1,White Rock - Wayne 345 kV,ComEd,120.00,Solar
AH1-148,PJM,2021-08-26,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,White Rock - Wayne 345 kV  ,ComEd,120.00,Solar
AH1-540,PJM,2021-09-10,Withdrawn,2025-07-03,2025-03-01,TC2,PHASE 1,Byron to Wayne 345 kV,ComEd,33.00,Hybrid
AH1-341,PJM,2021-09-10,Active,2026-01-13,,TC2,PHASE 2,ESS-H445 3B 138kv,ComEd,96.60,Solar
AH1-702,PJM,2025-04-07,Active,,,TC2,PHASE 2,Byron 345 kV,ComEd,43.00,Nuclear
AE1-114,PJM,2018-09-13,Done,,2029-09-01,TC1,FINAL AGREEMENT,Maryland-Lancaster 138 kV,ComEd,34.00,Wind
AF1-318,PJM,2019-09-30,Withdrawn,2024-06-21,2022-09-15,TC1,PHASE 1,Crescent Ridge-Corbin,ComEd,52.79,Wind
AH1-769,PJM,,Withdrawn,2025-05-02,2028-02-15,TC2,RRI APPLICATION REVIEW,,ComEd,101.20,Hybrid
AG2-675,PJM,2021-03-31,Active,,,TC2,PHASE 2,Cordova 345 kV,ComEd,32.00,Storage
AG2-527,PJM,2021-03-31,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Kewanee-Toulon 138 kV ,ComEd,26.00,Wind
AH1-297,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Kewanee - E.D. Edwards 138 kV,ComEd,26.00,Wind
AH1-353,PJM,2021-09-10,Withdrawn,2025-07-03,2024-09-10,TC2,PHASE 1,Lena 138 kV,ComEd,12.00,Solar
AH1-354,PJM,2021-09-10,Withdrawn,2025-07-03,2024-09-10,TC2,PHASE 1,Lena 138 kV,ComEd,40.00,Storage
AF1-314,PJM,2019-09-30,Withdrawn,2025-01-22,2022-09-15,TC1,PHASE 2,Lena - Lancaster 138 kV,ComEd,37.20,Wind
AF2-201,PJM,2020-03-24,Withdrawn,2025-01-22,2023-05-31,TC1,PHASE 2,Lena - Lancaster 138 kV,ComEd,51.40,Hybrid
AG1-005,PJM,2020-04-29,Withdrawn,2025-01-22,2023-10-01,TC1,PHASE 2,Corbin-Crescent Ridge 138 kV,ComEd,120.00,Solar
AG2-363,PJM,2021-03-26,Active,,,TC2,PHASE 2,Powerton 345 kV,ComEd,180.00,Solar
AG2-364,PJM,2021-03-26,Active,,,TC2,PHASE 2,Powerton 345 kV,ComEd,120.00,Solar
AG1-462,PJM,2020-10-01,Done,,2029-09-30,TC1,FINAL AGREEMENT,Cordova 345 kV,ComEd,153.00,Solar
AF1-296,PJM,2019-09-30,Done,,2029-09-30,TC1,FINAL AGREEMENT,Garden Plain 138 kV,ComEd,33.60,Wind
AE1-070,PJM,2018-07-31,Withdrawn,2025-01-22,2020-12-31,TC1,PHASE 2,Elwood 345 kV,ComEd,135.00,Thermal
AF2-096,PJM,2020-02-12,Withdrawn,2025-01-22,2022-05-31,TC1,PHASE 2,Braidwood-East Frankfort 345 kV,ComEd,180.00,Solar
AG2-357,PJM,2021-03-26,Withdrawn,2025-07-03,2024-11-15,TC2,PHASE 1,Wilton 345 kV ,ComEd,250.00,Storage
AH1-560,PJM,2021-09-10,Withdrawn,2025-06-30,2025-06-01,TC2,PHASE 1,University Park 138 kV,ComEd,150.00,Storage
AH1-567,PJM,2021-09-10,Active,,2025-11-27,TC2,PHASE 2,University Park 138 kV,ComEd,5.00,Thermal
AH1-698,PJM,2025-04-08,Active,,,TC2,PHASE 2,Braidwood 345 kV,ComEd,57.60,Nuclear
AH1-762,PJM,,Withdrawn,2025-05-02,2028-05-31,TC2,RRI APPLICATION REVIEW,,ComEd,225.00,Storage
AH1-763,PJM,,Withdrawn,2025-05-02,2028-05-31,TC2,RRI APPLICATION REVIEW,,ComEd,100.00,Storage
AH1-234,PJM,2021-09-10,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Wempletown 345 kV,ComEd,29.12,Solar
AH1-564,PJM,2021-09-10,Active,,2029-06-01,TC2,PHASE 2,Rockford II 138 kV,ComEd,150.00,Storage
AG2-516,PJM,2021-03-31,Active,,,TC2,PHASE 2,Pecatonica 138kV,ComEd,72.00,Solar
AG1-379,PJM,2020-09-30,Withdrawn,2024-06-24,2023-08-31,TC1,PHASE 1,Minonk 345 kV,ComEd,137.20,Solar
AH1-361,PJM,2021-09-10,Withdrawn,2025-03-12,2024-09-10,TC2,APPLICATION REVIEW,Minonk 345 kV,ComEd,50.00,Storage
AG1-225,PJM,2020-09-24,Withdrawn,2024-06-21,2023-12-01,TC1,PHASE 1,Adams 138 kV,AEP,207.00,Solar
AG1-424,PJM,2020-09-30,Withdrawn,2024-06-24,2023-12-29,TC1,PHASE 1,Sowers 138 kV,AEP,60.00,Solar
AG2-370,PJM,2021-03-26,Active,,,TC2,PHASE 2,Tillman 138 kV,AEP,20.00,Storage
AG2-400,PJM,2021-03-30,Withdrawn,2025-11-11,2029-05-01,TC2,Decision Point 1,Allen 345 kV,AEP,60.00,Solar
AG2-402,PJM,2021-03-30,Withdrawn,2025-11-11,2029-05-01,TC2,Decision Point 1,Allen 345 kV,AEP,20.00,Storage
AG2-408,PJM,2021-03-30,Withdrawn,2025-11-11,2028-05-01,TC2,Decision Point 1,Allen 345 kV,AEP,18.00,Solar
AH1-549,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Allen - RP Mone 345 kV,AEP,108.00,Solar
AH1-768,PJM,,Withdrawn,2025-05-02,2029-05-29,TC2,RRI APPLICATION REVIEW,,AEP,110.00,Storage
AG1-433,PJM,2020-09-30,Done,,2029-05-31,TC1,FINAL AGREEMENT,Keystone-DeSoto 345 kV,AEP,17.60,Wind
AG1-375,PJM,2020-09-30,Withdrawn,2025-11-03,2024-10-31,TC1,PHASE 3,Sorenson-Desoto 345 kV,AEP,60.00,Solar
AF2-068,PJM,2020-01-30,Done,,2030-03-31,TC1,FINAL AGREEMENT,Jay 138 kV,AEP,90.00,Solar
AF2-177,PJM,2020-03-20,Done,,2030-09-17,TC1,FINAL AGREEMENT,Sorenson-DeSoto #2 345 kV,AEP,26.00,Wind
AF2-388,PJM,2020-03-31,Done,,2029-05-31,TC1,FINAL AGREEMENT,Keystone-Desoto 345 kV ,"AEP,OVEC",35.20,Wind
AG2-331,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,156.00,Storage
AG2-164,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,35.10,Solar
AG2-219,PJM,2021-03-09,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,42.90,Solar
AG2-085,PJM,2021-01-22,Withdrawn,2025-12-02,2027-12-31,TC2,Decision Point 1,Delaware-Royerton 138 kV,AEP,24.00,Solar
AG2-519,PJM,2021-03-31,Active,,,TC2,PHASE 2,Royerton - Desoto 138 kV,AEP,66.50,Hybrid
AF2-370,PJM,2020-03-31,Withdrawn,2025-11-04,2023-12-31,TC1,PHASE 3,Delaware-Royerton 138 kV,AEP,20.00,Storage
AF2-335,PJM,2020-03-31,Withdrawn,2025-11-04,2023-12-31,TC1,PHASE 3,Delaware-Royerton 138 kV,AEP,60.00,Solar
AF2-173,PJM,2020-03-19,Withdrawn,2025-11-03,2023-10-31,TC1,PHASE 3,Desoto 345 kV,AEP,84.00,Solar
AG1-367,PJM,2020-09-30,Withdrawn,2025-11-03,2024-10-31,TC1,PHASE 3,DeSoto 345 kV,AEP,60.00,Solar
AH1-742,PJM,,Withdrawn,2025-05-02,2029-10-30,TC2,RRI APPLICATION REVIEW,Delaware-Royerton 138 kV,AEP,20.00,Storage
AH1-307,PJM,2021-09-11,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Delaware-Van Buren 138 kV,AEP,50.00,Storage
AH1-304,PJM,2021-09-11,Active,,,TC2,PHASE 2,Delaware-Van Buren 138 kV,AEP,9.80,Solar
AG2-332,PJM,2021-03-25,Active,,,TC2,PHASE 2,East Elkhart - Elcona Tap 138 kV,AEP,100.00,Storage
AG1-224,PJM,2020-09-24,Withdrawn,2024-06-21,2023-12-01,TC1,PHASE 1,Pendleton-Tanners Creek 138 kV,AEP,126.00,Solar
AG1-226,PJM,2020-09-24,Done,,2029-03-31,TC1,FINAL AGREEMENT,Dequine-Eugene 345 kV,AEP,142.00,Solar
AG2-163,PJM,2021-02-25,Active,,,TC2,PHASE 2,Dequine-Eugene 345 kV,AEP,35.00,Solar
AG2-345,PJM,2021-03-26,Active,,,TC2,PHASE 2,Eugene - Dequine 345 kV,AEP,39.00,Storage
AG2-343,PJM,2021-03-26,Active,,,TC2,PHASE 2,Eugene - Dequine 345 kV,AEP,78.00,Storage
AG2-454,PJM,2021-03-30,Withdrawn,2025-04-06,2024-03-31,TC2,PHASE 1,Dequine - Eugene 345 kV,AEP,210.00,Solar
AG2-455,PJM,2021-03-30,Withdrawn,2025-04-06,2024-03-31,TC2,PHASE 1,Dequine - Sullivan 345 kV,AEP,196.00,Solar
AF1-221,PJM,2019-09-27,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 2,College Corner-Drewersburg 138 kV,AEP,25.20,Solar
AG2-191,PJM,2021-02-27,Active,,,TC2,PHASE 2,Mississinewa 138 kV,AEP,18.00,Hybrid
AG2-192,PJM,2021-02-27,Active,,,TC2,PHASE 2,Mississinewa 138 kV,AEP,11.40,Hybrid
AH1-306,PJM,2021-09-11,Active,,,TC2,PHASE 2,Mississinewa-Gaston 138 kV,AEP,28.80,Solar
AG2-487,PJM,2021-03-31,Active,,,TC2,PHASE 2,Madison - Tanners Creek 138 kV,AEP,10.60,Solar
AG2-084,PJM,2021-01-22,Withdrawn,2025-04-03,2023-12-31,TC2,APPLICATION REVIEW,Greentown 138 kV,AEP,40.00,Storage
AH1-291,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Rock Creek-Hummel Creek 138 kV,AEP,111.00,Solar
AH1-041,PJM,2021-06-23,Withdrawn,2025-07-03,2025-07-01,TC2,PHASE 1,Pennville 138 kV,AEP,75.00,Solar
AH1-308,PJM,2021-09-10,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Pennville - Adams 138 kV,AEP,50.00,Storage
AG1-447,PJM,2020-09-30,Done,,2027-12-01,TC1,FINAL AGREEMENT,Olive-University Park 345 kV,AEP,55.00,Storage
AG1-436,PJM,2020-09-30,Done,,2027-12-01,TC1,FINAL AGREEMENT,Olive-University Park 345 kV,AEP,75.00,Solar
AF2-407,PJM,2020-03-31,Withdrawn,2026-01-15,2022-06-01,TC1,FINAL AGREEMENT,Fall Creek 345 kV,AEP,300.00,Storage
AG2-165,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont-Greentown 765 kV,AEP,26.00,Solar
AG2-212,PJM,2021-03-08,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont-Greentown 765 kV,AEP,26.00,Solar
AG2-330,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont - Greentown 765 kV,AEP,156.00,Storage
AG2-328,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont - Greentown 765 kV,AEP,26.00,Solar
AG2-029,PJM,2020-10-23,Active,,,TC2,PHASE 2,Forest G. Hipple-Dunton Lake 345 kV,AEP,32.50,Solar
AG1-453,PJM,2020-09-30,Withdrawn,2024-06-21,2023-12-31,TC1,PHASE 1,Guardian 138 kV,AEP,84.00,Solar
AG1-454,PJM,2020-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 1,Guardian 138 kV,AEP,50.00,Storage
AH1-482,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds #2 345 kV,AEP,78.00,Storage
