Project ID,ISO,Status,Queue Date,Withdrawn Date,Proposed Date,State,County,Zone,MW Capacity,Fuel Type,Transmission Owner,Service Type,Study Cycle,Study Group,Name,Study Phase,POI Name,Developer,Done Date,POI,Completion Probability,Latitude,Longitude,Screening Started Date,Screening Complete Date,FIS Requested Date,FIS Approved Date,IA Signed Date,Construction Start Date,Construction End Date,Approved Energization Date,Approved Sync Date,Latest Milestone,Latest Milestone Date,Milestones
26INR0021,ERCOT,Active,2022-09-27 00:00:00,,2027-06-30 00:00:00,TX,Victoria,SOUTH,276.80,Wind,,,,,Crossroads Wind,,,HyFuels Green Lake Wind LLC,,80090 Dokmai 138 KV,99.00,28.80,-96.97,2022-09-27 00:00:00,2022-12-22 00:00:00,2023-06-16 00:00:00,2026-05-28 00:00:00,2024-07-24 00:00:00,,,,,Screening Started,2022-09-27 00:00:00,"{'screening_started': '2022-09-27', 'screening_complete': '2022-12-22', 'fis_requested': '2023-06-16', 'fis_approved': '2026-05-28', 'ia_signed': '2024-07-24', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0023,ERCOT,Active,2022-09-15 00:00:00,,2026-07-01 00:00:00,TX,Leon,NORTH,210.11,Solar,,,,,Leon Solar Park,,,Misae Solar IV LLC,,Tap 138kV Grapeland Magnolia Tap (bus #3355) to Pleasant Springs POI (bus# 3357) section of the Jewett -Crockett 138kV Line,93.00,31.29,-95.99,2022-09-15 00:00:00,2022-12-13 00:00:00,2022-08-27 00:00:00,2025-09-09 00:00:00,2024-05-21 00:00:00,2024-12-06 00:00:00,,2026-05-13 00:00:00,,Screening Started,2022-09-15 00:00:00,"{'screening_started': '2022-09-15', 'screening_complete': '2022-12-13', 'fis_requested': '2022-08-27', 'fis_approved': '2025-09-09', 'ia_signed': '2024-05-21', 'construction_start': '2024-12-06', 'construction_end': None, 'approved_energization': '2026-05-13', 'approved_sync': None}"
26INR0024,ERCOT,Active,2022-09-21 00:00:00,,2027-12-01 00:00:00,TX,Webb,SOUTH,125.62,Storage,,,,,Becerra Creek Storage 1,,,"Bordas Renewable Energy, LLC",,345 kV Cenizo Substation (#80220),1.00,27.76,-99.33,2022-09-21 00:00:00,2022-12-19 00:00:00,2022-09-07 00:00:00,,,,,,,Screening Started,2022-09-21 00:00:00,"{'screening_started': '2022-09-21', 'screening_complete': '2022-12-19', 'fis_requested': '2022-09-07', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0028,ERCOT,Active,2022-10-18 00:00:00,,2027-10-01 00:00:00,TX,Victoria,SOUTH,301.82,Solar,,,,,HyFuels Calhoun Solar,,,HyFuels Green Lake Solar LLC,,Tap 345kV 8715 RADIANT7A - 8728 COBRA7A,1.00,28.80,-96.97,2022-10-18 00:00:00,2023-01-15 00:00:00,2023-07-07 00:00:00,,,,,,,Screening Started,2022-10-18 00:00:00,"{'screening_started': '2022-10-18', 'screening_complete': '2023-01-15', 'fis_requested': '2023-07-07', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0033,ERCOT,Active,2022-11-07 00:00:00,,2027-09-24 00:00:00,TX,Freestone,NORTH,120.30,Storage,,,,,Fairway Storage,,,Fairway Storage LLC,,Tap 138kV 3503 FAIRWPOD_8 - 196 FAIRFIELD,17.00,31.71,-96.15,2022-11-07 00:00:00,2023-02-04 00:00:00,2023-02-15 00:00:00,,2025-08-11 00:00:00,,,,,Screening Started,2022-11-07 00:00:00,"{'screening_started': '2022-11-07', 'screening_complete': '2023-02-04', 'fis_requested': '2023-02-15', 'fis_approved': None, 'ia_signed': '2025-08-11', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0034,ERCOT,Active,2022-11-07 00:00:00,,2027-07-01 00:00:00,TX,Reeves,WEST,238.21,Storage,,,,,Bracero Pecan Storage,,,Bracero Pecan Storage LLC,,60716 SARAGOSA 138kV,15.00,31.33,-103.69,2022-11-07 00:00:00,2023-02-04 00:00:00,2023-07-10 00:00:00,,2024-06-27 00:00:00,,,,,Screening Started,2022-11-07 00:00:00,"{'screening_started': '2022-11-07', 'screening_complete': '2023-02-04', 'fis_requested': '2023-07-10', 'fis_approved': None, 'ia_signed': '2024-06-27', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0045,ERCOT,Active,2023-01-17 00:00:00,,2028-12-31 00:00:00,TX,Bastrop,SOUTH,407.55,Storage,,,,,LUND STORAGE CENTER 1,,,"Lund Storage Center 1, LLC",,"TAP 138 KV LINE AND CREATE NEW BUS BETWEEN
KIMBRO (7337) AND ELGIN SWITCH (3650)",1.00,30.10,-97.31,2023-01-17 00:00:00,2023-04-14 00:00:00,2023-05-16 00:00:00,,,,,,,Screening Started,2023-01-17 00:00:00,"{'screening_started': '2023-01-17', 'screening_complete': '2023-04-14', 'fis_requested': '2023-05-16', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0068,ERCOT,Active,2023-01-30 00:00:00,,2026-07-01 00:00:00,TX,Karnes,SOUTH,203.00,Solar,,,,,Charro Creek Solar 1 SLF,,,Charro Creek Solar LLC,,Tap 345kV 5725 PAWNEESW5 - 8164 COLETO7A,1.00,28.91,-97.86,2023-01-30 00:00:00,2023-04-28 00:00:00,2023-02-10 00:00:00,,,,,,,Screening Started,2023-01-30 00:00:00,"{'screening_started': '2023-01-30', 'screening_complete': '2023-04-28', 'fis_requested': '2023-02-10', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0070,ERCOT,Active,2023-03-08 00:00:00,,2026-07-01 00:00:00,TX,Karnes,SOUTH,203.00,Solar,,,,,Charro Creek Solar 2 SLF,,,Charro Creek Solar LLC,,Tap 345kV 5725 PAWNEESW5 - 8164 COLETO7A,1.00,28.91,-97.86,2023-03-08 00:00:00,2023-06-01 00:00:00,2023-02-15 00:00:00,,,,,,,Screening Started,2023-03-08 00:00:00,"{'screening_started': '2023-03-08', 'screening_complete': '2023-06-01', 'fis_requested': '2023-02-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0072,ERCOT,Active,2023-03-08 00:00:00,,2026-07-01 00:00:00,TX,Karnes,SOUTH,203.00,Solar,,,,,Charro Creek Solar 3 SLF,,,Charro Creek Solar LLC,,Tap on PAWNEESW5 (#5725) - COLETO7A (#8164) Line,1.00,28.91,-97.86,2023-03-08 00:00:00,2023-06-01 00:00:00,2023-02-15 00:00:00,,,,,,,Screening Started,2023-03-08 00:00:00,"{'screening_started': '2023-03-08', 'screening_complete': '2023-06-01', 'fis_requested': '2023-02-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0074,ERCOT,Active,2023-01-30 00:00:00,,2028-09-30 00:00:00,TX,Wilson,SOUTH,200.80,Solar,,,,,Anila Solar,,,Alina Energy LLC,,Tap 345kV 5133 Elm Creek - 5901 San Miguel Gen Ckt 1,72.00,29.17,-98.09,2023-01-30 00:00:00,2023-04-28 00:00:00,2023-01-20 00:00:00,2024-07-10 00:00:00,2025-03-06 00:00:00,,,,,Screening Started,2023-01-30 00:00:00,"{'screening_started': '2023-01-30', 'screening_complete': '2023-04-28', 'fis_requested': '2023-01-20', 'fis_approved': '2024-07-10', 'ia_signed': '2025-03-06', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0077,ERCOT,Active,2023-02-20 00:00:00,,2028-09-30 00:00:00,TX,Wilson,SOUTH,209.00,Storage,,,,,Anila BESS,,,Alina Energy LLC,,Tap of 345 kV Elm Creek (Bus# 5133) - San Miguel Gen (Bus# 5901) Transmission Line Ckt 1,70.00,29.17,-98.09,2023-02-20 00:00:00,2023-05-20 00:00:00,2023-05-25 00:00:00,2024-07-10 00:00:00,2025-03-06 00:00:00,,,,,Screening Started,2023-02-20 00:00:00,"{'screening_started': '2023-02-20', 'screening_complete': '2023-05-20', 'fis_requested': '2023-05-25', 'fis_approved': '2024-07-10', 'ia_signed': '2025-03-06', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0082,ERCOT,Active,2023-05-15 00:00:00,,2028-12-30 00:00:00,TX,Freestone,NORTH,301.57,Solar,,,,,Amerada Solar,,,"Amerada Solar, LLC",,Tap 345kV 3133 RICHLND2_5 - 3381 BIGBRNW_5,1.00,31.71,-96.15,2023-05-15 00:00:00,2023-08-11 00:00:00,2023-04-28 00:00:00,,,,,,,Screening Started,2023-05-15 00:00:00,"{'screening_started': '2023-05-15', 'screening_complete': '2023-08-11', 'fis_requested': '2023-04-28', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0083,ERCOT,Active,2023-01-30 00:00:00,,2028-05-31 00:00:00,TX,Tom Green,WEST,163.93,Storage,,,,,Zeppelin Energy Storage,,,ZEPPELIN ENERGY STORAGE LLC,,6464 San Angelo North,1.00,31.40,-100.46,2023-01-30 00:00:00,2023-04-28 00:00:00,2023-02-17 00:00:00,,,,,,,Screening Started,2023-01-30 00:00:00,"{'screening_started': '2023-01-30', 'screening_complete': '2023-04-28', 'fis_requested': '2023-02-17', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0084,ERCOT,Active,2023-05-15 00:00:00,,2028-07-21 00:00:00,TX,Freestone,NORTH,150.78,Storage,,,,,Amerada Storage,,,"Amerada Solar, LLC",,Tap 345kV 3133 RICHLND2_5 - 3381 BIGBRNW_5,1.00,31.71,-96.15,2023-05-15 00:00:00,2023-08-11 00:00:00,2023-04-28 00:00:00,,,,,,,Screening Started,2023-05-15 00:00:00,"{'screening_started': '2023-05-15', 'screening_complete': '2023-08-11', 'fis_requested': '2023-04-28', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0086,ERCOT,Active,2024-05-20 00:00:00,,2029-07-01 00:00:00,TX,Kaufman,NORTH,402.86,Solar,,,,,Solarville Solar SLF,,,"Ville Solar, LLC",,Tap 345kV  #3123 Trinidad Switch – #2432 Tri Corner.,1.00,32.60,-96.29,2024-05-20 00:00:00,2024-08-15 00:00:00,2025-02-05 00:00:00,,,,,,,Screening Started,2024-05-20 00:00:00,"{'screening_started': '2024-05-20', 'screening_complete': '2024-08-15', 'fis_requested': '2025-02-05', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0088,ERCOT,Active,2023-04-19 00:00:00,,2028-09-13 00:00:00,TX,La Salle,SOUTH,512.60,Solar,,,,,La Salle Solar,,,La Salle Solar LLC,,"Tap 345kV LOBO7A (#80219) - FOWLERTONSW5 (#5709)
(Cuernos 345 kV New Station)",25.00,28.35,-99.10,2023-04-19 00:00:00,2023-07-14 00:00:00,2023-04-03 00:00:00,,2025-11-03 00:00:00,,,,,Screening Started,2023-04-19 00:00:00,"{'screening_started': '2023-04-19', 'screening_complete': '2023-07-14', 'fis_requested': '2023-04-03', 'fis_approved': None, 'ia_signed': '2025-11-03', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0089,ERCOT,Active,2023-04-07 00:00:00,,2028-02-12 00:00:00,TX,La Salle,SOUTH,508.34,Storage,,,,,Crescent C BESS,,,OCI La Salle ESS LLC,,Tap 345kV LOBO7A (#80219) - FOWLERTONSW5 (#5709) CKT#2,1.00,28.35,-99.10,2023-04-07 00:00:00,2023-07-03 00:00:00,2023-03-15 00:00:00,,,,,,,Screening Started,2023-04-07 00:00:00,"{'screening_started': '2023-04-07', 'screening_complete': '2023-07-03', 'fis_requested': '2023-03-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0098,ERCOT,Active,2023-05-15 00:00:00,,2028-04-18 00:00:00,TX,Freestone,NORTH,221.20,Solar,,,,,Douie Solar,,,Buffalo Spring Solar LLC,,Tap 138 kV 3501 Sea way Teague - 3394 Jewett,72.00,31.71,-96.15,2023-05-15 00:00:00,2023-08-11 00:00:00,2023-05-12 00:00:00,2025-07-07 00:00:00,2026-03-08 00:00:00,,,,,Screening Started,2023-05-15 00:00:00,"{'screening_started': '2023-05-15', 'screening_complete': '2023-08-11', 'fis_requested': '2023-05-12', 'fis_approved': '2025-07-07', 'ia_signed': '2026-03-08', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0107,ERCOT,Active,2023-06-28 00:00:00,,2028-08-11 00:00:00,TX,Zapata,SOUTH,501.90,Storage,,,,,Freedom Falcon BESS,,,"Falcon BESS, LLC",,Tap 345kV #80224 Tiempo - #80227 Rapido,1.00,27.00,-99.17,2023-06-28 00:00:00,2023-09-22 00:00:00,2023-06-14 00:00:00,,,,,,,Screening Started,2023-06-28 00:00:00,"{'screening_started': '2023-06-28', 'screening_complete': '2023-09-22', 'fis_requested': '2023-06-14', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0110,ERCOT,Active,2023-04-07 00:00:00,,2028-11-01 00:00:00,TX,Crane,WEST,410.20,Solar,,,,,Western Flats Solar,,,Hecate Energy Point Mountain Solar Facility 1 LLC,,Tap 138 kV 76615 Crane -76635 King Mountain; POI is 7.85 miles from Crane.,1.00,31.43,-102.35,2023-04-07 00:00:00,2023-07-05 00:00:00,2023-09-11 00:00:00,,,,,,,Screening Started,2023-04-07 00:00:00,"{'screening_started': '2023-04-07', 'screening_complete': '2023-07-05', 'fis_requested': '2023-09-11', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0111,ERCOT,Active,2024-01-11 00:00:00,,2026-07-11 00:00:00,TX,McLennan,NORTH,43.36,Thermal,,,,,Graphic Packaging Gas,,,Graphic Packaging International,,Tap 138kV 3446 Peppervine Switch - 3544 Castleman Substation,1.00,31.55,-97.20,2024-01-11 00:00:00,2024-03-19 00:00:00,2024-01-05 00:00:00,,,,,,,Screening Started,2024-01-11 00:00:00,"{'screening_started': '2024-01-11', 'screening_complete': '2024-03-19', 'fis_requested': '2024-01-05', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0112,ERCOT,Active,2023-04-07 00:00:00,,2028-07-01 00:00:00,TX,Knox,WEST,100.61,Solar,,,,,Lemma Solar,,,Greening USA Corp.,,6088 Benjamin AEP 138kV,1.00,33.61,-99.75,2023-04-07 00:00:00,2023-07-05 00:00:00,2023-05-17 00:00:00,,,,,,,Screening Started,2023-04-07 00:00:00,"{'screening_started': '2023-04-07', 'screening_complete': '2023-07-05', 'fis_requested': '2023-05-17', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0113,ERCOT,Active,2023-07-18 00:00:00,,2027-12-20 00:00:00,TX,Gray,PANHANDLE,709.00,Wind,,,,,Meitner Wind,,,"IP Meitner, LLC",,79000 Gray Substation 345kV,27.00,35.40,-100.81,2023-07-18 00:00:00,2023-10-15 00:00:00,2023-06-29 00:00:00,,2024-04-19 00:00:00,,,,,Screening Started,2023-07-18 00:00:00,"{'screening_started': '2023-07-18', 'screening_complete': '2023-10-15', 'fis_requested': '2023-06-29', 'fis_approved': None, 'ia_signed': '2024-04-19', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0114,ERCOT,Active,2023-04-19 00:00:00,,2027-06-03 00:00:00,TX,Waller,HOUSTON,260.16,Storage,,,,,Ochoa Energy Storage,,,Ochoa Energy Storage LLC,,Tap 138kV Katy (44420) - Franz (44260) Ckt 09,2.00,30.01,-95.99,2023-04-19 00:00:00,2023-07-14 00:00:00,2023-04-11 00:00:00,2025-06-24 00:00:00,,,,,,Screening Started,2023-04-19 00:00:00,"{'screening_started': '2023-04-19', 'screening_complete': '2023-07-14', 'fis_requested': '2023-04-11', 'fis_approved': '2025-06-24', 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0116,ERCOT,Active,2023-05-15 00:00:00,,2028-03-11 00:00:00,TX,Zapata,SOUTH,200.79,Storage,,,,,Falcon Zapata Storage 138,,,"Falcon BESS, LLC",,Tap 138kV 8299 Zapata - 8957 Lopeno,26.00,27.00,-99.17,2023-05-15 00:00:00,2023-08-11 00:00:00,2023-05-08 00:00:00,,2026-02-03 00:00:00,,,,,Screening Started,2023-05-15 00:00:00,"{'screening_started': '2023-05-15', 'screening_complete': '2023-08-11', 'fis_requested': '2023-05-08', 'fis_approved': None, 'ia_signed': '2026-02-03', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0120,ERCOT,Active,2023-09-08 00:00:00,,2028-12-22 00:00:00,TX,Zavala,SOUTH,225.10,Storage,,,,,Bramble Energy Center,,,"Bramble Energy Center, LLC",,8236 West Batesville 138kV,1.00,28.87,-99.76,2023-09-08 00:00:00,2023-12-04 00:00:00,2023-08-15 00:00:00,,,,,,,Screening Started,2023-09-08 00:00:00,"{'screening_started': '2023-09-08', 'screening_complete': '2023-12-04', 'fis_requested': '2023-08-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0121,ERCOT,Active,2023-06-28 00:00:00,,2028-07-01 00:00:00,TX,Midland,WEST,116.00,Solar,,,,,Pioneer Hutt Solar (Alternative POI),,,NextEra Energy Interconnection Holdings LLC,,TAP 345kV 11028 Odessa Ehv - 59901 Grelton (West C),1.00,31.87,-102.03,2023-06-28 00:00:00,2023-09-22 00:00:00,2023-06-12 00:00:00,,,,,,,Screening Started,2023-06-28 00:00:00,"{'screening_started': '2023-06-28', 'screening_complete': '2023-09-22', 'fis_requested': '2023-06-12', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0130,ERCOT,Active,2024-07-30 00:00:00,,2027-09-30 00:00:00,TX,Navarro,NORTH,125.84,Solar,,,,,Elm Flats Solar SLF,,,"Orca Falls Solar, LLC",,Tap 138kV 3472 BRIAR_CRK_8 – 3467 POWELL1_8,1.00,32.08,-96.47,2024-07-30 00:00:00,2023-09-01 00:00:00,2023-06-13 00:00:00,,,,,,,Screening Started,2024-07-30 00:00:00,"{'screening_started': '2024-07-30', 'screening_complete': '2023-09-01', 'fis_requested': '2023-06-13', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0134,ERCOT,Active,2023-06-28 00:00:00,,2028-05-22 00:00:00,TX,Bee,SOUTH,101.59,Solar,,,,,Myers Solar,,,"BT Myers Solar, LLC",,8629 Baez 69 kV,1.00,28.42,-97.74,2023-06-28 00:00:00,2023-09-20 00:00:00,2023-06-01 00:00:00,,,,,,,Screening Started,2023-06-28 00:00:00,"{'screening_started': '2023-06-28', 'screening_complete': '2023-09-20', 'fis_requested': '2023-06-01', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0135,ERCOT,Active,2023-06-28 00:00:00,,2028-05-22 00:00:00,TX,Bee,SOUTH,75.96,Storage,,,,,Myers Storage,,,"BT Myers Solar, LLC",,8629 Baez 69 kV,1.00,28.42,-97.74,2023-06-28 00:00:00,2023-09-20 00:00:00,2023-06-01 00:00:00,,,,,,,Screening Started,2023-06-28 00:00:00,"{'screening_started': '2023-06-28', 'screening_complete': '2023-09-20', 'fis_requested': '2023-06-01', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0143,ERCOT,Active,2023-06-28 00:00:00,,2028-05-30 00:00:00,TX,Kleberg,COASTAL,265.00,Solar,,,,,Santa Garcias Solar,,,Oxy Renewable Energy LLC,,Tap 138kV 8515 Alazan - 8458 Barney Davis,27.00,27.42,-97.65,2023-06-28 00:00:00,2023-09-22 00:00:00,2023-06-07 00:00:00,,2025-12-31 00:00:00,,,,,Screening Started,2023-06-28 00:00:00,"{'screening_started': '2023-06-28', 'screening_complete': '2023-09-22', 'fis_requested': '2023-06-07', 'fis_approved': None, 'ia_signed': '2025-12-31', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0144,ERCOT,Active,2024-02-27 00:00:00,,2028-10-30 00:00:00,TX,Wharton,SOUTH,106.90,Solar,,,,,Wittig Solar,,,Greenalia Solar Power Wittig LLC,,138 kV Gulftie (#43340) – San Bernard (#43110),1.00,29.28,-96.22,2024-02-27 00:00:00,2024-05-24 00:00:00,2024-01-18 00:00:00,,,,,,,Screening Started,2024-02-27 00:00:00,"{'screening_started': '2024-02-27', 'screening_complete': '2024-05-24', 'fis_requested': '2024-01-18', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0146,ERCOT,Active,2023-07-31 00:00:00,,2028-12-15 00:00:00,TX,Haskell,WEST,125.50,Solar,,,,,DMF Sagerton Solar SLF,,,Double Mountain Fork LLC,,Tap 138kV 6158 Aspermont – 6161 Paint Creek,2.00,33.18,-99.73,2023-07-31 00:00:00,2023-10-27 00:00:00,2023-07-24 00:00:00,2025-09-19 00:00:00,,,,,,Screening Started,2023-07-31 00:00:00,"{'screening_started': '2023-07-31', 'screening_complete': '2023-10-27', 'fis_requested': '2023-07-24', 'fis_approved': '2025-09-19', 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0147,ERCOT,Active,2023-09-22 00:00:00,,2028-05-26 00:00:00,TX,Lampasas,NORTH,145.00,Solar,,,,,Seven Springs Solar,,,"Hancock Springs, LLC",,Tap 7061 COPPERAS COVE 7260 Kempner 138kV,24.00,31.23,-98.25,2023-09-22 00:00:00,2023-12-14 00:00:00,2023-09-05 00:00:00,,2025-08-28 00:00:00,,,,,Screening Started,2023-09-22 00:00:00,"{'screening_started': '2023-09-22', 'screening_complete': '2023-12-14', 'fis_requested': '2023-09-05', 'fis_approved': None, 'ia_signed': '2025-08-28', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0150,ERCOT,Active,2023-07-10 00:00:00,,2028-06-30 00:00:00,TX,Schleicher,WEST,82.10,Solar,,,,,Proving Ground Solar,,,Lantana Solar LLC,,Tap 138 kV Live Oak (6500) - Santiago (6490),1.00,30.90,-100.53,2023-07-10 00:00:00,2023-10-05 00:00:00,2024-01-26 00:00:00,,,,,,,Screening Started,2023-07-10 00:00:00,"{'screening_started': '2023-07-10', 'screening_complete': '2023-10-05', 'fis_requested': '2024-01-26', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0155,ERCOT,Active,2023-07-31 00:00:00,,2027-07-31 00:00:00,TX,Refugio,COASTAL,1025.57,Solar,,,,,Ross Solar,,,"S&S Renewables, LLC",,tap 345kV 8249 Angstrom – 8676 Static,26.00,28.32,-97.16,2023-07-31 00:00:00,2023-10-27 00:00:00,2023-07-18 00:00:00,,2024-06-27 00:00:00,,,,,Screening Started,2023-07-31 00:00:00,"{'screening_started': '2023-07-31', 'screening_complete': '2023-10-27', 'fis_requested': '2023-07-18', 'fis_approved': None, 'ia_signed': '2024-06-27', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0156,ERCOT,Active,2023-08-14 00:00:00,,2027-07-31 00:00:00,TX,Refugio,COASTAL,510.99,Storage,,,,,Ross Storage,,,"S&S Renewables, LLC",,tap the 345 kV Angstrom (#8249) – Static (#8676) line; AEP,19.00,28.32,-97.16,2023-08-14 00:00:00,2023-11-03 00:00:00,2023-07-27 00:00:00,,2024-06-27 00:00:00,,,,,Screening Started,2023-08-14 00:00:00,"{'screening_started': '2023-08-14', 'screening_complete': '2023-11-03', 'fis_requested': '2023-07-27', 'fis_approved': None, 'ia_signed': '2024-06-27', 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0159,ERCOT,Active,2023-07-10 00:00:00,,2028-06-30 00:00:00,TX,Schleicher,WEST,51.40,Storage,,,,,Proving Ground BESS,,,Lantana Solar LLC,,Tap 138kV 6500 Live Oak - 6490 Santiago,1.00,30.90,-100.53,2023-07-10 00:00:00,2023-10-05 00:00:00,2024-01-26 00:00:00,,,,,,,Screening Started,2023-07-10 00:00:00,"{'screening_started': '2023-07-10', 'screening_complete': '2023-10-05', 'fis_requested': '2024-01-26', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0161,ERCOT,Active,2023-08-14 00:00:00,,2029-04-20 00:00:00,TX,Nacogdoches,NORTH,201.00,Solar,,,,,Timberline Solar,,,"Timberline Renewables, LLC",,Tap 345 kV 3119 Nacogdoches SE - 3116 Mt Enterprise,1.00,31.60,-94.61,2023-08-14 00:00:00,2023-11-10 00:00:00,2023-08-02 00:00:00,,,,,,,Screening Started,2023-08-14 00:00:00,"{'screening_started': '2023-08-14', 'screening_complete': '2023-11-10', 'fis_requested': '2023-08-02', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0162,ERCOT,Active,2023-08-14 00:00:00,,2029-04-20 00:00:00,TX,Nacogdoches,NORTH,100.50,Storage,,,,,Timberline Storage,,,"Timberline Renewables, LLC",,Tap 345 kV 3119 Nacogdoches SE - 3116 Mt Enterprise,1.00,31.60,-94.61,2023-08-14 00:00:00,2023-11-10 00:00:00,2023-08-04 00:00:00,,,,,,,Screening Started,2023-08-14 00:00:00,"{'screening_started': '2023-08-14', 'screening_complete': '2023-11-10', 'fis_requested': '2023-08-04', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0171,ERCOT,Active,2023-08-21 00:00:00,,2029-06-30 00:00:00,TX,Hardeman,WEST,252.00,Solar,,,,,Lazy U Solar 1,,,Lazy U Solar 1,,Tap 345kV 60505 EDITHCLA7B - 60501 TESLA7A ckt2,1.00,34.29,-99.75,2023-08-21 00:00:00,2023-11-02 00:00:00,2023-08-09 00:00:00,,,,,,,Screening Started,2023-08-21 00:00:00,"{'screening_started': '2023-08-21', 'screening_complete': '2023-11-02', 'fis_requested': '2023-08-09', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
26INR0172,ERCOT,Active,2023-08-21 00:00:00,,2029-06-30 00:00:00,TX,Hardeman,WEST,252.00,Solar,,,,,Lazy U Solar 2,,,Lazy U Solar 2,,Tap 345kV 60505 EDITHCLA7B - 60501 TESLA7A CKT2,1.00,34.29,-99.75,2023-08-21 00:00:00,2023-11-02 00:00:00,2023-08-15 00:00:00,,,,,,,Screening Started,2023-08-21 00:00:00,"{'screening_started': '2023-08-21', 'screening_complete': '2023-11-02', 'fis_requested': '2023-08-15', 'fis_approved': None, 'ia_signed': None, 'construction_start': None, 'construction_end': None, 'approved_energization': None, 'approved_sync': None}"
