Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type,State,County,Developer
AH1-005,PJM,2021-04-09,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,East Towanda-South Troy 115 kV II,PENELEC,14.00,Solar,PA,Bradford,"Franklin Energy, LLC"
AH1-720,PJM,2025-04-11,Withdrawn,2025-12-01,2026-12-31,TC2,Decision Point 1,East Towanda 230 kV,PENELEC,60.00,Thermal,PA,Bradford,HAMILTON LIBERTY LLC
AG2-356,PJM,2021-03-26,Active,,,TC2,PHASE 2,South Troy - Canton 34.5 kV,PENELEC,12.00,Solar,PA,Bradford,Robin Solar LLC
AG2-327,PJM,2021-03-24,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Tennessee Gas-East Towanda 115 kV,PENELEC,6.00,Solar,PA,Bradford,Agnes Solar LLC
AG2-220,PJM,2021-03-10,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,East Towanda-South Troy 115 kV,PENELEC,19.20,Solar,PA,Bradford,"Franklin Energy, LLC"
AG2-221,PJM,2021-03-10,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,South Troy - North Towanda 34.5 kV,PENELEC,13.20,Solar,PA,Bradford,"Franklin Energy, LLC"
AG2-206,PJM,2021-03-04,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Tennessee Gas-East Towanda 115 kV,PENELEC,28.80,Solar,PA,Bradford,Agnes Solar LLC
AF2-406,PJM,2020-03-31,Withdrawn,2024-06-21,2022-06-01,TC1,PHASE 1,Sayre 115 kV,PENELEC,75.00,Storage,PA,Bradford,Juno Power Management LLC
AF2-050,PJM,2019-12-23,Done,,2029-01-31,TC1,FINAL AGREEMENT,Bear Rock-Johnstown 230 kV,PENELEC,30.00,Solar,PA,Cambria,"CPV Maple Hill Solar, LLC"
AH1-212,PJM,2021-09-07,Withdrawn,2025-12-03,2027-12-31,TC2,Decision Point 1,Bethlehem - Lilly 46 kV,PENELEC,12.00,Solar,PA,Cambria,"Noels Creek Solar, LLC"
AH1-462,PJM,2021-09-11,Withdrawn,2025-02-12,2024-12-31,TC2,APPLICATION REVIEW,Rachel Hill 115 kV,PENELEC,60.00,Storage,PA,Cambria,"Black Tulip Energy, LLC"
AG2-074,PJM,2021-01-15,Active,,,TC2,PHASE 2,Meckesville Tap 69kV,PPL,26.20,Solar,PA,Carbon,"Plainfield Solar, LLC"
AG1-377,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,6.00,Solar,PA,Centre,CE-Black Moshannon OZ LLC
AG1-378,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,6.00,Solar,PA,Centre,CE-Black Moshannon OZ LLC
AH1-668,PJM,2020-09-29,Withdrawn,2025-03-07,2022-08-01,TC2,APPLICATION REVIEW,Madisonburg Jct-Millheim 46 kV,APS,8.30,Solar,PA,Centre,"Millheim Solar I, LLC"
AG1-090,PJM,2020-08-01,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,30.00,Hybrid,PA,Centre,CE-Black Moshannon OZ LLC
AH1-313,PJM,2021-09-10,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Moshannon-Milesburg 230 kV VII,APS,60.00,Hybrid,PA,Centre,Invenergy Solar Project Development LLC
AG2-143,PJM,2021-02-16,Withdrawn,2025-03-14,2026-12-31,TC2,APPLICATION REVIEW,Burma-Sligo 25 kV,APS,10.00,Solar,PA,Clarion,CP McCall Road LLC
AG2-429,PJM,2021-03-30,Active,,,TC2,PHASE 2,Burma - Armstrong 138 kV,APS,46.50,Hybrid,PA,Clarion,"Gardenia Solar, LLC"
AG2-558,PJM,2021-03-31,Withdrawn,2025-01-23,2023-04-01,TC2,APPLICATION REVIEW,Shawville - Phillipsburg 34.5 kV II,APS,8.30,Solar,PA,Clearfield,"Morrisdale Solar II, LLC"
AG2-559,PJM,2021-03-31,Withdrawn,2025-01-23,2024-04-01,TC2,APPLICATION REVIEW,Shawville - Phillipsburg 34.5 kV III,APS,8.30,Solar,PA,Clearfield,"Morrisdale Solar III, LLC"
AG2-560,PJM,2021-03-31,Withdrawn,2025-01-23,2025-04-01,TC2,APPLICATION REVIEW,Phillipsburg (Karthaus) 34.5 kV,APS,8.30,Solar,PA,Clearfield,"Morrisdale Solar IV, LLC"
AG1-308,PJM,2020-09-29,Withdrawn,2024-06-21,2022-08-01,TC1,PHASE 1,Shawville-Philipsburg 34.5 kV,PENELEC,8.30,Solar,PA,Clearfield,"Morrisdale Solar I, LLC"
AH1-667,PJM,2020-02-29,Active,,,TC2,PHASE 2,Philipsburg-Shawville 34.5 kV,PENELEC,10.80,Solar,PA,Clearfield,CL-Shiloh LLC
AF2-296,PJM,2020-03-28,Done,,2028-12-31,TC1,FINAL AGREEMENT,Madera 34.5 kV,PENELEC,12.00,Solar,PA,Clearfield,CL-Belsena LLC
AF1-099,PJM,2019-09-04,Withdrawn,2025-01-22,2022-04-01,TC1,PHASE 1,Moshannon-Milesburg 230 kV III,APS,75.90,Hybrid,PA,Clearfield,"Moonlight Flats Solar Power, LLC"
AF1-100,PJM,2019-09-04,Withdrawn,2024-06-21,2022-04-01,TC1,PHASE 1,Shawville-Moshannon 230 kV,PENELEC,150.00,Hybrid,PA,Clearfield,"Mineral Basin Solar Power, LLC"
AF1-142,PJM,2019-09-04,Withdrawn,2025-01-22,2022-04-01,TC1,PHASE 1,Moshannon-Milesburg 230 kV IV,APS,121.44,Hybrid,PA,Clearfield,"Moonlight Flats Solar Power, LLC"
AG2-668,PJM,2021-03-31,Withdrawn,2025-04-22,2023-11-01,TC2,PHASE 1,Harvey Run 34.5 kV,PENELEC,12.50,Solar,PA,Clearfield,"Du Bois PV I, LLC"
AH1-746,PJM,2025-04-10,Active,,,TC2,PHASE 2,Madera - Westover South 115 kV,PENELEC,20.00,Wind,PA,Clearfield,"CPV Rogue's Wind, LLC"
AH1-675,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,2070.00,Thermal,PA,Columbia,"Invitium Energy, LLC"
AH1-688,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,1380.00,Thermal,PA,Columbia,"Invitium Energy, LLC"
AH1-689,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,1380.00,Thermal,PA,Columbia,"Invitium Energy, LLC"
AG2-176,PJM,2021-02-26,Active,,,TC2,PHASE 2,Geneva 115 kV,PENELEC,90.00,Solar,PA,Crawford,"Trestle Solar Farm, LLC"
AG2-247,PJM,2021-03-17,Withdrawn,2025-02-06,2023-01-15,TC2,APPLICATION REVIEW,Northwestern REC Dixonburg-Vernon 34.5 kV,PENELEC,12.00,Solar,PA,Crawford,Cassidy Solar LLC
AH1-490,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Venango Junction - Cambridge Springs 34.5 kV,PENELEC,12.00,Solar,PA,Crawford,PD Solar 11 LLC
AH1-159,PJM,2021-08-30,Withdrawn,2025-07-07,2023-11-01,TC2,PHASE 1,Conneaut-Conneaut Tap 69 kV,ATSI,13.90,Solar,PA,Crawford,ASD Carmen PA2 Solar LLC
AH1-695,PJM,2025-04-03,Active,,,TC2,PHASE 2,Three Mile Island 230 kV,ME,803.00,Nuclear,PA,Dauphin,"Constellation Energy Generation, LLC"
AG2-538,PJM,2021-03-31,Withdrawn,2025-02-28,2022-10-15,TC2,APPLICATION REVIEW,Ridgeway - Motion Control 46 kV,APS,15.42,Hybrid,PA,Elk,EL-Jakes Hollow LLC
AF1-306,PJM,2019-09-30,Withdrawn,2024-06-21,2023-05-31,TC1,PHASE 1,Squab Hollow 230 kV,APS,49.30,Storage,PA,Elk,"Seven Creek Energy, LLC"
AF2-010,PJM,2019-10-11,Withdrawn,2026-01-14,2022-12-15,TC1,FINAL AGREEMENT,Union City-Titusville 115 kV,PENELEC,46.00,Solar,PA,Erie,"RWE Solar Development, LLC"
AG2-438,PJM,2021-03-30,Withdrawn,2025-12-17,2028-02-01,TC2,Decision Point 1,Union City 34.5 kV,PENELEC,6.70,Solar,PA,Erie,Clemens Solar LLC
AG2-008,PJM,2020-10-08,Withdrawn,2025-07-03,2023-03-30,TC2,PHASE 1,Erie South-Warren 230 kV,PENELEC,40.20,Solar,PA,Erie,"Blatche Solar, LLC"
AG2-009,PJM,2020-10-08,Withdrawn,2025-06-19,2023-03-30,TC2,PHASE 1,Erie South-Warren 230 kV II,PENELEC,12.90,Solar,PA,Erie,"Blatche Solar, LLC"
AG1-548,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Erie South-Union City 115 kV,PENELEC,45.00,Hybrid,PA,Erie,"French Creek Energy, LLC"
AH1-491,PJM,2021-09-11,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Union City 34.5 kV,PENELEC,12.00,Solar,PA,Erie,PD Solar 11 LLC
AH1-331,PJM,2021-09-09,Withdrawn,2025-07-03,2023-06-01,TC2,PHASE 1,Edinboro South-Erie South 25kV,PENELEC,11.90,Solar,PA,Erie,IMG Solar LLC
AH1-206,PJM,2021-09-08,Active,,,TC2,PHASE 2,Bethelboro 138 kV,APS,60.00,Storage,PA,Fayette,"Lafayette Energy, LLC"
AH1-247,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,24.00,Solar,PA,Fayette,"Poseidon Energy, LLC"
AH1-248,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,15.00,Solar,PA,Fayette,"Poseidon Energy, LLC"
AH1-249,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,80.00,Storage,PA,Fayette,"Poseidon Energy, LLC"
AH1-367A,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Franklin 138 kV II,APS,43.20,Solar,PA,Greene,Emerald Renewable LLC
AG2-590,PJM,2021-03-31,Withdrawn,2025-01-30,2024-06-01,TC2,APPLICATION REVIEW,Shingletown-Lewistown 230 kV,PENELEC,22.90,Hybrid,PA,Huntingdon,"North Corners Energy, LLC"
AG1-473,PJM,2020-09-30,Withdrawn,2025-01-22,2024-06-01,TC1,PHASE 1,Shingletown-Lewistown 230 kV,PENELEC,32.34,Hybrid,PA,Huntingdon,"North Corners Energy, LLC"
AG2-561,PJM,2021-03-31,Active,,,TC2,PHASE 2,Glory - Glen Campbell 34.5 kV,PENELEC,12.00,Solar,PA,Indiana,Chestnut Solar LLC
AH1-268,PJM,2021-09-09,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Seward-Glory 115 kV II,PENELEC,36.60,Storage,PA,Indiana,Clarke Run Solar LLC
AH1-102,PJM,2021-07-30,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Seward-Glory 115 kV,PENELEC,63.40,Solar,PA,Indiana,Clarke Run Solar LLC
AH1-734,PJM,2025-04-10,Active,,2030-05-31,TC2,PHASE 2,South Bend 500 kV,APS,268.60,Thermal,PA,Indiana,"Armstrong Power, LLC"
AH1-697,PJM,,Withdrawn,2025-07-03,2028-05-19,TC2,PHASE 1, Lackawanna 230kV,PPL,78.60,Thermal,PA,Lackawanna,Lackawanna Energy Center LLC
AH1-561,PJM,2021-09-10,Withdrawn,2025-06-27,2025-06-01,TC2,PHASE 1,Ironwood 230kV,ME,250.00,Storage,PA,Lebanon,"Helix Ironwood, LLC"
AH1-733,PJM,,Withdrawn,2025-05-02,2031-05-31,TC2,RRI APPLICATION REVIEW,Susquehanna-Mountain 230 kV,PPL,637.80,Thermal,PA,Luzerne,Invenergy Energy Transition LLC
AG1-277,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Salem-Beacon Power 69 kV,PPL,32.00,Hybrid,PA,Luzerne,LU-Tank LLC
AG1-278,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 2,Salem-Beacon Power 69 kV,PPL,15.42,Hybrid,PA,Luzerne,LU-Tank LLC
AG1-279,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Salem-Beacon Power 69 kV,PPL,15.42,Hybrid,PA,Luzerne,LU-Tank LLC
AH1-707,PJM,2025-04-07,Withdrawn,2025-12-01,2026-12-31,TC2,Decision Point 1,Saegers 230 kV,PPL,30.00,Thermal,PA,Lycoming,HAMILTON PATRIOT LLC
AH1-487,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Camp Reynolds 12.5 kV,ATSI,12.00,Solar,PA,Mercer,PD Solar 11 LLC
AG1-051,PJM,2020-07-18,Withdrawn,2024-07-18,2022-06-30,TC1,DP1,Maysville 69 kV III,ATSI,20.00,Storage,PA,Mercer,"MC Solar, LLC"
AF2-176,PJM,2020-03-19,Withdrawn,2024-06-21,2022-09-15,TC1,PHASE 1,Masury-Maysville 138 kV,ATSI,36.00,Solar,PA,Mercer,Sanderson Solar LLC
AG2-249,PJM,2021-03-17,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Stoneboro-Perry 69 kV,ATSI,12.00,Solar,PA,Mercer,Steamboat Solar LLC
AG2-250,PJM,2021-03-17,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Stoneboro-Perry 69 kV II,ATSI,12.00,Solar,PA,Mercer,Steamboat Solar LLC
AG2-365,PJM,2021-03-26,Withdrawn,2025-11-13,2027-12-31,TC2,Decision Point 1,Conneaut Tap-Werner 69 kV,ATSI,21.00,Solar,PA,Mercer,Amadeus Solar LLC
AG2-456,PJM,2021-03-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230 kV,PENELEC,55.80,Solar,PA,McKean,"McKean County Solar, LLC"
AG2-457,PJM,2021-03-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,55.80,Solar,PA,McKean,"McKean County Solar, LLC"
AF1-276,PJM,2019-09-30,Withdrawn,2024-06-24,2024-06-29,TC1,PHASE 1,Lewis Run-Pierce Brook 230 kV,PENELEC,67.00,Solar,PA,McKean,"McKean Solar, LLC"
AF1-277,PJM,2019-09-30,Withdrawn,2024-06-21,2024-06-29,TC1,PHASE 1,Lewis Run-Pierce Brook 2 230 kV,PENELEC,67.00,Solar,PA,McKean,"McKean Solar, LLC"
AH1-357,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230kV,PENELEC,12.00,Solar,PA,McKean,"McKean County Solar, LLC"
AH1-358,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230kV,PENELEC,20.00,Storage,PA,McKean,"McKean County Solar, LLC"
AH1-359,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,12.00,Solar,PA,McKean,"McKean County Solar, LLC"
AH1-360,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,20.00,Storage,PA,McKean,"McKean County Solar, LLC"
AH1-587,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Farmers Valley - Ridgeway 115 kV,PENELEC,120.00,Solar,PA,McKean,"RWE Solar Development, LLC"
AH1-588,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Lewis Run - Pierce Brook 230 kV,PENELEC,144.00,Solar,PA,McKean,"RWE Solar Development, LLC"
AH1-589,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Lewis Run - Pierce Brook 230 kV,PENELEC,170.00,Solar,PA,McKean,"RWE Solar Development, LLC"
AH1-390,PJM,2021-09-10,Withdrawn,2025-03-12,2023-07-31,TC2,APPLICATION REVIEW,TBD 69 kV,PPL,14.10,Solar,PA,Northumberland,"PA Project 1, LLC"
AG2-430,PJM,2021-03-30,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Sunbury-Dalmatia 69 kV II,PPL,37.70,Solar,PA,Northumberland,Breezeway Solar LLC
AG2-606,PJM,2021-03-31,Withdrawn,2025-07-03,2024-06-01,TC2,PHASE 1,Sunbury-Juniata 500 kV,PPL,35.60,Hybrid,PA,Perry,"North Corners Energy, LLC"
AG2-418,PJM,2021-03-30,Withdrawn,2025-11-13,2027-12-31,TC2,Decision Point 1,Blain 115 kV,PENELEC,20.00,Hybrid,PA,Perry,Wills Creek Solar LLC
AH1-533,PJM,2021-09-10,Withdrawn,2025-07-03,2025-03-01,TC2,PHASE 1,Sunbury-Juniata II,PPL,38.50,Hybrid,PA,Perry,"North Corners Energy, LLC"
AG1-392C,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV IV,PENELEC,9.00,Solar,PA,Potter,PO-Cowburn LLC
AG1-392B,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV III,PENELEC,9.00,Solar,PA,Potter,PO-Cowburn LLC
AG1-392A,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV II,PENELEC,18.00,Solar,PA,Potter,PO-Cowburn LLC
AG1-392,PJM,2020-09-30,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV I,PENELEC,18.00,Solar,PA,Potter,PO-Cowburn LLC
AG1-060,PJM,2020-07-29,Withdrawn,2024-06-24,2022-05-31,TC1,PHASE 1,Eldred 69 kV,PPL,25.70,Solar,PA,Schuylkill,ANTHRACITE RIDGE LLC
AF2-056,PJM,2020-01-16,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 1,Shenandoah Tap 1– Mahanoy Tap 2 69 kV,PPL,33.00,Solar,PA,Schuylkill,Locust Ridge Solar LLC
AG2-161,PJM,2021-02-25,Withdrawn,2025-11-25,2027-12-31,TC2,Decision Point 1,Wheelabrator Frackville-Gilberton 69 kV,PPL,18.06,Solar,PA,Schuylkill,"New Boston Solar, LLC"
AH1-705,PJM,2025-04-07,Withdrawn,2025-12-03,2027-05-31,TC2,Decision Point 1,Sunbury #1 500kV,PPL,32.40,Thermal,PA,Snyder,"Hummel Station, LLC"
AH1-460,PJM,2021-09-10,Active,,,TC2,PHASE 2,Hooversville - Scalp Level 115 kV,PENELEC,39.60,Solar,PA,Somerset,"Julius Energy, LLC"
AH1-201,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-New Baltimore 115kV,PENELEC,24.00,Solar,PA,Somerset,Mango Solar LLC
AH1-203,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-Somerset 115 kV,PENELEC,42.00,Solar,PA,Somerset,"Turnpike Solar, LLC"
AH1-205,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-New Baltimore 115kV,PENELEC,16.00,Storage,PA,Somerset,Mango Solar LLC
AG2-411,PJM,2021-03-31,Active,,,TC2,PHASE 2,Statler Hill 115 kV,PENELEC,40.70,Solar,PA,Somerset,Iris Energy LLC
AG2-090,PJM,2021-01-26,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Scalp Level 23 kV IV,PENELEC,8.40,Solar,PA,Somerset,Neptune Solar LLC
AF2-381,PJM,2020-04-01,Withdrawn,2024-06-21,2023-06-30,TC1,PHASE 1,Bedford North-Central City West 115 kV,PENELEC,40.20,Solar,PA,Somerset,"Panther Run Solar, LLC"
AF2-412,PJM,2020-03-31,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Mainesburg 115 kV,PENELEC,100.00,Storage,PA,Tioga,Elk Run LLC
AH1-160,PJM,2021-08-31,Withdrawn,2025-03-28,2023-11-01,TC2,APPLICATION REVIEW,Tower Hill 34.5 kV,PENELEC,13.30,Solar,PA,Tioga,ASD Warner PA2 Solar LLC
AH1-158,PJM,2021-09-01,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV III,PENELEC,30.00,Storage,PA,Venango,Deal Solar LLC
AH1-050,PJM,2021-07-07,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV,PENELEC,30.00,Solar,PA,Venango,Deal Solar LLC
AH1-051,PJM,2021-07-07,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV II,PENELEC,18.00,Solar,PA,Venango,Deal Solar LLC
AF2-164,PJM,2020-03-17,Withdrawn,2024-06-21,2023-09-15,TC1,PHASE 1,Handsome Lake 345 kV,PENELEC,48.00,Solar,PA,Venango,Heartland Solar LLC
AG2-420,PJM,2021-03-30,Active,,,TC2,PHASE 2,Eclipse #2 34.5 kV,PENELEC,14.00,Hybrid,PA,Venango,Bear Oak Solar LLC
AG2-200,PJM,2021-03-02,Active,,,TC2,PHASE 2,North Warren - Russell 34.5 kV,PENELEC,10.20,Solar,PA,Warren,Sugaree Solar LLC
AH1-545,PJM,2021-09-10,Active,,,TC2,PHASE 2,Wylie Ridge-Tidd 345kV,APS,20.00,Solar,PA,Washington,"Cornerstone Solar, LLC"
AH1-140,PJM,2021-07-30,Withdrawn,2025-12-02,2027-12-31,TC2,Decision Point 1,Vasco 138 kV,APS,115.00,Hybrid,PA,Westmoreland,"Red Stone Renewables, LLC"
AH1-076,PJM,2021-07-29,Withdrawn,2025-03-14,2023-12-31,TC2,APPLICATION REVIEW,Loyalhanna - Reed Junction 25 kV,APS,9.00,Solar,PA,Westmoreland,CP Loyalhanna Creek LLC
AG2-439,PJM,2021-03-30,Withdrawn,2025-12-02,2028-02-01,TC2,Decision Point 1,Oxbow 34.5 kV,PENELEC,5.30,Solar,PA,Wyoming,Field Brook Solar LLC
AH1-046,PJM,2021-07-01,Withdrawn,2025-04-25,2023-06-01,TC2,PHASE 1,Peach Bottom 500 kV,PECO,15.00,Solar,PA,York,"Calpine Mid Merit, LLC"
AH1-535,PJM,2021-09-10,Active,,,TC2,PHASE 2,Nagel - Cane River 230 kV,AEP,40.00,Hybrid,TN,Hawkins,"Pecan Flats Energy, LLC"
AF2-302,PJM,2020-03-30,Withdrawn,2025-01-22,2022-12-12,TC1,PHASE 2,Scottsville-Colleen 138 kV,AEP,12.00,Solar,VA,Albemarle,"Vista Energy Facility, LLC"
AF1-323,PJM,2019-09-30,Withdrawn,2025-01-22,2022-12-12,TC1,PHASE 2,Scottsville-Colleen 138 kV,AEP,33.00,Solar,VA,Albemarle,"Vista Energy Facility, LLC"
AG1-022,PJM,2020-05-26,Withdrawn,2025-01-22,2023-12-12,TC1,PHASE 2,Scottsville-Colleen 138 kV,AEP,12.00,Solar,VA,Albemarle,"Vista Energy Facility, LLC"
AG1-021,PJM,2020-05-26,Done,,2023-12-12,TC1,FINAL AGREEMENT,Jetersville-Ponton 115 kV,Dominion,10.80,Solar,VA,Amelia,"Amelia Energy Facility, LLC"
AF1-294,PJM,2019-09-30,Done,,2022-12-01,TC1,FINAL AGREEMENT,Jetersville-Ponton 115 kV,Dominion,22.20,Solar,VA,Amelia,"Amelia Energy Facility, LLC"
AF2-115,PJM,2020-02-28,Done,,2022-12-01,TC1,FINAL AGREEMENT,Jetersville-Ponton 115 kV,Dominion,13.50,Solar,VA,Amelia,"Amelia Energy Facility, LLC"
AH1-280,PJM,2021-09-09,Active,,,TC2,PHASE 2,Jetersville-Ponton 115 kV,Dominion,12.00,Solar,VA,Amelia,"Amelia Energy Facility, LLC"
AG1-123,PJM,2020-08-31,Withdrawn,2024-06-21,2024-12-01,TC1,PHASE 1,Amherst 69 kV,AEP,38.50,Solar,VA,Amherst,"Five Oaks Solar Project, LLC"
AG1-494,PJM,2020-09-30,Withdrawn,2025-11-03,2023-12-01,TC1,PHASE 3,Boxwood-Riverville 138 kV,AEP,20.00,Storage,VA,Amherst,"Mainspring Grid, LLC"
AG2-049,PJM,2020-11-20,Active,,2027-06-01,TC2,PHASE 2,Van Dorn 34.5 kV,Dominion,20.00,Other,VA,Arlington,"Reworld REC LLC,Reworld REC, LLC"
AG1-537,PJM,2020-09-30,Withdrawn,2025-01-22,2024-10-01,TC1,PHASE 2,Barterbrook-Stuarts Draft 115 kV,Dominion,32.00,Storage,VA,Augusta,"Chestnut Storage, LLC"
AG1-195,PJM,2020-09-18,Withdrawn,2024-06-24,2023-12-31,TC1,PHASE 1,Valley 230 kV,Dominion,150.00,Hybrid,VA,Augusta,Hecate Energy Weyers Cave LLC
AG1-196,PJM,2020-09-18,Withdrawn,2024-06-24,2023-12-31,TC1,PHASE 1,Grottoes 115 kV,Dominion,150.00,Hybrid,VA,Augusta,Hecate Energy Grottoes Solar LLC
AG1-421,PJM,2020-09-30,Withdrawn,2024-06-24,2023-12-29,TC1,PHASE 1,Lexington-Dooms 230 kV,Dominion,120.00,Solar,VA,Augusta,"Leeward Renewable Energy Development, LLC"
AG1-422,PJM,2020-09-30,Withdrawn,2024-06-24,2023-12-29,TC1,PHASE 1,Lexington-Dooms 230 kV,Dominion,50.00,Storage,VA,Augusta,"Leeward Renewable Energy Development, LLC"
AG2-311,PJM,2021-03-23,Withdrawn,2025-12-02,2031-07-01,TC2,Decision Point 1,Smith Mountain 138 kV,AEP,52.50,Storage,VA,Bedford,"Smith Mountain Storage, LLC"
AG2-570,PJM,2021-03-31,Active,,,TC2,PHASE 2,Heritage - Wake 500 kV,Dominion,100.00,Solar,VA,Brunswick,"Zeus Energy, LLC"
AG2-571,PJM,2021-03-31,Active,,,TC2,PHASE 2,Heritage - Wake 500 kV,Dominion,40.00,Storage,VA,Brunswick,"Zeus storage, LLC"
AG2-068,PJM,2020-12-30,Active,,,TC2,PHASE 2,Heritage - Wake 500 kV,Dominion,60.00,Solar,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-069,PJM,2020-12-30,Active,,,TC2,PHASE 2,Heritage - Wake 500 kV,Dominion,90.00,Solar,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-580,PJM,2021-01-29,Withdrawn,2025-03-06,2024-10-01,TC2,APPLICATION REVIEW,Rawlings-Clover 500 kV,Dominion,90.00,Solar,VA,Brunswick,"Bellflower Holdings, LLC"
AG2-581,PJM,2021-01-29,Active,,,TC2,PHASE 2,Rawlings - Unity 500 kV,Dominion,90.00,Solar,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG1-428,PJM,2020-09-30,Withdrawn,2025-01-22,2024-12-31,TC1,PHASE 2,Danieltown DP–Brunswick 69 kV ,Dominion,28.08,Solar,VA,Brunswick,"ACE Development Company II, LLC"
AG1-505,PJM,2020-09-30,Withdrawn,2024-06-24,2024-07-01,TC1,PHASE 1,Rawlings-Clover 500 kV,Dominion,90.00,Solar,VA,Brunswick,"Bellflower Holdings, LLC"
AG1-506,PJM,2020-09-30,Withdrawn,2024-06-24,2024-07-01,TC1,PHASE 1,Rawlings-Clover 500 kV,Dominion,90.00,Solar,VA,Brunswick,"Bellflower Holdings, LLC"
