Project ID,ISO,Status,Queue Date,Proposed Date,Transmission Owner,Service Type,County,State,Study Cycle,Study Group,MW Capacity,Fuel Type
GEN-2017-232,SPP,Done,2017-11-28,2020-06-01,OGE,ERIS/NRIS,Bryan County,OK,DISIS-2017-002,04 SOUTHEAST,52.20,Solar
GEN-2017-231,SPP,Done,2017-11-28,2020-06-01,OGE,ERIS/NRIS,Franklin County,AR,DISIS-2017-002,04 SOUTHEAST,72.50,Solar
GEN-2017-230,SPP,Done,2017-11-28,2020-06-01,OGE,ERIS/NRIS,Lincoln County,OK,DISIS-2017-002,04 SOUTHEAST,72.50,Solar
GEN-2017-227,SPP,Done,2017-11-30,2020-12-31,WERE,ERIS/NRIS,Sedwick County,KS,DISIS-2017-002,03 CENTRAL,201.60,Storage
GEN-2017-226,SPP,Done,2017-11-30,2020-12-01,WERE,ERIS/NRIS,Sedgwick County,KS,DISIS-2017-002,03 CENTRAL,201.60,Solar
GEN-2017-222,SPP,Done,2017-11-30,2020-10-06,WAPA,ERIS,Denison,IA,DISIS-2017-002,01 NORTH,180.00,Wind
GEN-2017-221,SPP,Done,2017-11-30,2020-12-31,WERE,ERIS/NRIS,Sedgwick,KS,DISIS-2017-002,03 CENTRAL,152.00,Storage
GEN-2017-220,SPP,Done,2017-11-30,2020-12-01,WERE,ERIS/NRIS,Sedgwick,KS,DISIS-2017-002,03 CENTRAL,201.60,Solar
GEN-2017-215,SPP,Done,2017-11-30,2020-12-01,BEPC,ERIS/NRIS,Ward,ND,DISIS-2017-002,01 NORTH,100.00,Wind
GEN-2017-214,SPP,Done,2017-11-30,2020-12-01,BEPC,ERIS/NRIS,Ward,ND,DISIS-2017-002,01 NORTH,100.00,Wind
GEN-2017-201,SPP,Done,2017-11-30,2022-12-01,NPPD,ERIS/NRIS,Wayne County,NE,DISIS-2017-002,02 NEBRASKA,250.00,Wind
GEN-2017-198,SPP,Done,2017-11-30,2022-12-01,OPPD,ERIS,Omaha,NE,DISIS-2017-002,02 NEBRASKA,11.64,Storage
GEN-2017-196,SPP,Done,2017-11-30,2020-12-01,KCPL,ERIS/NRIS,Johnson,KS,DISIS-2017-002,03 CENTRAL,128.00,Storage
GEN-2017-195,SPP,Done,2017-11-30,2020-12-01,KCPL,ERIS/NRIS,Johnson,KS,DISIS-2017-002,03 CENTRAL,500.40,Solar
GEN-2017-188,SPP,Done,2017-11-30,2020-12-31,EDE,ERIS,Barry,MO,DISIS-2017-002,03 CENTRAL,130.00,Solar
GEN-2017-187,SPP,Done,2017-11-30,2020-12-31,SPS,ERIS,Terry,TX,DISIS-2017-002,05 SOUTHWEST,150.00,Solar
GEN-2017-184,SPP,Done,2017-11-29,2021-12-01,KCPL,ERIS/NRIS,Hodgeman/Ford,KS,DISIS-2017-002,03 CENTRAL,400.00,Solar
GEN-2017-183,SPP,Done,2017-11-29,2021-12-01,KCPL,ERIS/NRIS,Hodgeman/Ford,KS,DISIS-2017-002,03 CENTRAL,400.00,Wind
GEN-2017-182,SPP,Done,2017-11-29,2020-12-01,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2017-002,02 NEBRASKA,128.00,Wind
GEN-2017-181,SPP,Done,2017-11-29,2020-12-01,NPPD,ERIS/NRIS,Lancaster,NE,DISIS-2017-002,02 NEBRASKA,300.00,Wind
GEN-2017-178,SPP,Done,2017-11-29,2020-12-31,OGE,ERIS/NRIS,Garfield,OK,DISIS-2017-002,04 SOUTHEAST,52.00,Storage
GEN-2017-175,SPP,Done,2017-11-29,2023-09-30,WAPA,ERIS,Turner,SD,DISIS-2017-002,01 NORTH,270.00,Wind
GEN-2017-173,SPP,Done,2017-11-29,2020-12-01,AEP,ERIS/NRIS,Stephen,OK,DISIS-2017-002,04 SOUTHEAST,50.00,Solar
GEN-2017-172,SPP,Done,2017-11-29,2020-12-01,AEP,ERIS/NRIS,Stephen,OK,DISIS-2017-002,04 SOUTHEAST,50.00,Solar
GEN-2017-171,SPP,Done,2017-11-29,2020-12-01,AEP,ERIS/NRIS,Stephen,OK,DISIS-2017-002,04 SOUTHEAST,150.00,Solar
GEN-2017-164,SPP,Done,2017-11-29,2020-12-01,OGE,ERIS/NRIS,Garfield,OK,DISIS-2017-002,04 SOUTHEAST,250.00,Solar
GEN-2017-158,SPP,Done,2017-11-29,2020-12-31,SPS,ERIS,Parmer/Castro,TX,DISIS-2017-002,05 SOUTHWEST,265.00,Wind
GEN-2017-151,SPP,Done,2017-11-28,2020-10-31,SPS,ERIS,Crosby,TX,DISIS-2017-002,05 SOUTHWEST,300.00,Wind
GEN-2017-150,SPP,Done,2017-11-28,2020-12-01,OGE,ERIS/NRIS,Grady,OK,DISIS-2017-002,04 SOUTHEAST,250.00,Solar
GEN-2017-149,SPP,Done,2017-11-27,2020-12-01,OGE,ERIS/NRIS,Johnston,OK,DISIS-2017-002,04 SOUTHEAST,258.00,Wind
GEN-2017-146,SPP,Done,2017-11-27,2020-10-31,SPS,ERIS,Castro,TX,DISIS-2017-002,05 SOUTHWEST,151.80,Wind
GEN-2017-144,SPP,Done,2017-11-27,2021-12-31,NPPD,ERIS,"Holt, Antelope, Wheeler",NE,DISIS-2017-002,02 NEBRASKA,200.00,Wind
GEN-2017-141,SPP,Done,2017-11-22,2020-12-01,AEP,ERIS/NRIS,Wagoner,OK,DISIS-2017-002,04 SOUTHEAST,241.70,Solar
GEN-2017-140,SPP,Done,2017-11-22,2020-12-01,AEP,ERIS/NRIS,Wagoner,OK,DISIS-2017-002,04 SOUTHEAST,160.00,Solar
GEN-2017-137,SPP,Done,2017-11-22,2020-12-01,OGE,ERIS/NRIS,Oklahoma,OK,DISIS-2017-002,04 SOUTHEAST,295.00,Wind
GEN-2017-134,SPP,Done,2017-11-22,2020-12-01,OGE,ERIS/NRIS,Oklahoma,OK,DISIS-2017-002,04 SOUTHEAST,250.00,Wind
GEN-2017-133,SPP,Done,2017-11-22,2020-12-01,OGE,ERIS/NRIS,Oklahoma,OK,DISIS-2017-002,04 SOUTHEAST,200.00,Wind
GEN-2017-121,SPP,Done,2017-11-17,2021-12-01,WERE,ERIS/NRIS,Sumner,KS,DISIS-2017-002,03 CENTRAL,200.00,Wind
GEN-2017-117,SPP,Done,2017-11-17,2020-12-01,WFEC,ERIS/NRIS,Canadian,OK,DISIS-2017-002,04 SOUTHEAST,19.80,Storage
GEN-2017-108,SPP,Done,2017-08-26,2022-12-01,KCPL,ERIS/NRIS,Henry County,MO,DISIS-2017-002,03 CENTRAL,400.00,Solar
GEN-2017-105,SPP,Done,2017-07-12,2018-12-15,OPPD,ERIS/NRIS,Burt County,NE,DISIS-2017-002,02 NEBRASKA,75.00,Wind
GEN-2017-100,SPP,Done,2017-05-31,2019-12-31,SPS,ERIS/NRIS,Texas County,OK,DISIS-2017-001,05 SOUTHWEST,102.60,Solar
GEN-2017-097,SPP,Done,2017-05-31,2022-01-09,WAPA,ERIS,Pennington County,SD,DISIS-2017-001,01 NORTH,128.00,Solar
GEN-2017-094,SPP,Done,2017-05-24,2020-10-06,WAPA,ERIS,Wessington/Hand Counties,SD,DISIS-2017-001,01 NORTH,200.00,Wind
GEN-2017-092,SPP,Done,2017-05-30,2023-06-01,OGE,ERIS,Muskogee County,OK,DISIS-2017-001,04 SOUTHEAST,200.00,Solar
GEN-2017-086,SPP,Done,2017-05-25,2021-12-01,WERE,ERIS,Harper County,KS,DISIS-2017-001,03 CENTRAL,150.00,Wind
GEN-2017-082,SPP,Done,2017-05-31,2020-07-01,EDE,ERIS,Barton/Jasper Counties,MO,DISIS-2017-001,03 CENTRAL,149.40,Wind
GEN-2017-077,SPP,Done,2017-05-28,2021-12-01,AEP,ERIS,Mayes County,OK,DISIS-2017-001,04 SOUTHEAST,124.70,Solar
GEN-2017-075,SPP,Done,2017-05-28,2021-12-01,OGE,ERIS,Johnston County,OK,DISIS-2017-001,04 SOUTHEAST,200.00,Solar
GEN-2017-074,SPP,Done,2017-05-28,2021-12-01,AEP,ERIS,Mayes County,OK,DISIS-2017-001,04 SOUTHEAST,72.50,Solar
GEN-2017-073,SPP,Done,2017-05-28,2021-12-01,GRDA,ERIS,Mayes County,OK,DISIS-2017-001,04 SOUTHEAST,72.50,Solar
GEN-2017-072,SPP,Done,2017-05-28,2021-12-01,OGE,ERIS,Payne County,OK,DISIS-2017-001,04 SOUTHEAST,52.20,Solar
GEN-2017-071,SPP,Done,2017-05-28,2021-12-01,OGE,ERIS,Payne County,OK,DISIS-2017-001,04 SOUTHEAST,124.70,Solar
GEN-2017-068,SPP,Done,2017-05-30,2020-12-31,WERE,ERIS/NRIS,Sumner County,KS,DISIS-2017-001,03 CENTRAL,103.50,Solar
GEN-2017-061,SPP,Done,2017-05-28,2021-12-01,GRDA,ERIS,Mayes County,OK,DISIS-2017-001,04 SOUTHEAST,101.50,Solar
GEN-2017-060,SPP,Done,2017-05-30,2020-09-01,EDE,ERIS,Barton County,MO,DISIS-2017-001,03 CENTRAL,149.40,Wind
GEN-2017-057,SPP,Done,2017-05-30,2021-12-01,AEP,ERIS,Caddo Parish,LA,DISIS-2017-001,04 SOUTHEAST,72.50,Solar
GEN-2017-047,SPP,Done,2017-05-18,2019-12-31,SPS,ERIS/NRIS,Beaver County,OK,DISIS-2017-001,05 SOUTHWEST,102.00,Wind
GEN-2017-040,SPP,Done,2017-05-31,2020-06-01,OGE,ERIS,Ochiltree County,TX,DISIS-2017-001,04 SOUTHEAST,200.10,Solar
GEN-2017-036,SPP,Done,2017-05-31,2022-12-01,AEP,ERIS,Kiowa County,OK,DISIS-2017-001,04 SOUTHEAST,100.00,Solar
GEN-2017-033,SPP,Done,2017-05-31,2020-12-31,AEP,ERIS,Baylor County,TX,DISIS-2017-001,05 SOUTHWEST,200.00,Wind
GEN-2017-027,SPP,Done,2017-05-31,2021-11-01,OGE,ERIS,Carter County,OK,DISIS-2017-001,04 SOUTHEAST,140.00,Wind
GEN-2017-023,SPP,Done,2017-05-31,,WFEC,ERIS/NRIS,Choctaw County,OK,DISIS-2017-001,04 SOUTHEAST,85.00,Solar
GEN-2017-022,SPP,Done,2017-05-31,2019-12-01,WERE,ERIS/NRIS,Wilson County,KS,DISIS-2017-001,03 CENTRAL,65.00,Solar
GEN-2017-018,SPP,Done,2017-05-30,2020-12-31,ITCGP,ERIS/NRIS,Barber County,KS,DISIS-2017-001,03 CENTRAL,189.00,Solar
GEN-2017-014,SPP,Done,2017-05-22,2020-12-01,WAPA,ERIS,Haakon County,SD,DISIS-2017-001,01 NORTH,300.00,Wind
GEN-2017-010,SPP,Done,2017-04-14,2022-10-31,BEPC,ERIS,Bowman County,ND,DISIS-2017-001,01 NORTH,200.10,Wind
GEN-2017-009,SPP,Done,2017-04-14,2020-10-31,WERE,ERIS,Neoshoe County,KS,DISIS-2017-001,03 CENTRAL,302.00,Wind
GEN-2017-005,SPP,Done,2017-04-14,2020-12-31,WERE,ERIS,Bourbon and Crawford Counties,OK,DISIS-2017-001,03 CENTRAL,190.00,Wind
GEN-2017-004,SPP,Done,2017-04-14,2021-12-31,ITCGP,ERIS,Cloud County,KS,DISIS-2017-001,03 CENTRAL,201.60,Wind
GEN-2016-177,SPP,Done,2017-01-23,,SPS,ERIS,Gaines,TX,DISIS-2016-002-1,05 SOUTHWEST,17.00,Thermal
GEN-2016-176,SPP,Done,2016-12-15,2019-12-31,WERE,ERIS,Nemaha County,KS,DISIS-2016-002-1,03 CENTRAL,302.00,Wind
GEN-2016-174,SPP,Done,2016-11-30,2019-09-15,WERE,ERIS,Nemaha,KS,DISIS-2016-002-1,03 CENTRAL,302.00,Wind
GEN-2016-167,SPP,Done,2016-11-29,2023-09-01,AEP,ERIS/NRIS,Caddo Parish,LA,DISIS-2016-002-1,04 SOUTHEAST,73.50,Solar
GEN-2016-160,SPP,Done,2016-11-21,2023-10-02,MIDW,ERIS/NRIS,Ellis,KS,DISIS-2016-002-1,03 CENTRAL,20.00,Storage
GEN-2016-153,SPP,Done,2016-11-30,2019-10-30,WERE,ERIS,Harper County,KS,DISIS-2016-002-1,03 CENTRAL,134.00,Wind
GEN-2016-151,SPP,Done,2016-11-30,2019-09-15,BEPC,ERIS,Burke,ND,DISIS-2016-002-1,01 NORTH,202.00,Wind
GEN-2016-150,SPP,Done,2016-11-30,2022-09-22,WERE,ERIS,Nemaha,KS,DISIS-2016-002-1,03 CENTRAL,302.00,Wind
GEN-2016-149,SPP,Done,2016-11-30,2019-09-15,WERE,ERIS,Washington,KS,DISIS-2016-002-1,03 CENTRAL,302.00,Wind
GEN-2016-147,SPP,Done,2016-11-30,2019-09-15,Tri-State,ERIS,Cheyenne,NE,DISIS-2016-002-1,02 NEBRASKA,40.00,Solar
GEN-2016-146,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,175.00,Wind
GEN-2016-145,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,175.00,Wind
GEN-2016-142,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,350.00,Wind
GEN-2016-141,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,350.00,Wind
GEN-2016-139,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,100.00,Wind
GEN-2016-138,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,187.50,Wind
GEN-2016-137,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,187.50,Wind
GEN-2016-134,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS, Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,187.50,Wind
GEN-2016-133,SPP,Done,2016-11-29,2020-09-01,AEP,ERIS,Texas,OK,DISIS-2016-002-1,04 SOUTHEAST,187.50,Wind
GEN-2016-132,SPP,Done,2016-11-30,2017-12-31,AEP,ERIS,Roger Mills,OK,DISIS-2016-002-1,04 SOUTHEAST,6.10,Wind
GEN-2016-130,SPP,Done,2016-11-30,2019-09-15,BEPC,ERIS,Mercer,ND,DISIS-2016-002-1,01 NORTH,202.00,Wind
GEN-2016-128,SPP,Done,2016-11-30,2019-09-15,OGE,ERIS,Alfalfa,OK,DISIS-2016-002-1,04 SOUTHEAST,176.00,Wind
GEN-2016-126,SPP,Done,2016-11-30,2019-12-31,OGE,ERIS/NRIS,Murray,OK,DISIS-2016-002-1,04 SOUTHEAST,172.50,Wind
GEN-2016-125,SPP,Done,2016-11-30,2019-12-31,SPS,ERIS,Roosevelt,NM,DISIS-2016-002-1,05 SOUTHWEST,74.00,Wind
GEN-2016-124,SPP,Done,2016-11-30,2019-12-31,SPS,ERIS,Roosevelt,NM,DISIS-2016-002-1,05 SOUTHWEST,150.00,Wind
GEN-2016-123,SPP,Done,2016-11-30,2019-12-31,SPS,ERIS,Roosevelt,NM,DISIS-2016-002-1,05 SOUTHWEST,298.00,Wind
GEN-2016-121,SPP,Done,2016-11-22,2022-10-01,SPS,ERIS,Lea,NM,DISIS-2016-002-1,05 SOUTHWEST,110.00,Solar
GEN-2016-119,SPP,Done,2016-11-30,2020-05-15,OGE,ERIS,Kingfisher,OK,DISIS-2016-002-1,04 SOUTHEAST,600.00,Wind
GEN-2016-118,SPP,Done,2016-11-30,2021-05-15,WFEC,ERIS,Kingfisher,OK,DISIS-2016-002-1,04 SOUTHEAST,288.00,Wind
GEN-2016-115,SPP,Done,2016-11-30,2020-11-16,GMO,ERIS,Atchison,MO,DISIS-2016-002-1,03 CENTRAL,300.00,Wind
GEN-2016-111,SPP,Done,2016-11-30,2019-09-15,WERE,ERIS,McPherson,KS,DISIS-2016-002-1,03 CENTRAL,302.00,Wind
GEN-2016-102,SPP,Done,2016-11-07,2023-11-01,OGE,ERIS/NRIS,Pontotoc,OK,DISIS-2016-002-1,04 SOUTHEAST,147.50,Wind
GEN-2016-097,SPP,Done,2016-10-19,2020-09-01,AEP,ERIS/NRIS,Caddo,OK,DISIS-2016-002-1,04 SOUTHEAST,100.00,Wind
GEN-2016-095,SPP,Done,2020-12-01,2020-09-01,AEP,ERIS/NRIS,Caddo,OK,DISIS-2016-002-1,04 SOUTHEAST,200.00,Wind
GEN-2016-094,SPP,Done,2016-10-31,2020-10-01,WAPA,ERIS,Hyde,SD,DISIS-2016-002-1,01 NORTH,200.00,Wind
GEN-2016-091,SPP,Done,2016-10-03,2020-05-06,AEP,ERIS,Caddo,OK,DISIS-2016-002-1,04 SOUTHEAST,303.60,Wind
GEN-2016-087,SPP,Done,2016-07-25,2019-11-15,WAPA,ERIS,Campbell,SD,DISIS-2016-002-1,01 NORTH,98.90,Wind
GEN-2016-075,SPP,Done,2016-03-31,2017-12-31,WAPA,ERIS,Holt,NE,DISIS-2016-001-3,02 NEBRASKA,50.00,Wind
GEN-2016-074,SPP,Done,2016-04-14,2020-10-30,NPPD,ERIS,Custer,NE,DISIS-2016-002-1,02 NEBRASKA,200.00,Wind
GEN-2016-071,SPP,Done,2016-03-30,2018-09-30,OGE,ERIS,Kay,OK,DISIS-2016-001-3,04 SOUTHEAST,64.60,Wind
GEN-2016-070,SPP,Done,2016-03-30,2016-11-01,SPS,ERIS,Carson,TX,DISIS-2016-001-3,05 SOUTHWEST,5.30,Wind
GEN-2016-068,SPP,Done,2016-03-30,2020-09-18,OGE,ERIS,Garfield,OK,DISIS-2016-001-3,04 SOUTHEAST,250.00,Wind
GEN-2016-067,SPP,Done,2016-03-31,2017-11-01,SUNC,ERIS,Thomas,KS,DISIS-2016-001-3,03 CENTRAL,73.60,Wind
GEN-2016-061,SPP,Done,2016-03-29,2017-12-01,OGE,ERIS,Garfield/Noble,OK,DISIS-2016-001-3,04 SOUTHEAST,250.70,Wind
GEN-2016-057,SPP,Done,2016-03-31,2018-08-31,OGE,ERIS,"Cimarron, Texas County",OK,DISIS-2016-001-3,04 SOUTHEAST,499.10,Wind
GEN-2016-051,SPP,Done,2016-03-30,,AEP,ERIS,Custer,OK,DISIS-2016-001-3,04 SOUTHEAST,9.80,Wind
GEN-2016-050,SPP,Done,2016-03-30,2017-12-01,NPPD,ERIS,Webster Co,NE,DISIS-2016-001-3,02 NEBRASKA,250.70,Wind
GEN-2016-047,SPP,Done,2016-03-31,2017-12-31,OGE,ERIS,Canadian,OK,DISIS-2016-001-3,04 SOUTHEAST,24.00,Thermal
GEN-2016-046,SPP,Done,2016-03-31,2018-12-01,SUNC,ERIS,Ford County,KS,DISIS-2016-001-3,03 CENTRAL,299.00,Wind
GEN-2016-045,SPP,Done,2016-03-31,2018-08-31,OGE,ERIS,"Cimarron, Texas County",OK,DISIS-2016-001-3,04 SOUTHEAST,499.10,Wind
GEN-2016-043,SPP,Done,2016-03-31,2018-09-01,NPPD,ERIS,Wayne County,NE,DISIS-2016-001-3,02 NEBRASKA,230.00,Wind
GEN-2016-037,SPP,Done,2016-03-31,2021-06-01,AEP,ERIS,Washita County,OK,DISIS-2017-001,04 SOUTHEAST,300.00,Wind
GEN-2016-036,SPP,Done,2016-03-28,2018-11-17,WAPA,ERIS,Chippewa County,MN,DISIS-2016-002-1,01 NORTH,44.60,Wind
GEN-2016-032,SPP,Done,2016-03-30,2023-02-01,OGE,ERIS/NRIS,Kingfisher Co,OK,DISIS-2016-001-3,04 SOUTHEAST,200.00,Wind
GEN-2016-030,SPP,Done,2016-03-30,2021-08-28,OGE,ERIS/NRIS,Johnston Co,OK,DISIS-2016-001-3,04 SOUTHEAST,100.00,Solar
GEN-2016-028,SPP,Done,2016-03-29,2018-12-31,AEP,ERIS,Le Flore Co,OK,DISIS-2016-001-3,04 SOUTHEAST,100.00,Wind
GEN-2016-022,SPP,Done,2016-03-31,2017-12-31,OGE,ERIS,"Newkirk, Kay County",OK,DISIS-2016-001-3,04 SOUTHEAST,151.80,Wind
GEN-2016-021,SPP,Done,2016-03-31,2018-12-01,NPPD,ERIS,Dixon County,NE,DISIS-2016-001-3,02 NEBRASKA,298.47,Wind
GEN-2016-020,SPP,Done,2016-04-01,2018-12-31,WFEC,ERIS,Woodward County,OK,DISIS-2016-001-3,04 SOUTHEAST,148.40,Wind
GEN-2016-017,SPP,Done,2016-03-29,2017-12-01,BEPC,ERIS,Hyde County,SD,DISIS-2016-001-3,01 NORTH,250.24,Wind
GEN-2016-014,SPP,Done,2016-03-29,2003-04-25,EDE,ERIS,Joplin,MO,DISIS-2016-001-3,03 CENTRAL,10.00,Thermal
GEN-2016-013,SPP,Done,2016-03-29,2003-04-25,EDE,ERIS,Joplin,MO,DISIS-2016-001-3,03 CENTRAL,10.00,Thermal
GEN-2016-009,SPP,Done,2016-03-24,2018-09-30,OGE,ERIS,Ponca City,OK,DISIS-2016-001-3,03 CENTRAL,29.00,Thermal
GEN-2016-004,SPP,Done,2016-03-10,2022-10-05,BEPC,ERIS/NRIS,Oliver,ND,DISIS-2016-001-3,01 NORTH,202.00,Wind
GEN-2016-003,SPP,Done,2016-03-15,2017-12-31,OGE,ERIS,Ellis,OK,DISIS-2016-001-3,04 SOUTHEAST,248.40,Wind
GEN-2015-096,SPP,Done,2015-10-19,2017-12-31,BEPC,ERIS,Hettinger County,ND,DISIS-2015-002-7,01 NORTH,150.00,Wind
GEN-2015-090,SPP,Done,2015-09-29,2017-12-01,WERE,ERIS,Pratt,KS,DISIS-2015-002-7,03 CENTRAL,220.00,Wind
GEN-2015-089,SPP,Done,2015-10-13,2017-06-30,WAPA,ERIS,Bon Homme,SD,DISIS-2016-001-3,01 NORTH,200.00,Wind
GEN-2015-088,SPP,Done,2015-09-30,2019-01-01,NPPD,ERIS/NRIS,Saline,NE,DISIS-2015-002-7,02 NEBRASKA,300.00,Wind
GEN-2015-082,SPP,Done,2015-09-28,2017-12-01,OGE,ERIS,Beaver,OK,DISIS-2016-001-3,05 SOUTHWEST,200.00,Wind
GEN-2015-073,SPP,Done,2015-09-28,2018-12-31,WERE,ERIS/NRIS,Lyon County,KS,DISIS-2015-002-7,03 CENTRAL,200.10,Wind
GEN-2015-069,SPP,Done,2015-09-21,2017-12-01,WERE,ERIS,Dickenson / Marion Counties,KS,DISIS-2015-002-7,03 CENTRAL,300.00,Wind
GEN-2015-066,SPP,Done,2015-10-07,2017-12-01,OGE,ERIS,Pawnee,OK,DISIS-2015-002-7,04 SOUTHEAST,219.96,Wind
GEN-2015-065,SPP,Done,2015-10-07,2017-11-01,SUNC,ERIS,Thomas County,KS,DISIS-2015-002-7,03 CENTRAL,202.40,Wind
GEN-2015-064,SPP,Done,2015-10-07,2017-11-01,SUNC,ERIS,Thomas County,KS,DISIS-2015-002-7,03 CENTRAL,197.80,Wind
GEN-2015-063,SPP,Done,2015-10-06,2017-12-01,OGE,ERIS,Kingfisher County,OK,DISIS-2015-002-7,04 SOUTHEAST,300.00,Wind
GEN-2015-057,SPP,Done,2015-10-06,2016-12-01,OGE,ERIS,Grady County,OK,DISIS-2015-002-7,04 SOUTHEAST,100.00,Wind
GEN-2015-052,SPP,Done,2015-10-05,2017-12-01,WERE,ERIS,Sumner,KS,DISIS-2015-002-7,03 CENTRAL,300.00,Wind
GEN-2015-048,SPP,Done,2015-10-05,2017-12-01,OGE,ERIS,"Major County, OK",OK,DISIS-2015-002-7,04 SOUTHEAST,200.00,Wind
GEN-2015-047,SPP,Done,2015-10-05,2017-12-01,OGE,ERIS,Noble County,OK,DISIS-2015-002-7,04 SOUTHEAST,300.00,Wind
GEN-2015-046,SPP,Done,2015-10-05,2017-12-01,BEPC,ERIS,Williams County,ND,DISIS-2015-002-7,01 NORTH,300.00,Wind
GEN-2015-045,SPP,Done,2015-10-05,2017-12-01,AEP,ERIS,Grady County,OK,DISIS-2015-002-7,04 SOUTHEAST,10.30,Storage
GEN-2015-041,SPP,Done,2015-09-30,2015-07-01,SPS,ERIS,Hale County,TX,DISIS-2016-001,05 SOUTHWEST,5.00,Thermal
GEN-2015-036,SPP,Done,2015-09-10,2017-12-31,OGE,ERIS,Johnston County,OK,DISIS-2016-001-3,04 SOUTHEAST,303.60,Wind
GEN-2015-034,SPP,Done,2015-08-28,2017-10-31,OGE,ERIS,Kay County,OK,DISIS-2015-002-7,04 SOUTHEAST,200.00,Wind
GEN-2015-025,SPP,Done,2015-03-26,2016-12-31,WERE,ERIS,Pratt,KS,DISIS-2015-001-4,03 CENTRAL,220.00,Wind
GEN-2015-024,SPP,Done,2015-03-26,2016-12-31,WERE,ERIS,Pratt County,KS,DISIS-2015-001-4,03 CENTRAL,220.00,Wind
GEN-2015-023,SPP,Done,2015-03-31,2019-12-31,NPPD,ERIS/NRIS,Antelope & Wheeler County,NE,DISIS-2015-001-4,02 NEBRASKA,300.70,Wind
GEN-2015-021,SPP,Done,2015-04-01,2016-12-31,SUNC,ERIS/NRIS,Stanton,KS,DISIS-2015-001-4,03 CENTRAL,20.00,Solar
GEN-2015-016,SPP,Done,2015-03-20,2017-12-31,KCPL,ERIS/NRIS,Allen County,KS,DISIS-2015-001-4,03 CENTRAL,200.00,Wind
GEN-2015-015,SPP,Done,2015-03-27,2016-07-31,OGE,ERIS/NRIS,Grant County,OK,DISIS-2015-001-4,04 SOUTHEAST,154.56,Wind
GEN-2015-014,SPP,Done,2015-03-31,2016-12-01,SPS,ERIS,Cochran County,TX,DISIS-2015-001-4,05 SOUTHWEST,150.00,Wind
GEN-2015-013,SPP,Done,2015-03-31,2016-12-01,WFEC,ERIS/NRIS,Kiowa County,OK,DISIS-2015-001-4,04 SOUTHEAST,120.00,Solar
GEN-2015-007,SPP,Done,2015-03-25,2019-11-08,NPPD,ERIS,Wayne County,NE,DISIS-2015-001-4,02 NEBRASKA,160.00,Wind
GEN-2015-005,SPP,Done,2015-03-25,2017-12-31,GMO,ERIS,DeKalb County,MO,DISIS-2015-001-4,03 CENTRAL,200.10,Wind
GEN-2015-001,SPP,Done,2015-03-04,2016-12-31,OGE,ERIS,Kay,OK,DISIS-2015-001-4,04 SOUTHEAST,200.00,Wind
GEN-2014-001IS,SPP,Done,2015-11-24,2015-12-15,WAPA,ERIS,Butte,SD,DISIS-2015-002 Prior Queued,01 NORTH,103.24,Wind
FEUS-5,SPP,Active,2025-09-15,2028-12-01,FEUS,ERIS/NRIS,La Plata,NM,RTOE Transitional Cluster,,85.00,Thermal
FEUS-4,SPP,Done,2025-06-15,2028-12-01,FEUS,ERIS/NRIS,Bloomfield,NM,RTOE Transitional Cluster,,60.00,Thermal
FEUS-3,SPP,Active,2025-06-06,2030-10-01,FEUS,ERIS/NRIS,Kirtland,NM,RTOE Transitional Cluster,,180.00,Thermal
FEUS-2,SPP,Done,2025-02-21,2026-10-01,FEUS,ERIS/NRIS,Kirtland,NM,RTOE Transitional Cluster,,60.00,Thermal
FEUS-1,SPP,Active,2024-05-27,2027-06-01,FEUS,ERIS/NRIS,Bloomfield,NM,RTOE Transitional Cluster,,60.00,Thermal
ERAS-2025-036,SPP,Active,2025-10-02,2029-06-30,SPS,ERIS/NRIS,Amarillo,TX,ERAS-2025-001,05 SOUTHWEST,140.00,Storage
ERAS-2025-035,SPP,Active,2025-10-02,2029-06-14,NWPS,ERIS/NRIS,Aberdeen,SD,ERAS-2025-001,01 NORTH,137.96,Thermal
ERAS-2025-034,SPP,Active,2025-09-29,2029-12-03,EMDE,ERIS/NRIS,Joplin,MO,ERAS-2025-001,03 CENTRAL,250.00,Thermal
ERAS-2025-033,SPP,Active,2025-10-01,2027-03-15,SEPC,ERIS/NRIS,Dodge City,KS,ERAS-2025-001,03 CENTRAL,150.00,Hybrid
