Project ID,ISO,Queue Date,Status,County,State,POI Name,MW Capacity,Fuel Type,Proposed Date,Transmission Owner,Study Cycle,Study Group,Service Type,Done Date
J3486,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Muskegon,MI,Rogers 138 kV Substation,200.00,Storage,2028-06-01 04:00:00+00:00,WOLVERINE POWER SUPPLY COOPERATIVE,DPP-2023,East (ITC),NRIS,
J3482,MISO,2024-04-16 04:00:00+00:00,Withdrawn,McLean,IL,Other_,350.00,Solar,2028-09-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,ERIS,
J3484,MISO,2024-04-12 04:00:00+00:00,Withdrawn,Union,AR,EL DORADO EHV - SAREPTA 345/115 SS 345.0kV,200.00,Solar,2027-02-28 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,ERIS,
J3487,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Vermillion,IN,CAYUGA 345,400.00,Solar,2028-09-30 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3488,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Vermillion,IN,CAYUGA 345,400.00,Storage,2028-09-30 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3490,MISO,2024-03-21 04:00:00+00:00,Withdrawn,Caldwell,KY,Caldwell County,200.00,Storage,2027-09-01 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2023,Central,NRIS,
J3491,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Posey,IN,AB Brown 345 - Gibson (Duke Terminal) 345.0kV,45.00,Solar,2028-09-30 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2023,Central,NRIS,
J3492,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Posey,IN,AB Brown 345 - Gibson (Duke Terminal) 345.0kV,45.00,Storage,2028-09-30 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2023,Central,NRIS,
J3493,MISO,2024-04-17 04:00:00+00:00,Active,McDonough,IL,Other_,200.00,Wind,2028-09-15 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,NRIS,
J3319,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Webster,LA,SAREPTA 345/115 SS,150.00,Hybrid,2028-06-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2023,South,NRIS,
J3336,MISO,2024-04-05 04:00:00+00:00,Active,Tuscola,MI,RINGLE,41.80,Wind,2027-04-01 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3335,MISO,2024-04-18 04:00:00+00:00,Withdrawn,McLean,IL,Other_,222.00,Wind,2028-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3337,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Stoddard,MO,5VANDUSER,230.00,Solar,2028-03-01 05:00:00+00:00,AMEREN MISSOURI,DPP-2023,Central,ERIS,
J3334,MISO,2024-04-05 04:00:00+00:00,Withdrawn,LaPorte,IN,MAPLE,100.00,Storage,2028-06-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3372,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Macoupin,IL,Rezzy,100.00,Storage,2028-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3400,MISO,2024-03-20 04:00:00+00:00,Active,Deuel,SD,Astoria 345kV substation,142.20,Hybrid,2028-04-19 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3402,MISO,2024-04-18 04:00:00+00:00,Active,Juneau,WI,New J1502 TO Switching Station (Emerson),200.00,Storage,2028-05-31 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2023,East (ATC),NRIS,
J3407,MISO,2024-04-11 04:00:00+00:00,Withdrawn,Manistee,MI,LINDEMAN - TIPPY 138.0kV,300.00,Thermal,2028-10-31 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3456,MISO,2024-04-18 04:00:00+00:00,Active,Tazewell,IL,San Jose Rail Switching Station,100.00,Wind,2028-05-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3457,MISO,2024-04-12 04:00:00+00:00,Active,Arkansas,AR,STUTTGART RICUSKEY - WOODWARD 230 SUB 230.0kV,215.00,Solar,2027-02-28 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,ERIS,
J3293,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Knox,IN,Edwardsport IGCC - Amo 345.0kV,250.00,Solar,2027-01-31 05:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3294,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Daviess,IN,GPC Primary - Sandborn Primary 161.0kV,200.00,Solar,2027-01-31 05:00:00+00:00,HOOSIER ENERGY,DPP-2023,Central,NRIS,
J3295,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Beauregard,LA,Cole - Penton Road 230.0kV,250.00,Solar,2027-01-31 05:00:00+00:00,CLECO POWER LLC,DPP-2023,South,NRIS,
J3296,MISO,2024-04-17 04:00:00+00:00,Active,Hamilton,IL,Hamilton,200.00,Storage,2027-01-31 05:00:00+00:00,Southern Illinois Power Cooperative,DPP-2023,Central,NRIS,
J3297,MISO,2024-04-17 04:00:00+00:00,Withdrawn,St. Clair,IL,Herzog,150.00,Storage,2027-01-31 05:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2023,Central,NRIS,
J3298,MISO,2024-04-17 04:00:00+00:00,Active,Tazewell,IL,Towerline,200.00,Storage,2027-01-31 05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2023,Central,NRIS,
J3299,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Jefferson,TX,BEVIL,150.00,Storage,2027-01-31 05:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2023,South,NRIS,
J3802,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Phillips,AR,RITCHIE SWYD - TARLETON 230.0kV,300.00,Solar,2028-09-04 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3824,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Roberts,SD,Twin Brooks 345 kV Substation,250.00,Storage,2028-09-30 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3778,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Otter Tail,MN,Fergus Falls MRES/WMMPA,100.00,Storage,2028-08-15 04:00:00+00:00,MISSOURI RIVER ENERGY SERVICES - TRANSMISSION,DPP-2023,West,NRIS,
J3776,MISO,2024-04-18 04:00:00+00:00,Active,Midland,MI,TittabawASSEe,150.00,Storage,2028-09-30 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3777,MISO,2024-04-12 04:00:00+00:00,Active,Cheboygan,MI,MC GULPIN - RIGGSVILLE (MILL CREEK) 138.0kV,91.80,Solar,2028-04-01 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3779,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Henderson,KY,AB Brown 345 - Reid EHV (BREC Terminal) 345.0kV,100.00,Wind,2026-10-15 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2023,Central,NRIS,
J3795,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Knox,MO,7FABIUS - 7MAYWOOD 345.0kV,91.00,Hybrid,2028-01-01 05:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,NRIS,
J3792,MISO,2024-04-18 04:00:00+00:00,Active,Gratiot,MI,ALMA - VESTABURG 138.0kV,125.00,Solar,2028-04-01 04:00:00+00:00,METC,DPP-2023,East (ITC),ERIS,
J3794,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Daviess,KY,Daviess County - Utica 69.0kV,50.00,Hybrid,2028-01-01 05:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2023,Central,NRIS,
J3793,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Rapides,LA,East Leesville - Rodemacher 230.0kV,100.00,Solar,2028-04-01 04:00:00+00:00,CLECO POWER LLC,DPP-2023,South,ERIS,
J3797,MISO,2024-04-18 04:00:00+00:00,Active,Edgar,IL,7KANSAS   - 08SUGCRK 345.0kV,141.23,Solar,2028-03-31 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3798,MISO,2024-03-27 04:00:00+00:00,Active,Winnebago,IA,Bison - Colby 345kV,320.00,Wind,2028-06-30 04:00:00+00:00,ITC MIDWEST,DPP-2023,West,NRIS,
J3498,MISO,2024-04-13 04:00:00+00:00,Active,Knox,IL,7FARGO - 7SANDBURG 345.0kV,250.00,Solar,2028-09-15 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,NRIS,
J3499,MISO,2024-04-14 04:00:00+00:00,Withdrawn,Kosciusko,IN,LEESBURG - DEEDSVILLE (DUKE) 345.0kV,300.00,Solar,2028-09-15 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2023,Central,NRIS,
J3501,MISO,2024-04-15 04:00:00+00:00,Withdrawn,Wexford,MI,KEYSTONE - TIPPY 138.0kV,200.00,Storage,2028-06-01 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3500,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Chisago,MN,CHISAGO COUNTY,150.00,Storage,2028-09-15 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2023,West,NRIS,
J3502,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Van Buren,MI,ARGENTA - PALISADES 345.0kV,200.00,Storage,2028-09-15 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3544,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Tama,IA,Abbott,62.00,Wind,2027-10-30 04:00:00+00:00,ITC MIDWEST,DPP-2023,West,NRIS,
J3548,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Marshall,IA,Laurel,62.00,Wind,2027-10-30 04:00:00+00:00,ITC MIDWEST,DPP-2023,West,NRIS,
J3549,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Mower,MN,NOT IN DROPDOWN MENU,484.50,Thermal,2026-06-01 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2023,West,NRIS,
J3550,MISO,2024-04-18 04:00:00+00:00,Active,Dubois,IN,Duff - Dubois 138.0 kV,200.00,Storage,2027-09-10 04:00:00+00:00,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,DPP-2023,Central,NRIS,
J3551,MISO,2024-04-18 04:00:00+00:00,Active,Mahaska,IA,BEACON,200.00,Storage,2027-09-10 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2023,West,NRIS,
J3574,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Wayne,IN,Other_,60.00,Solar,2027-10-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3608,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Henry,IN,New Castle I Avenue,77.60,Solar,2028-07-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3611,MISO,2024-04-18 04:00:00+00:00,Active,Hamilton,IL,7W_FRFT_E - 7NORRIS   345.0kV,140.00,Solar,2026-12-30 05:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3606,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Cross,AR,PARKIN - KUHN ROAD 161.0kV,197.70,Hybrid,2028-01-01 05:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3607,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Henry,IN,New Castle I Avenue,47.40,Solar,2028-07-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3612,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Sabine,LA,Fisher - Many 138.0kV,200.00,Solar,2028-09-30 04:00:00+00:00,CLECO POWER LLC,DPP-2023,South,NRIS,
J3613,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Ashley,AR,CROSSETT NORTH - HAMBURG 115.0kV,180.00,Solar,2028-09-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3614,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Ashley,AR,CROSSETT NORTH - HAMBURG 115.0kV,180.00,Storage,2028-09-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3615,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Arkansas,AR,STUTTGART NORTH SS - STUTTGART RICUSKEY 115.0kV,125.00,Solar,2028-09-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3610,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Tyler,TX,DOUCETTE,150.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2023,South,NRIS,
J3609,MISO,2024-04-02 04:00:00+00:00,Withdrawn,Beauregard,LA,NELSON 138 SWYD - LONGVILLE (CLECO) 138.0kV,93.10,Solar,2027-12-27 05:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2023,South,ERIS,
J3669,MISO,2024-04-18 04:00:00+00:00,Active,Stevens,MN,Big Stone South - Alexandria 345.0kV,135.00,Solar,2028-02-01 05:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,ERIS,
J3670,MISO,2024-04-18 04:00:00+00:00,Withdrawn,LaSalle,IL,Corbin 138 kV,100.00,Storage,2028-06-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3672,MISO,2024-04-18 04:00:00+00:00,Active,Big Stone,MN,Big Stone South - Alexandira 345kV,300.00,Wind,2028-10-30 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3671,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Shelby,IL,4NEOGA 2 - 4SHELBYVL E 138.0kV,120.00,Solar,2027-07-27 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3682,MISO,2024-04-18 04:00:00+00:00,Active,Muskegon,MI,FOUR MILE - WHITE ROAD 138.0kV,150.00,Solar,2028-04-01 04:00:00+00:00,METC,DPP-2023,East (ITC),ERIS,
J3691,MISO,2024-04-18 04:00:00+00:00,Active,White,IN,REYNOLDS,200.00,Storage,2028-05-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2023,Central,NRIS,
J3690,MISO,2024-04-16 04:00:00+00:00,Withdrawn,Scott,MO,5STODDARD - 5MORLEY (AECI) 161.0kV,300.00,Storage,2028-09-30 04:00:00+00:00,AMEREN MISSOURI,DPP-2023,Central,NRIS,
J3692,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Cheboygan,MI,PORT CALCITE - RIGGSVILLE 138.0kV,100.00,Storage,2028-05-31 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3701,MISO,2024-04-18 04:00:00+00:00,Active,Taylor,IA,ORIENT - NORTHBORO 345.0kV,400.00,Wind,2028-04-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2023,West,ERIS,
J3708,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Jefferson,TX,LEGEND,735.00,Thermal,2027-04-30 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2023,South,NRIS,
J3709,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Marion,IN,Georgetown,47.00,Storage,2028-07-31 04:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,DPP-2023,Central,NRIS,
J3715,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Jackson,IN,Other_,150.00,Hybrid,2028-08-01 04:00:00+00:00,HOOSIER ENERGY,DPP-2023,Central,NRIS,
J1896,MISO,2021-08-17 04:00:00+00:00,Withdrawn,Henderson,KY,Henderson to AB Brown 138 kV,100.00,Wind,2025-04-01 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2021,Central,NRIS,
J2207,MISO,2021-08-17 04:00:00+00:00,Withdrawn,Henderson,KY,Henderson to AB Brown 138 kV,300.00,Solar,2025-04-01 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2021,Central,NRIS,
J2125,MISO,2021-08-21 04:00:00+00:00,Withdrawn,Clay,IL,Xenia to W Mt Vernon 345 kV,100.00,Solar,2024-04-15 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2021,Central,NRIS,
J2182,MISO,2021-08-12 04:00:00+00:00,Withdrawn,Tallahatchie,MS,webb 115 kV,100.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2021,South,NRIS,
J2194,MISO,2021-08-16 04:00:00+00:00,Withdrawn,Sullivan,IN,Merom - Gibson 345 kV Line,350.00,Solar,2024-04-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2021,Central,NRIS,
J2144,MISO,2021-09-02 04:00:00+00:00,Withdrawn,Jasper,IN,Schahfer 345 kV Sub,155.20,Hybrid,2024-10-01 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2021,Central,NRIS,
J2103,MISO,2021-09-01 04:00:00+00:00,Withdrawn,Jasper,TX,Buna SW to Call Transmission Line,100.00,Solar,2024-10-04 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2021,South,NRIS,
J2286,MISO,2021-07-14 04:00:00+00:00,Withdrawn,Polk,MN,Praire - Winger 230kV,90.00,Solar,2026-10-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2021,West,NRIS,
J2076,MISO,2021-08-09 04:00:00+00:00,Withdrawn,San Jacinto,TX,COLEY CREEK to PELICAN ROAD 138 kV,225.00,Hybrid,2024-08-01 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2021,South,NRIS,
J3718,MISO,2024-03-20 04:00:00+00:00,Withdrawn,Greene,IL,Roodhouse West,200.00,Solar,2028-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3725,MISO,2024-04-18 04:00:00+00:00,Active,Louisa,IA,SUB 93 LOUISA - SUB T HASKINS 345.0kV,200.00,Solar,2028-09-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2023,West,NRIS,
J3724,MISO,2024-04-16 04:00:00+00:00,Active,Vigo,IN,Sandford,132.00,Solar,2028-09-01 04:00:00+00:00,,DPP-2023,Central,NRIS,
J3727,MISO,2024-04-16 04:00:00+00:00,Active,Madison,IL,Mississippi,225.00,Storage,2028-06-30 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3733,MISO,2024-05-25 04:00:00+00:00,Active,Gibson,IN,Oakland City  - Old Ben Coal 138.0kV,150.00,Hybrid,2028-04-17 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3404,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Macon,MO,Other_,300.00,Solar,2028-08-15 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,NRIS,
J3405,MISO,2024-04-10 04:00:00+00:00,Withdrawn,St. Louis,MN,Shannon - Minntac 230kV,144.00,Wind,2028-06-09 04:00:00+00:00,MINNESOTA POWER INC.,DPP-2023,West,NRIS,
J3406,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Calcasieu,LA,Nelson - Carlyss (J2154 POI),100.00,Solar,2028-04-09 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2023,South,NRIS,
J3410,MISO,2024-04-12 04:00:00+00:00,Withdrawn,Washington,IL,7PR STATE - 7MTVERNW 345.0kV,120.00,Solar,2028-03-01 05:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3408,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Sabine,LA,HARTBURG - AEP LAYFIELD 500.0kV,450.00,Solar,2028-03-01 05:00:00+00:00,CLECO POWER LLC,DPP-2023,South,NRIS,
J3409,MISO,2024-04-12 04:00:00+00:00,Withdrawn,Newton,TX,HARTBURG - CYPRESS 500.0kV,400.00,Solar,2028-03-01 05:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2023,South,ERIS,
J3411,MISO,2024-04-12 04:00:00+00:00,Withdrawn,Randolph,MO,5ADAIR    - 5THMHIL (AECI)  161.0kV,120.00,Solar,2028-03-01 05:00:00+00:00,AMEREN MISSOURI,DPP-2023,Central,ERIS,
J3419,MISO,2024-03-18 04:00:00+00:00,Active,Huron,MI,SEASIDE,150.00,Solar,2028-09-01 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3418,MISO,2024-04-17 04:00:00+00:00,Active,Sangamon,IL,7AUSTIN - 7TURNER 345.0kV,220.00,Solar,2028-09-15 04:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2023,Central,NRIS,
J3417,MISO,2024-04-17 04:00:00+00:00,Active,Macon,IL,Oreana,300.00,Storage,2028-09-06 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3415,MISO,2024-03-18 04:00:00+00:00,Withdrawn,Mercer,ND,Coyote Switchyard,250.00,Solar,2028-08-01 04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,DPP-2023,West,NRIS,
J3420,MISO,2024-03-18 04:00:00+00:00,Active,McPherson,SD,Ellendale 345 - Twin Brooks 345.0kV,200.00,Wind,2028-08-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3421,MISO,2024-04-15 04:00:00+00:00,Active,Huron,MI,SEASIDE,100.00,Storage,2028-06-30 04:00:00+00:00,ITC,DPP-2023,East (ITC),NRIS,
J3416,MISO,2024-03-21 04:00:00+00:00,Withdrawn,Otsego,MI,VAN TYLE,200.00,Storage,2027-09-01 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3450,MISO,2024-04-18 04:00:00+00:00,Withdrawn,Panola,MS,BATESVILLE [MS] - MOON LAKE SS 230.0kV,200.00,Solar,2028-08-15 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2023,South,NRIS,
J3428,MISO,2024-03-18 04:00:00+00:00,Active,McPherson,SD,Ellendale 345 - Twin Brooks 345.0kV,200.00,Wind,2028-08-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2023,West,NRIS,
J3422,MISO,2024-03-26 04:00:00+00:00,Withdrawn,Lawrence,AR,SWIFTON - AECC HOXIE SOUTH 161.0kV,145.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3427,MISO,2024-03-26 04:00:00+00:00,Withdrawn,Mississippi,AR,DELL EHV - NEW MADRID (AECI) 500.0kV,500.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3438,MISO,2024-03-26 04:00:00+00:00,Active,Saginaw,MI,MURPHY,250.00,Storage,2028-06-30 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3441,MISO,2024-03-27 04:00:00+00:00,Withdrawn,Houston,TX,ROCKY CREEK - CROCKETT (SWEPCO) 345.0kV,500.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2023,South,NRIS,
J3444,MISO,2024-03-26 04:00:00+00:00,Withdrawn,Jefferson,AR,AECC PINEBERGEN,125.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3447,MISO,2024-03-26 04:00:00+00:00,Withdrawn,Perry,MS,Purvis Bulk 161 - Hintonville 161 161.0kV,125.00,Solar,2028-06-30 04:00:00+00:00,COOPERATIVE ENERGY,DPP-2023,South,NRIS,
J3449,MISO,2024-03-26 04:00:00+00:00,Active,Pope,AR,MORRILTON EAST - ATKINS 161.0kV,200.00,Solar,2028-06-30 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3423,MISO,2024-05-16 04:00:00+00:00,Withdrawn,Jackson,AR,PECAN ST - AECC BALCH 161.0kV,200.00,Solar,2028-09-04 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2023,South,NRIS,
J3240,MISO,2024-04-14 04:00:00+00:00,Withdrawn,Fulton,IL,Other_,150.00,Solar,2028-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3247,MISO,2024-04-14 04:00:00+00:00,Withdrawn,Vigo,IN,SPELTERVILLE,200.00,Storage,2028-09-15 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2023,Central,NRIS,
J3248,MISO,2024-04-13 04:00:00+00:00,Withdrawn,Posey,IN,AB Brown - Farm Bureau 138.0kV,250.00,Storage,2028-09-01 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2023,Central,NRIS,
J3256,MISO,2024-04-13 04:00:00+00:00,Active,Clark,IL,4GALLATIN - 4KANSAS   138.0kV,200.00,Solar,2028-09-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3259,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Renville,MN,Cedar Mountain,250.00,Storage,2028-09-06 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2023,West,NRIS,
J3268,MISO,2024-04-18 04:00:00+00:00,Active,Gratiot,MI,REGAL,100.00,Storage,2027-09-10 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J3269,MISO,2024-04-17 04:00:00+00:00,Withdrawn,Hamilton,IL,7W_FRFT_E - 7NORRIS   345.0kV,300.00,Solar,2027-11-02 04:00:00+00:00,AMEREN ILLINOIS,DPP-2023,Central,NRIS,
J3274,MISO,2024-04-15 04:00:00+00:00,Active,Ogemaw,MI,GALLAGHER - TWINING 138.0kV,290.00,Solar,2028-11-01 04:00:00+00:00,METC,DPP-2023,East (ITC),NRIS,
J2342,MISO,2022-09-15 04:00:00+00:00,Active,Worth,IA,Worth County,230.00,Wind,2027-05-15 04:00:00+00:00,ITC MIDWEST,DPP-2022,West,NRIS,
J2336,MISO,2022-09-13 04:00:00+00:00,Withdrawn,Union,LA,Sterlington - Downsville 115 kV Line,125.00,Hybrid,2025-08-29 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2022,South,NRIS,
J2332,MISO,2022-09-15 04:00:00+00:00,Active,Cottonwood,MN,Lyon County - Cedar Mountain 345kV,200.00,Wind,2027-09-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2022,West,NRIS,
J2333,MISO,2022-09-15 04:00:00+00:00,Withdrawn,McPherson,SD,Ellendale - Twin Brooks 345kV,200.00,Wind,2027-09-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2022,West,NRIS,
J2338,MISO,2022-09-15 04:00:00+00:00,Withdrawn,McPherson,SD,Ellendale - Twin Brooks 345kV,200.00,Wind,2027-09-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2022,West,NRIS,
