Project ID,ISO,Queue Date,Status,County,State,POI Name,MW Capacity,Fuel Type,Proposed Date,Transmission Owner,Study Cycle,Study Group,Service Type,Done Date
J1623,MISO,2020-06-18 04:00:00+00:00,Withdrawn,Orange,IN,Mitchell Lost River 345kV,200.00,Solar,2024-06-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1624,MISO,2020-06-22 04:00:00+00:00,Withdrawn,Bartholomew,IN,Columbus Denois Cr - Columbus 345 230 kV Transmission Line,100.00,Solar,2024-08-04 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1625,MISO,2021-08-20 04:00:00+00:00,Withdrawn,Tipton,IN,Kokomo - Tipton 230kV Transmission line,150.00,Solar,2024-08-05 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1626,MISO,2020-06-23 04:00:00+00:00,Done,Fayette,IL,Ramsey East 138kV bus,150.00,Solar,2024-08-05 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1627,MISO,2020-06-23 04:00:00+00:00,Withdrawn,White,IN,Reynolds 345KV,200.00,Wind,2022-08-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1628,MISO,2020-06-24 04:00:00+00:00,Withdrawn,White,IN,Goodland to Reynolds 138KV,200.00,Wind,2022-08-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1629,MISO,2020-06-22 04:00:00+00:00,Done,Columbia,WI,Columbia SW YD(ALTE) - South Fond Du Lac  SW YD 345 KV T-Line,200.00,Solar,2024-07-18 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
J1630,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Madison,MS,Gerald Andrus-Tinnin Road 230 kV,150.00,Solar,2023-10-31 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2020,South,NRIS,
J1631,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Clark,WI,Stonelake  to Gardner Park 345kV,200.00,Wind,2023-09-15 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
J1632,MISO,2020-06-22 04:00:00+00:00,Withdrawn,Caldwell,KY,Caldwell County -  Barkley 161kV,200.00,Solar,2023-09-01 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2020,Central,NRIS,
J1634,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Beauregard,LA,COOPER SWITCHING - PENTON ROAD 230 KV,100.00,Solar,2022-03-01 05:00:00+00:00,CLECO POWER LLC,DPP-2020,South,NRIS,
J1635,MISO,2020-06-24 04:00:00+00:00,Done,Branch,MI,BUTTERS - NEWTON (MI AVE) 138.0kV,100.00,Storage,2022-02-01 05:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1636,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Pike,MO,Peno Creek Substation 161kV,44.00,Solar,2023-09-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2020,Central,NRIS,
J1637,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Knox,IN,Wheatland Substation 345kV,150.00,Solar,2023-09-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1638,MISO,2022-02-11 05:00:00+00:00,Done,Hancock,KY,Skillman Substation 161kV,150.00,Solar,2023-09-01 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2020,Central,NRIS,
J1639,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Lenawee,MI,345kV Allen Junction to Morocco,100.00,Storage,2022-02-01 05:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1640,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Hinds,MS,Beech Grove - Ray Braswell 115 kV,200.00,Solar,2023-10-31 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2020,South,NRIS,
J1641,MISO,2024-03-15 04:00:00+00:00,Done,Greene,IN,Worthington Substation 138kV,150.00,Solar,2023-09-01 04:00:00+00:00,HOOSIER ENERGY,DPP-2020,Central,NRIS,
J1642,MISO,2022-02-17 05:00:00+00:00,Done,Spencer,IN,North East (Castle) - Culley 138kV,200.00,Hybrid,2023-10-15 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2020,Central,NRIS,
J1643,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Genesee,MI,Delaney 138kV,50.00,Solar,2023-10-01 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1644,MISO,2020-06-10 04:00:00+00:00,Done,St. Landry,LA,Champange - Plaisance,150.00,Solar,2023-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,NRIS,2023-01-18 05:00:00+00:00
J1645,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Renville,MN,Panther 230kV Substation,80.00,Solar,2023-09-01 04:00:00+00:00,GREAT RIVER ENERGY,DPP-2020,West,NRIS,
J1646,MISO,2020-06-10 04:00:00+00:00,Done,Newton,IN,MORRISON DITCH,150.00,Solar,2023-10-01 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1647,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Chippewa,MN,Maynard XMSN 115kV Substation,150.00,Solar,2023-09-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2020,West,NRIS,
J1648,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Searcy,AR,Searcy Price 161kV,10.00,Hybrid,2021-08-15 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2020,South,NRIS,
J1649,MISO,2021-03-10 05:00:00+00:00,Done,McCracken,KY,Shell - McCracken County 69.0kV,60.00,Solar,2022-10-31 04:00:00+00:00,BIG RIVERS ELECTRIC CORPORATION,DPP-2020,Central,NRIS,
J1650,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Logan,IL,Latham 345kV,200.00,Solar,2023-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1651,MISO,2020-06-23 04:00:00+00:00,Done,Logan,IL,Howlett,149.50,Solar,2023-08-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1652,MISO,2021-12-03 05:00:00+00:00,Withdrawn,Champaign,IL,Sidney 138kV,116.00,Solar,2023-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1653,MISO,2021-12-03 05:00:00+00:00,Done,Tazewell,IL,San Jose Rail 138kV,150.00,Solar,2023-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1654,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Genesee,MI,Goss-Thetford 345kV Line,200.00,Solar,2023-09-01 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1655,MISO,2021-12-03 05:00:00+00:00,Withdrawn,Jefferson,IL,West Mt Vernon - Xenia 345kV Line (J1241),50.00,Storage,2022-09-15 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1656,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Vermilion,IL,Sydney to Bunsonville 345kV Line,412.00,Hybrid,2023-08-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1657,MISO,2020-06-25 04:00:00+00:00,Done,St. Croix,WI,Pine Lake to Apple River 161 kV,100.00,Solar,2022-08-01 04:00:00+00:00,NORTHERN STATES POWER COMPANY,DPP-2020,West,NRIS,
J1658,MISO,2025-05-19 04:00:00+00:00,Done,Hillsdale,MI,COLDWATER - MOORE ROAD 138.0kV,180.00,Solar,2023-09-01 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1659,MISO,2020-06-25 04:00:00+00:00,Done,Washtenaw,MI,DORSET,100.00,Storage,2022-02-01 05:00:00+00:00,ITC,DPP-2020,East (ITC),NRIS,
J1660,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Genesee,MI,Goss-Thetford 345kV Line,50.00,Storage,2023-09-01 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1661,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Lapeer,MI,Imlay Pump 120kV Substation,200.00,Solar,2023-09-01 04:00:00+00:00,ITC,DPP-2020,East (ITC),NRIS,
J1662,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Newton,IN,Goodland Substation 138kV (Bus Name: 17Goodland),200.00,Solar,2023-08-31 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1663,MISO,2021-12-03 05:00:00+00:00,Done,Ottawa,MI,ARGENTA - TALLMADGE 345.0kV,200.00,Solar,2023-09-15 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,2023-03-07 05:00:00+00:00
J1664,MISO,2020-06-24 04:00:00+00:00,Done,St. Clair,MI,Carrigan 120kV Substation,200.00,Solar,2023-09-01 04:00:00+00:00,ITC,DPP-2020,East (ITC),NRIS,
J1665,MISO,2020-06-24 04:00:00+00:00,Withdrawn,St. Clair,MI,Carrigan 120kV Substation,50.00,Storage,2023-09-01 04:00:00+00:00,ITC,DPP-2020,East (ITC),NRIS,
J1666,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Ingham,MI,Oneida - Majestic 345 kV,300.00,Wind,2023-04-20 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1667,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Isabella,MI,Bard Rd to Clare Junction 138 kV,200.00,Wind,2023-04-20 04:00:00+00:00,METC,DPP-2020,East (ITC),NRIS,
J1668,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Iberville,LA,Donaldsonville - Evergreen 230 kV,194.00,Solar,2023-04-20 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,NRIS,
J1669,MISO,2020-06-23 04:00:00+00:00,Done,Jefferson Davis,LA,LAKE CHARLES BULK,165.00,Solar,2023-09-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,ERIS,
J1670,MISO,2020-06-23 04:00:00+00:00,Done,Mississippi,AR,Crooked Lake 161kV at J586 POI,50.00,Solar,2023-10-15 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2020,South,NRIS,
J1671,MISO,2020-06-23 04:00:00+00:00,Done,Walker,TX,Rocky Creek to Lewis Creek 230kV,150.00,Solar,2023-08-31 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2020,South,ERIS,
J1672,MISO,2020-06-23 04:00:00+00:00,Done,Hinds,MS,Tinnin Road 230kV,150.00,Solar,2023-08-31 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2020,South,NRIS,2023-01-18 05:00:00+00:00
J1673,MISO,2020-06-23 04:00:00+00:00,Done,Sabine,LA,Fisher - Marthaville 230.0kV,200.00,Solar,2024-01-15 05:00:00+00:00,CLECO POWER LLC,DPP-2020,South,NRIS,
J1674,MISO,2020-06-25 04:00:00+00:00,Withdrawn,St. Tammany,LA,Talisheek - North Slidell 230kV Line,250.00,Hybrid,2023-08-02 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,NRIS,
J1675,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Edgar,IL,Kansas 345kV,250.00,Wind,2023-12-15 05:00:00+00:00,AMEREN TRANSMISSION COMPANY OF ILLINOIS,DPP-2020,Central,NRIS,
J1676,MISO,2020-06-24 04:00:00+00:00,Withdrawn,McLean,IL,Brokaw - Clinton 345 kV line,300.00,Wind,2023-04-20 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1677,MISO,2020-06-24 04:00:00+00:00,Done,Macon,IL,Leghorn 345 kV,180.00,Solar,2023-04-20 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1678,MISO,2022-04-06 04:00:00+00:00,Withdrawn,Miami,IN,Deedsville 345 kV,74.70,Storage,2023-08-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1679,MISO,2020-06-24 04:00:00+00:00,Done,Clay,IL,7XENIA    - 7MTVERNW 345.0kV,125.00,Solar,2023-04-20 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1680,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Cass,IN,345 kV Walton Substation,100.00,Solar,2023-04-20 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1681,MISO,2020-06-18 04:00:00+00:00,Withdrawn,Maries,MO,Bland to Franks 345kV line,200.00,Solar,2024-10-31 04:00:00+00:00,AMEREN MISSOURI,DPP-2020,Central,NRIS,
J1682,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Boone,IN,Hortonville to Whitestown 345 kV,300.00,Solar,2024-10-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1683,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Porter,IN,Babcock - Lake George 345 kV,75.00,Storage,2023-08-01 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1684,MISO,2023-08-04 04:00:00+00:00,Done,Starke,IN,SCHAHFER GEN STA - BURR OAK 345.0kV,200.00,Solar,2023-04-20 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2020,Central,NRIS,
J1685,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Ascension,LA,Donaldsonville to Evergreen 230kV line,250.00,Hybrid,2023-09-30 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,NRIS,
J1686,MISO,2022-07-07 04:00:00+00:00,Done,Evangeline,LA,Coughlin - Plaisance 138 kV,100.00,Hybrid,2023-09-04 04:00:00+00:00,CLECO POWER LLC,DPP-2020,South,NRIS,
J1687,MISO,2021-12-03 05:00:00+00:00,Withdrawn,Decatur,IN,Decatur Switching Station 161kv,160.00,Solar,2026-09-01 04:00:00+00:00,HOOSIER ENERGY,DPP-2020,Central,NRIS,
J1944,MISO,2021-08-23 04:00:00+00:00,Active,Sanilac,MI,GREENWOOD - RAPSON (BANNER) 345.0kV,185.00,Solar,2023-11-01 04:00:00+00:00,ITC,DPP-2021,East (ITC),NRIS,
J1945,MISO,2021-11-29 05:00:00+00:00,Withdrawn,Portage,WI,Werner West - Rocky Run 345kV,150.00,Solar,2026-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1946,MISO,2021-08-19 04:00:00+00:00,Done,Jasper,MS,230 kV Missionary Substation,350.00,Hybrid,2024-10-30 04:00:00+00:00,COOPERATIVE ENERGY,DPP-2021,South,NRIS,
J1947,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Fountain,IN,Other_,110.00,Solar,2025-10-01 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2021,Central,NRIS,
J1948,MISO,2022-03-23 04:00:00+00:00,Active,Marion,MO,HANNIBAL WEST,195.00,Solar,2024-09-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2021,Central,NRIS,
J1949,MISO,2021-08-22 04:00:00+00:00,Withdrawn,Antrim,MI,Mancelona - Westwood 69kV,99.60,Solar,2023-11-01 04:00:00+00:00,METC,DPP-2021,East (ITC),NRIS,
J1951,MISO,2021-08-24 04:00:00+00:00,Withdrawn,Monroe,MI,Lemoyne-Majestic 345kV,50.00,Storage,2024-10-01 04:00:00+00:00,ITC,DPP-2021,East (ITC),NRIS,
J1952,MISO,2021-08-25 04:00:00+00:00,Withdrawn,Cerro Gordo,IA,Emery-Floyd 161kV,180.00,Wind,2024-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2021,West,NRIS,
J1953,MISO,2022-07-20 04:00:00+00:00,Withdrawn,Concordia,LA,Red Gum 115kV,264.60,Solar,2025-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2021,South,NRIS,
J1954,MISO,2021-08-24 04:00:00+00:00,Withdrawn,Walworth,WI,SW Delavan 138kV,35.00,Storage,2025-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1955,MISO,2021-08-24 04:00:00+00:00,Withdrawn,Walworth,WI,SW Delavan 138kV,100.00,Solar,2025-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1956,MISO,2021-11-30 05:00:00+00:00,Withdrawn,St. John the Baptist,LA,Waterford 230kV,60.00,Storage,2025-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2021,South,NRIS,
J1957,MISO,2021-11-29 05:00:00+00:00,Withdrawn,Coahoma,MS,Clarksdale-Roundaway 115kV (co-located with J2284),90.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2021,South,NRIS,
J1958,MISO,2021-11-30 05:00:00+00:00,Withdrawn,St. John the Baptist,LA,Waterford 230kV,60.00,Storage,2025-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2021,South,NRIS,
J1959,MISO,2021-11-30 05:00:00+00:00,Withdrawn,St. John the Baptist,LA,Waterford-Vacherie 230kV,100.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2021,South,NRIS,
J1960,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Porter,IN,Starke - Flint Lake 138kV,100.00,Solar,2025-10-01 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2021,Central,NRIS,
J1961,MISO,2021-08-25 04:00:00+00:00,Withdrawn,Cass,ND,Buffalo 115kV,190.00,Wind,2026-10-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2021,West,NRIS,
J1962,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Polk,TX,Livingston - Rich 138kV,75.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2021,South,NRIS,
J1963,MISO,2021-11-29 05:00:00+00:00,Withdrawn,Polk,TX,Livingston - Rich 138kV,25.00,Storage,2025-10-01 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2021,South,NRIS,
J1964,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Columbia,WI,N Madison - Columbia,90.00,Storage,2024-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1965,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Callaway,MO,7MCCREDIE - 7MONTGMRY 345.0kV,150.00,Solar,2025-10-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2021,Central,NRIS,
J1966,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Clinton,IN,Cayuga  -  Frankfort  230.0kV,200.00,Wind,2025-10-01 04:00:00+00:00,"WABASH VALLEY POWER ASSOCIATION, INC.",DPP-2021,Central,NRIS,
J1967,MISO,2022-03-24 04:00:00+00:00,Active,Champaign,IL,Rantoul East 138kV,150.00,Wind,2025-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2021,Central,NRIS,
J1969,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Monroe,MI,Lemoyne-Majestic 345kV,150.00,Solar,2024-10-01 04:00:00+00:00,ITC,DPP-2021,East (ITC),NRIS,
J1970,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Champaign,IL,4SIDNEY 1 - 4MIRA TAP 138.0kV,160.00,Solar,2025-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2021,Central,NRIS,
J1971,MISO,2021-11-30 05:00:00+00:00,Withdrawn,Dane,WI,Cardinal,45.00,Storage,2025-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1972,MISO,2021-08-17 04:00:00+00:00,Withdrawn,Des Moines,IA,Denmark - Newport,115.00,Solar,2025-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2021,West,NRIS,
J1973,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Champaign,IL,4SIDNEY 1 - 4MIRA TAP 138.0kV,40.00,Storage,2025-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2021,Central,NRIS,
J1974,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Coles,IL,Mattoon West,160.00,Solar,2025-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2021,Central,NRIS,
J1975,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Coles,IL,Mattoon West,40.00,Storage,2025-10-01 04:00:00+00:00,AMEREN ILLINOIS,DPP-2021,Central,NRIS,
J1976,MISO,2022-03-23 04:00:00+00:00,Withdrawn,Porter,IN,Starke - Flint Lake 138kV,25.00,Storage,2025-10-01 04:00:00+00:00,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,DPP-2021,Central,NRIS,
J1978,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Pocahontas,IA,Lemars Tap-Little Sioux 161kV,175.00,Wind,2025-10-01 04:00:00+00:00,MIDAMERICAN ENERGY CO.,DPP-2021,West,NRIS,
J1979,MISO,2021-08-13 04:00:00+00:00,Withdrawn,Howard,IA,Hazleton-Mitchell County 345kV line,200.00,Wind,2025-10-01 04:00:00+00:00,ITC MIDWEST,DPP-2021,West,NRIS,
J1980,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Kent,MI,Vergennes 138kV,50.00,Storage,2024-10-01 04:00:00+00:00,METC,DPP-2021,East (ITC),NRIS,
J1982,MISO,2021-11-30 05:00:00+00:00,Active,Gladwin,MI,Other_,25.00,Storage,2024-10-01 04:00:00+00:00,METC,DPP-2021,East (ITC),NRIS,
J1731,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Madison,IN,Noblesville to Fall Creek 345 kV,100.00,Storage,2022-02-01 05:00:00+00:00,INDIANAPOLIS POWER & LIGHT COMPANY,DPP-2020,Central,NRIS,
J1983,MISO,2021-11-29 05:00:00+00:00,Withdrawn,Dane,WI,N. Madison 69kV,25.00,Storage,2025-10-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2021,East (ATC),NRIS,
J1732,MISO,2020-06-24 04:00:00+00:00,Done,Columbia,WI,ACEC Lewiston Tap (X-68) - ACEC Lewiston 138.0kV,98.40,Solar,2024-12-31 05:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
J1984,MISO,2021-08-23 04:00:00+00:00,Withdrawn,Ottawa,MI,Tallmadge 138kV,50.00,Storage,2024-10-01 04:00:00+00:00,METC,DPP-2021,East (ITC),NRIS,
J1985,MISO,2021-11-30 05:00:00+00:00,Withdrawn,Tangipahoa,LA,Chicken Farm - Amite,50.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2021,South,NRIS,
J1733,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Allamakee,IA,Lansing 161 kV,50.00,Storage,2025-06-01 04:00:00+00:00,ITC MIDWEST,DPP-2020,West,NRIS,
J1986,MISO,2022-03-23 04:00:00+00:00,Withdrawn,St. Charles,MO,Montgomery 161kV,100.00,Storage,2025-10-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2021,Central,NRIS,
J1988,MISO,2021-11-29 05:00:00+00:00,Withdrawn,Coahoma,MS,Roundaway Cepa 115kV,120.96,Solar,2025-10-01 04:00:00+00:00,"ENTERGY MISSISSIPPI, LLC.",DPP-2021,South,NRIS,
J1831,MISO,2020-06-25 04:00:00+00:00,Done,Menard,IL,Shockey 138kV,200.00,Wind,2023-10-31 04:00:00+00:00,AMEREN ILLINOIS,DPP-2020,Central,NRIS,
J1734,MISO,2020-06-24 04:00:00+00:00,Done,Lee,IA,Burlington Generation - Wever 161kV,150.00,Solar,2025-06-01 04:00:00+00:00,ITC MIDWEST,DPP-2020,West,NRIS,
J1989,MISO,2021-08-25 04:00:00+00:00,Withdrawn,Brown,SD,Ellendale 345 - Twin Brooks 345.0kV,250.00,Wind,2025-10-01 04:00:00+00:00,OTTER TAIL POWER COMPANY,DPP-2021,West,NRIS,
J1990,MISO,2021-11-30 05:00:00+00:00,Withdrawn,Stutsman,ND,Ellendale 345kV,250.00,Wind,2025-10-01 04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,DPP-2021,West,NRIS,
J1735,MISO,2020-06-23 04:00:00+00:00,Withdrawn,Rock,WI,J1304 POI 138 kV Substation,75.00,Solar,2025-06-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
J1832,MISO,2020-06-25 04:00:00+00:00,Done,St. Landry,LA,Plaisance 138kV,145.09,Solar,2023-04-01 04:00:00+00:00,CLECO POWER LLC,DPP-2020,South,NRIS,
J1991,MISO,2021-08-25 04:00:00+00:00,Withdrawn,Lonoke,AR,Genpower Keo 500kV,200.00,Solar,2025-10-01 04:00:00+00:00,"ENTERGY ARKANSAS, LLC",DPP-2021,South,NRIS,
J1736,MISO,2020-06-22 04:00:00+00:00,Done,Dubois,IN,Duff 138kV,100.00,Solar,2023-08-31 04:00:00+00:00,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,DPP-2020,Central,NRIS,
J1833,MISO,2021-10-19 04:00:00+00:00,Done,Lafourche,LA,Leeville 115kV,115.10,Thermal,2026-05-01 04:00:00+00:00,"ENTERGY LOUISIANA, LLC",DPP-2020,South,ERIS,2023-01-18 05:00:00+00:00
J1737,MISO,2021-10-22 04:00:00+00:00,Withdrawn,Rush,IN,Gwynville 345 kV,210.00,Solar,2023-04-20 04:00:00+00:00,"DUKE ENERGY INDIANA, LLC",DPP-2020,Central,NRIS,
J1834,MISO,2021-12-16 05:00:00+00:00,Done,Orange,TX,Sabine 138/230 kV Substation,66.70,Thermal,2025-04-25 04:00:00+00:00,"ENTERGY TEXAS, INC.",DPP-2020,South,NRIS,
J1738,MISO,2020-06-24 04:00:00+00:00,Withdrawn,McPherson,SD,Leola Substation 41.6kV,20.00,Hybrid,2023-05-15 04:00:00+00:00,MONTANA-DAKOTA UTILITIES CO.,DPP-2020,West,NRIS,
J1835,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Spencer,IN,Culley to Grandview 138 KV line tap,200.00,Wind,2023-06-01 04:00:00+00:00,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,DPP-2020,Central,NRIS,
J1739,MISO,2020-06-24 04:00:00+00:00,Withdrawn,Waushara,WI,Sand Lake 138kV Substation,50.00,Storage,2023-09-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
J1836,MISO,2020-06-23 04:00:00+00:00,Done,Callaway,MO,Montgomery- Callaway- 7,300.00,Solar,2025-08-01 04:00:00+00:00,AMEREN MISSOURI,DPP-2020,Central,NRIS,
J1740,MISO,2020-06-25 04:00:00+00:00,Withdrawn,Walworth,WI,University to Mukwanago 138kV Line,100.00,Solar,2023-09-01 04:00:00+00:00,AMERICAN TRANSMISSION COMPANY,DPP-2020,East (ATC),NRIS,
